# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 13 15:09:57 2014
#
# COLUMN pl_radj:        Planet Radius (val)
# COLUMN pl_radjerr1:    Planet Radius (upper unc)
# COLUMN pl_radjerr2:    Planet Radius (lower unc)
# COLUMN pl_radjlim:     Planet Radius (limit flag)
# COLUMN pl_disc:        Year of Discovery
#
rowid,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_disc
324,,,,,2001
325,,,,,2006
326,,,,,2006
327,,,,,2006
328,,,,,2007
329,,,,,2003
330,,,,,2002
331,,,,,2008
332,,,,,2003
333,,,,,2002
334,,,,,2005
335,,,,,2008
336,,,,,2003
337,,,,,2003
338,,,,,1999
339,,,,,2007
340,,,,,2002
341,,,,,2012
342,,,,,2011
343,0.980,0.030,-0.030,0,2001
344,,,,,2005
345,,,,,2007
346,,,,,2003
347,,,,,2003
348,,,,,2011
349,,,,,2002
350,,,,,2009
351,,,,,2011
352,,,,,2006
353,,,,,2009
354,,,,,2009
355,,,,,2009
356,,,,,2004
357,,,,,2009
358,,,,,1999
359,,,,,2009
360,,,,,2000
361,,,,,2005
362,,,,,2013
363,,,,,2009
364,,,,,2011
365,,,,,2009
366,,,,,2011
367,0.200,0.009,-0.008,0,2010
368,,,,,2011
369,,,,,2012
370,,,,,2005
371,,,,,2004
372,,,,,2010
373,,,,,2011
374,,,,,2011
375,,,,,2007
376,,,,,2005
377,,,,,2005
378,,,,,2006
379,,,,,2008
380,,,,,2010
381,,,,,2011
382,,,,,2010
383,,,,,2009
384,,,,,2013
385,,,,,2009
386,,,,,2003
387,,,,,2002
388,,,,,2011
389,,,,,2012
390,,,,,2013
391,,,,,2005
392,,,,,2002
393,,,,,2011
394,,,,,2002
395,,,,,2005
396,,,,,2010
397,,,,,2013
398,,,,,2013
399,,,,,2005
400,,,,,2009
401,,,,,2003
402,,,,,2013
403,,,,,2010
404,,,,,2010
405,,,,,2003
406,,,,,2014
407,,,,,1989
408,,,,,2001
409,,,,,2002
410,,,,,2011
411,,,,,2004
412,,,,,2004
413,,,,,2005
414,,,,,2013
415,,,,,2003
416,,,,,2007
417,,,,,2009
418,,,,,2009
419,,,,,2009
420,,,,,2009
421,,,,,2002
422,,,,,2005
423,,,,,2009
424,,,,,1999
425,,,,,2011
426,,,,,2007
427,,,,,2011
428,,,,,2008
429,,,,,1999
430,,,,,2009
431,,,,,2009
432,,,,,2008
433,,,,,2011
434,,,,,2002
435,,,,,2011
436,,,,,2003
437,,,,,2008
438,,,,,2010
439,,,,,2005
440,,,,,2008
441,,,,,2009
442,,,,,2009
443,,,,,2003
444,,,,,2009
445,,,,,2009
446,0.813,0.027,-0.025,0,2005
447,,,,,2005
448,,,,,2009
449,,,,,2011
450,,,,,2008
451,,,,,2006
452,,,,,2008
453,,,,,2004
454,,,,,2014
455,,,,,2007
456,,,,,2007
457,,,,,2011
458,,,,,2009
459,,,,,2010
460,,,,,2007
461,,,,,2011
462,,,,,2013
463,,,,,2013
464,,,,,2006
465,,,,,2012
466,,,,,2000
467,,,,,2004
468,,,,,2004
