213,HD 4313,b,Radial Velocity,1,356,2.6,-2.6,0,1.19,0.03,-0.03,0,0.041,0.037,-0.037,0,nul,nul,nul,nul,nul,nul,nul,nul,2.3,0.2,-0.2,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,00h45m40.36s,11.41816,+07d50m42.1s,7.845021,131.41,14.45,-18.52,0,7.822,0.013,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 4313,HIP 3574,4.5,G5,nul,0,0
214,HD 4732,b,Radial Velocity,2,360.2,1.4,-1.4,0,1.19,0.05,-0.05,0,0.13,0.06,-0.06,0,nul,nul,nul,nul,nul,nul,nul,nul,2.37,0.34,-0.34,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,00h49m13.95s,12.308117,-24d08m12.0s,-24.136671,56.5,2.99,-3.35,0,5.89,0.009,0,0,4959,25,0,0,1.74,0.2,0,0,5.4,0.4,0,0,HD 4732,HIP 3834,5,K0 IV,nul,0,0
215,HD 4732,c,Radial Velocity,2,2732,81,-81,0,4.6,0.23,-0.23,0,0.23,0.07,-0.07,0,nul,nul,nul,nul,nul,nul,nul,nul,2.37,0.38,-0.38,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,00h49m13.95s,12.308117,-24d08m12.0s,-24.136671,56.5,2.99,-3.35,0,5.89,0.009,0,0,4959,25,0,0,1.74,0.2,0,0,5.4,0.4,0,0,HD 4732,HIP 3834,5,K0 IV,nul,0,0
216,HD 5319,b,Radial Velocity,1,675,17,-17,0,1.75,nul,nul,0,0.12,0.08,-0.08,0,nul,nul,nul,nul,nul,nul,nul,nul,1.94,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,00h55m01.40s,13.755836,+00d47m22.4s,0.789553,100,9.17,-11.23,0,8.047,0.013,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 5319,HIP 4297,5,K0 III,nul,0,0
217,HD 5388,b,Radial Velocity,1,777,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,1.96,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,00h55m11.89s,13.799541,-47d24m21.5s,-47.405964,53.28,2.59,-2.87,0,6.722,0.01,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 5388,HIP 4311,3.6,F6 V,nul,0,0
218,HD 5608,b,Radial Velocity,1,792.6,7.7,-7.7,0,1.9,nul,nul,0,0.19,0.061,-0.061,0,nul,nul,nul,nul,1.4,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0,0,00h58m14.22s,14.559246,+33d57m03.2s,33.950886,58.17,2.68,-2.95,0,5.98,0.01,0,0,4854,25,0,nul,1.55,0.23,0,nul,5.5,0.4,0,nul,HD 5608,HIP 4552,5,K0,nul,0,0
219,HD 5891,b,Radial Velocity,1,177.11,0.32,-0.32,0,0.76,0.02,-0.02,0,0.066,0.022,-0.022,0,nul,nul,nul,nul,nul,nul,nul,nul,7.6,0.4,-0.4,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h00m33.19s,15.1383,+20d17m32.9s,20.292484,150.6,23.21,-33.56,0,8.114,0.014,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 5891,HIP 4715,4.5,G5,nul,0,0
220,HD 6434,b,Radial Velocity,1,22.09,nul,nul,0,0.15,nul,nul,0,0.3,0.15,-0.15,0,nul,nul,nul,nul,nul,nul,nul,nul,0.48,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h04m40.15s,16.167295,-39d29m17.6s,-39.488216,40.32,1.4,-1.5,0,7.73,0.011,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 6434,HIP 5054,4.25,G2/3 V,nul,0,0
221,HD 6718,b,Radial Velocity,1,2496,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,1.65,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h07m48.66s,16.952761,-08d14m01.3s,-8.233706,55.01,2.76,-3.07,0,8.45,0.014,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 6718,HIP 5301,4.5,G5 V,nul,0,0
222,HD 7199,b,Radial Velocity,1,615,7,-7,0,1.36,0.02,-0.02,0,0.19,0.19,-0.13,0,nul,nul,nul,nul,nul,nul,nul,nul,0.29,0.023,-0.023,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h10m47.22s,17.696762,-66d11m17.4s,-66.188164,35.88,0.87,-0.91,0,8.027,0.011,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 7199,HIP 5529,5,K0 IV/V,nul,0,0
223,HD 7449,b,Radial Velocity,2,1275,15,-11,0,2.3,0.04,-0.04,0,0.82,0.06,-0.06,0,nul,nul,nul,nul,nul,nul,nul,nul,1.11,0.27,-0.37,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h14m29.32s,18.622173,-05d02m50.6s,-5.047387,38.52,1.11,-1.18,0,7.483,0.011,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 7449,HIP 5806,4,G0 V,nul,0,0
224,HD 7449,c,Radial Velocity,2,4046,186,-366,0,4.96,0.2,-0.3,0,0.53,0.08,-0.08,0,nul,nul,nul,nul,nul,nul,nul,nul,2,0.36,-0.54,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h14m29.32s,18.622173,-05d02m50.6s,-5.047387,38.52,1.11,-1.18,0,7.483,0.011,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 7449,HIP 5806,4,G0 V,nul,0,0
225,HD 7924,b,Radial Velocity,1,5.3978,0.0015,-0.0015,0,0.057,nul,nul,0,0.17,0.16,-0.16,0,nul,nul,nul,nul,nul,nul,nul,nul,0.029,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h21m59.12s,20.496313,+76d42m37.0s,76.710281,16.82,0.17,-0.17,0,7.167,0.01,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 7924,HIP 6379,5,K0,nul,0,0
226,HD 8535,b,Radial Velocity,1,1313,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.63,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h23m37.24s,20.905149,-41d16m11.3s,-41.269802,56.34,2.55,-2.8,0,7.686,0.01,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 8535,HIP 6511,4,G0 V,nul,0,0
227,HD 8574,b,Radial Velocity,1,227,0.2,-0.2,0,0.757,0.005,-0.005,0,0.297,0.026,-0.026,0,nul,nul,nul,nul,nul,nul,nul,nul,1.8,0.06,-0.06,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h25m12.52s,21.302153,+28d34m00.1s,28.566692,44.15,1.54,-1.66,0,7.112,0.011,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 8574,HIP 6643,3.8,F8,nul,0,0
228,HD 8673,b,Radial Velocity,1,1634,17,-17,0,3.02,0.15,-0.15,0,0.723,0.016,-0.016,0,nul,nul,nul,nul,nul,nul,nul,nul,14.2,1.6,-1.6,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h26m08.78s,21.536604,+34d34m46.9s,34.5797,38.26,1.12,-1.19,0,6.341,0.01,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 8673,HIP 6702,3.5,F5,nul,0,1
229,HD 9446,b,Radial Velocity,2,30.052,0.027,-0.027,0,0.189,0.006,-0.006,0,0.2,0.06,-0.06,0,nul,nul,nul,nul,nul,nul,nul,nul,0.7,0.06,-0.06,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h33m20.18s,23.334101,+29d15m54.5s,29.265148,52.85,2.8,-3.14,0,8.369,0.015,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 9446,HIP 7245,4.5,G5,nul,0,0
230,HD 9446,c,Radial Velocity,2,192.9,0.9,-0.9,0,0.654,0.022,-0.022,0,0.06,0.06,-0.06,0,nul,nul,nul,nul,nul,nul,nul,nul,1.82,0.17,-0.17,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h33m20.18s,23.334101,+29d15m54.5s,29.265148,52.85,2.8,-3.14,0,8.369,0.015,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 9446,HIP 7245,4.5,G5,nul,0,0
231,HD 10180,c,Radial Velocity,6,5.75962,0.00028,-0.00028,0,0.0641,0.0011,-0.0011,0,0.077,0.033,-0.026,0,90,nul,nul,0,nul,nul,nul,nul,0.041,0.002,-0.002,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.39,0.94,-0.99,0,7.321,0.01,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 10180,HIP 7599,4.1,G0/2 V,nul,0,0
232,HD 10180,d,Radial Velocity,6,16.3567,0.0043,-0.0043,0,0.1285,0.0022,-0.0022,0,0.143,0.058,-0.058,0,90,nul,nul,0,nul,nul,nul,nul,0.038,0.002,-0.002,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.39,0.94,-0.99,0,7.321,0.01,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 10180,HIP 7599,4.1,G0/2 V,nul,0,0
233,HD 10180,e,Radial Velocity,6,49.747,0.024,-0.024,0,0.2699,0.0045,-0.0045,0,0.065,0.035,-0.035,0,90,nul,nul,0,nul,nul,nul,nul,0.08,0.004,-0.004,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.39,0.94,-0.99,0,7.321,0.01,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 10180,HIP 7599,4.1,G0/2 V,nul,0,0
234,HD 10180,f,Radial Velocity,6,122.72,0.2,-0.2,0,0.4928,0.0083,-0.0083,0,0.133,0.066,-0.066,0,90,nul,nul,0,nul,nul,nul,nul,0.074,0.005,-0.005,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.39,0.94,-0.99,0,7.321,0.01,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 10180,HIP 7599,4.1,G0/2 V,nul,0,0
235,HD 10180,g,Radial Velocity,6,602,11,-11,0,1.423,0.03,-0.03,0,0,nul,nul,0,90,nul,nul,0,nul,nul,nul,nul,0.067,0.009,-0.009,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.39,0.94,-0.99,0,7.321,0.01,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 10180,HIP 7599,4.1,G0/2 V,nul,0,0
236,HD 10180,h,Radial Velocity,6,2248,102,-106,0,3.42,0.12,-0.13,0,0.151,0.072,-0.072,0,90,nul,nul,0,nul,nul,nul,nul,0.205,0.014,-0.014,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.39,0.94,-0.99,0,7.321,0.01,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 10180,HIP 7599,4.1,G0/2 V,nul,0,0
237,HD 10647,b,Radial Velocity,1,989.2,8.1,-8.1,0,2.015,0.011,-0.011,0,0.15,0.08,-0.08,0,nul,nul,nul,nul,nul,nul,nul,nul,0.94,0.08,-0.08,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h42m29.32s,25.622149,-53d44m27.0s,-53.740833,17.35,0.19,-0.19,0,5.519,0.009,0,0,6218,20,0,0,1.11,0.02,0,0,1.1,0.02,0,0,HD 10647,HIP 7978,3.9,F9 V,nul,0,0
238,HD 10697,b,Radial Velocity,1,1075.2,1.5,-1.5,0,2.131,0.018,-0.018,0,0.099,0.007,-0.007,0,nul,nul,nul,nul,nul,nul,nul,nul,6.21,0.15,-0.15,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h44m55.82s,26.232603,+20d04m59.3s,20.083149,32.56,0.84,-0.88,0,6.279,0.01,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 10697,HIP 8159,4.5,G5,nul,0,0
239,HD 11506,b,Radial Velocity,2,1270.2,193.5,-94.9,0,2.43,0.24,-0.12,0,0.22,0.25,-0.12,0,nul,nul,nul,nul,nul,nul,nul,nul,3.44,0.9,-0.47,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h52m50.53s,28.210558,-19d30m25.1s,-19.506975,53.82,2.67,-2.96,0,7.513,0.01,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 11506,HIP 8770,4,G0 V,nul,0,0
240,HD 11506,c,Radial Velocity,2,170.455,3.285,-6.205,0,0.639,0.007,-0.017,0,0.42,0.2,-0.42,0,nul,nul,nul,nul,nul,nul,nul,nul,0.82,0.31,-0.5,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h52m50.53s,28.210558,-19d30m25.1s,-19.506975,53.82,2.67,-2.96,0,7.513,0.01,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 11506,HIP 8770,4,G0 V,nul,0,0
241,HD 11977,b,Radial Velocity,1,711,8,-8,0,1.93,nul,nul,0,0.4,0.07,-0.07,0,nul,nul,nul,nul,nul,nul,nul,nul,6.54,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h54m56.13s,28.733881,-67d38m50.3s,-67.647301,66.49,2.02,-2.14,0,4.69,nul,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 11977,HIP 8928,4.8,G8 III/IV,nul,0,0
242,HD 11964,b,Radial Velocity,2,1945,26,-26,0,3.16,0.19,-0.19,0,0.041,0.047,-0.047,0,nul,nul,nul,nul,nul,nul,nul,nul,0.622,0.056,-0.056,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h57m09.61s,29.290026,-10d14m32.7s,-10.242428,33.98,1.02,-1.08,0,6.41,nul,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 11964,HIP 9094,4.8,G8 IV,nul,0,0
243,HD 11964,c,Radial Velocity,2,37.91,0.041,-0.041,0,0.229,0.013,-0.013,0,0.3,0.17,-0.17,0,nul,nul,nul,nul,nul,nul,nul,nul,0.0788,0.0097,-0.0097,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,01h57m09.61s,29.290026,-10d14m32.7s,-10.242428,33.98,1.02,-1.08,0,6.41,nul,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 11964,HIP 9094,4.8,G8 IV,nul,0,0
244,HD 12661,b,Radial Velocity,2,262.709,0.083,-0.083,0,0.831,0.048,-0.048,0,0.3768,0.0077,-0.0077,0,nul,nul,nul,nul,nul,nul,nul,nul,2.3,0.19,-0.19,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,02h04m34.29s,31.142866,+25d24m51.5s,25.414305,37.16,1.11,-1.18,0,7.425,0.011,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 12661,HIP 9683,5,K0,nul,0,0
245,HD 12661,c,Radial Velocity,2,1708,14,-14,0,2.9,0.17,-0.17,0,0.031,0.022,-0.022,0,nul,nul,nul,nul,nul,nul,nul,nul,1.92,0.16,-0.16,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,02h04m34.29s,31.142866,+25d24m51.5s,25.414305,37.16,1.11,-1.18,0,7.425,0.011,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 12661,HIP 9683,5,K0,nul,0,0
246,HD 13189,b,Radial Velocity,1,471.6,6,-6,0,1.85,0.35,-0.35,0,0.27,0.06,-0.06,0,nul,nul,nul,nul,nul,nul,nul,nul,14,6,-6,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,02h09m40.17s,32.417381,+32d18m59.2s,32.316437,300.3,nul,nul,-1,7.556,0.011,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 13189,HIP 10085,5.2,K2,nul,0,0
247,HD 13808,b,Radial Velocity,2,14.182,nul,nul,nul,0.1017,nul,nul,nul,0.17,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0325,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,02h12m42.93s,33.178856,-53d44m38.0s,-53.743893,28.6,0.63,-0.66,0,8.381,0.014,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 13808,HIP 10301,5.2,K2 V,nul,0,0
248,HD 13808,c,Radial Velocity,2,53.832,nul,nul,nul,0.2476,nul,nul,nul,0.43,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.036,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,02h12m42.93s,33.178856,-53d44m38.0s,-53.743893,28.6,0.63,-0.66,0,8.381,0.014,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 13808,HIP 10301,5.2,K2 V,nul,0,0
249,HD 13908,b,Radial Velocity,2,19.382,0.006,-0.006,0,0.154,0.0025,-0.0025,0,0.02,0.018,-0.018,0,nul,nul,nul,nul,nul,nul,nul,nul,0.865,0.035,-0.035,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,02h18m14.56s,34.560665,+65d35m39.7s,65.59436,66.89,3.6,-4.03,0,7.508,0.01,0,0,6255,66,0,0,1.29,0.04,0,0,1.67,0.1,0,0,HD 13908,HIP 10743,3.8,F8 V,nul,0,0
250,HD 13908,c,Radial Velocity,2,931,17,-17,0,2.03,0.04,-0.04,0,0.12,0.02,-0.02,0,nul,nul,nul,nul,nul,nul,nul,nul,5.13,0.25,-0.25,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,02h18m14.56s,34.560665,+65d35m39.7s,65.59436,66.89,3.6,-4.03,0,7.508,0.01,0,0,6255,66,0,0,1.29,0.04,0,0,1.67,0.1,0,0,HD 13908,HIP 10743,3.8,F8 V,nul,0,0
251,HD 13931,b,Radial Velocity,1,4218,388,-388,0,5.15,0.29,-0.29,0,0.02,0.05,-0.05,0,nul,nul,nul,nul,nul,nul,nul,nul,1.88,0.15,-0.15,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,02h16m47.38s,34.197414,+43d46m22.8s,43.772995,45.52,1.91,-2.08,0,7.597,0.011,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 13931,HIP 10626,4,G0,nul,0,0
252,HD 16141,b,Radial Velocity,1,75.523,0.055,-0.055,0,0.363,0.021,-0.021,0,0.252,0.052,-0.052,0,nul,nul,nul,nul,nul,nul,nul,nul,0.26,0.028,-0.028,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,02h35m19.93s,38.833035,-03d33m38.2s,-3.560602,35.91,1.71,-1.89,0,6.818,0.011,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 16141,HIP 12048,4.8,G8 IV + F,nul,0,0
253,HD 16417,b,Radial Velocity,1,17.24,0.01,-0.01,0,0.14,0.01,-0.01,0,0.2,0.09,-0.09,0,nul,nul,nul,nul,nul,nul,nul,nul,0.0696,0.0063,-0.0063,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,02h36m58.61s,39.244198,-34d34m40.7s,-34.577976,25.54,0.41,-0.42,0,5.79,nul,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 16417,HIP 12186,4.1,G1 V,nul,0,0
254,HD 16175,b,Radial Velocity,1,990,20,-20,0,2.1,0.08,-0.08,0,0.59,0.11,-0.11,0,nul,nul,nul,nul,nul,nul,nul,nul,4.4,0.34,-0.34,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,02h37m01.91s,39.257961,+42d03m45.5s,42.062634,59.84,3.28,-3.69,0,7.282,0.01,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 16175,HIP 12191,4,G0,nul,0,0
255,HD 16760,b,Radial Velocity,1,465.1,2.3,-2.3,0,1.13,0.03,-0.03,0,0.067,0.1,-0.1,0,nul,nul,nul,nul,nul,nul,nul,nul,14.3,0.9,-0.9,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,02h42m21.31s,40.58881,+38d37m07.2s,38.618668,50.18,6.2,-8.24,0,8.765,0.015,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 16760,HIP 12638,4.5,G5,nul,0,0
256,HD 17092,b,Radial Velocity,1,359.9,2.4,-2.4,0,1.29,0.05,-0.05,0,0.166,0.052,-0.052,0,nul,nul,nul,nul,nul,nul,nul,nul,4.6,0.3,-0.3,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,02h46m22.12s,41.592153,+49d39m11.1s,49.653075,nul,nul,nul,nul,7.732,0.011,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 17092,nul,5,K0,nul,0,0
257,HD 17156,b,Radial Velocity,1,21.21663,0.00045,-0.00045,0,0.1614,0.0022,-0.0022,0,0.6819,0.0044,-0.0044,0,86.89,0.11,-0.11,0,3.191,0.033,-0.033,0,nul,nul,nul,nul,1.087,0.007,-0.007,0,3.78,0.06,-0.06,0,0,0,02h49m44.49s,42.435364,+71d45m11.6s,71.753235,78.25,5.15,-5.93,0,8.162,0.012,0,0,6100,75,0,nul,1.27,0.02,0,nul,1.5,0.01,0,nul,HD 17156,HIP 13192,4.5,G5,nul,0,0
258,HD 18742,b,Radial Velocity,1,772,11,-11,0,1.92,0.05,-0.05,0,0.12,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,2.7,0.3,-0.3,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,03h00m10.66s,45.044407,-20d48m09.4s,-20.802603,127.88,15.27,-20.05,0,7.814,0.012,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 18742,HIP 13993,4.9,G8/K0 IV,nul,0,0
259,HD 19994,b,Radial Velocity,1,466.2,1.7,-1.7,0,1.305,0.016,-0.016,0,0.063,0.062,-0.062,0,nul,nul,nul,nul,nul,nul,nul,nul,1.37,0.12,-0.12,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,03h12m46.44s,48.193485,-01d11m46.0s,-1.196101,22.38,0.37,-0.38,0,5.06,nul,0,1,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 19994,HIP 14954,4,G0 V,nul,0,1
260,HD 20003,b,Radial Velocity,2,11.849,nul,nul,nul,0.0974,nul,nul,nul,0.4,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0378,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,03h07m37.92s,46.907997,-72d19m18.8s,-72.321892,43.08,1.37,-1.46,0,8.367,0.013,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 20003,HIP 14530,4.8,G8 V,nul,0,0
261,HD 20003,c,Radial Velocity,2,33.823,nul,nul,nul,0.1961,nul,nul,nul,0.16,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0422,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,03h07m37.92s,46.907997,-72d19m18.8s,-72.321892,43.08,1.37,-1.46,0,8.367,0.013,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 20003,HIP 14530,4.8,G8 V,nul,0,0
262,HD 20367,b,Radial Velocity,1,500,6,-6,0,1.25,nul,nul,0,0.23,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,1.07,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,03h17m40.05s,49.416859,+31d07m37.4s,31.127048,27.13,0.77,-0.82,0,6.399,0.01,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 20367,HIP 15323,4,G0,nul,0,0
263,HD 20794,b,Radial Velocity,3,18.315,0.008,-0.008,0,0.1207,0.002,-0.002,0,0,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0.0085,0.00094,-0.00094,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,6.06,0.02,-0.02,0,4.27,nul,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 20794,HIP 15510,4.8,G8 III,nul,0,0
264,HD 20794,c,Radial Velocity,3,40.114,0.053,-0.053,0,0.2036,0.0034,-0.0034,0,0,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0.00755,0.00126,-0.00126,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,6.06,0.02,-0.02,0,4.27,nul,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 20794,HIP 15510,4.8,G8 III,nul,0,0
265,HD 20794,d,Radial Velocity,3,90.309,0.184,-0.184,0,0.3499,0.0059,-0.0059,0,0,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0.0151,0.00189,-0.00189,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,6.06,0.02,-0.02,0,4.27,nul,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 20794,HIP 15510,4.8,G8 III,nul,0,0
266,HD 20781,b,Radial Velocity,2,29.15,nul,nul,nul,0.169,nul,nul,nul,0.11,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0379,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,03h20m02.94s,50.01226,-28d47m01.8s,-28.783834,35.89,1.52,-1.66,0,8.443,0.012,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 20781,HIP 15526,4.95,G9.5 V,nul,0,0
267,HD 20781,c,Radial Velocity,2,85.131,nul,nul,nul,0.3456,nul,nul,nul,0.28,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0496,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,03h20m02.94s,50.01226,-28d47m01.8s,-28.783834,35.89,1.52,-1.66,0,8.443,0.012,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 20781,HIP 15526,4.95,G9.5 V,nul,0,0
268,HD 20782,b,Radial Velocity,1,591.9,2.8,-2.8,0,1.381,0.005,-0.005,0,0.97,0.01,-0.01,0,nul,nul,nul,nul,nul,nul,nul,nul,1.9,0.5,-0.5,0,nul,nul,nul,nul,nul,nul,nul,nul,0,0,03h20m03.58s,50.014908,-28d51m14.7s,-28.854071,36.02,1.11,-1.18,0,7.367,0.01,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,HD 20782,HIP 15527,4.3,G3 V,nul,0,0
