NaN,77.4,2006,2
NaN,56.95,2008,2
NaN,19.84,2011,2
NaN,110.62,2007,2
NaN,119.47,2009,2
NaN,76.39,2008,2
NaN,18.15,2002,2
NaN,21.41,1996,2
NaN,73.1,2008,2
NaN,74.79,2010,2
NaN,74.79,2010,2
NaN,39.43,2009,2
NaN,97.28,2008,2
NaN,14.08,1996,2
NaN,14.08,2001,2
NaN,14.08,2009,2
NaN,15.36,1995,2
NaN,12.53,1996,2
NaN,12.53,2004,2
NaN,12.53,2002,2
1.872026,12.53,2011,2
NaN,12.53,2007,2
NaN,8.52,2009,2
NaN,8.52,2009,2
NaN,8.52,2009,2
NaN,18.11,1996,2
NaN,81.5,2012,2
NaN,97.18,2008,2
NaN,45.52,2013,2
NaN,45.52,2005,2
23.1374,165,2007,2
NaN,140,2004,2
NaN,NaN,2009,2
NaN,NaN,2008,2
31.551,139,2004,2
11.053367,18.39,2006,2
NaN,500,2010,2
NaN,500,2010,2
NaN,NaN,2011,2
NaN,NaN,2011,2
NaN,NaN,2011,2
NaN,NaN,2012,2
NaN,20.21,2010,2
NaN,1.35,2012,2
NaN,19.28,2008,2
NaN,3.22,2000,2
NaN,70.42,2012,2
NaN,47.53,2006,2
NaN,38.52,2009,2
NaN,13.79,2003,2
NaN,31.12,2007,2
NaN,52.03,2012,2
NaN,62.66,2007,2
NaN,46.84,2012,2
NaN,46.84,2012,2
NaN,80.64,2013,2
NaN,84.03,2012,2
NaN,56.31,2012,2
NaN,17.43,1997,2
NaN,15.6,1996,2
NaN,92.51,2013,2
NaN,13.47,1996,2
NaN,13.47,1999,2
NaN,13.47,1999,2
NaN,13.47,2010,2
12.6204,7.69,2008,2
17.500288,145,2008,2
NaN,36,2013,2
NaN,140,2010,2
NaN,52.4,2004,2
9.67564,25,2009,2
NaN,37.54,2008,2
NaN,NaN,2007,2
NaN,80,2000,2
NaN,42.09,2009,2
NaN,42.09,2009,2
NaN,20.1,2013,2
NaN,20.1,2013,2
NaN,50.03,2009,2
NaN,175.44,2013,2
NaN,NaN,2009,2
NaN,NaN,2009,2
NaN,NaN,2012,2
NaN,NaN,2011,2
NaN,23.1,2011,2
NaN,NaN,2006,2
15.67033,NaN,2008,2
15.417922,200,2008,2
10.62217,680,2008,2
12.51523,NaN,2008,2
14.597596,NaN,2009,2
12.262822,NaN,2009,2
1.57755,150,2009,2
NaN,150,2009,2
5.99469,380,2010,2
11.04285,460,2009,2
10.20149,345,2010,2
15.03931,560,2010,2
15.14448,1150,2010,2
9.307545,1060,2010,2
11.46353,1340,2010,2
12.30489,840,2011,2
10.72734,920,2011,2
