# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 12 12:23:22 2014
#
# COLUMN pl_orbper:      Orbital Period (val)
# COLUMN pl_orbpererr1:  Orbital Period (upper unc)
# COLUMN pl_orbpererr2:  Orbital Period (lower unc)
# COLUMN pl_orbperlim:   Orbital Period (limit flag)
# COLUMN pl_orbeccen:    Eccentricity (val)
# COLUMN pl_orbeccenerr1: Eccentricity (upper unc)
# COLUMN pl_orbeccenerr2: Eccentricity (lower unc)
# COLUMN pl_orbeccenlim: Eccentricity (limit flag)
# COLUMN pl_orbincl:     Inclination (val)
# COLUMN pl_orbinclerr1: Inclination (upper unc)
# COLUMN pl_orbinclerr2: Inclination (lower unc)
# COLUMN pl_orbincllim:  Inclination (limit flag)
# COLUMN pl_massj:       Planet Mass [jup] (val)
# COLUMN pl_massjerr1:   Planet Mass [jup] (upper unc)
# COLUMN pl_massjerr2:   Planet Mass [jup] (lower unc)
# COLUMN pl_massjlim:    Planet Mass [jup] (limit flag)
# COLUMN pl_msinij:      Planet M*sin(i) [jup] (val)
# COLUMN pl_msinijerr1:  Planet M*sin(i) [jup] (upper unc)
# COLUMN pl_msinijerr2:  Planet M*sin(i) [jup] (lower unc)
# COLUMN pl_msinijlim:   Planet M*sin(i) [jup] (limit flag)
# COLUMN pl_radj:        Planet Radius (val)
# COLUMN pl_radjerr1:    Planet Radius (upper unc)
# COLUMN pl_radjerr2:    Planet Radius (lower unc)
# COLUMN pl_radjlim:     Planet Radius (limit flag)
# COLUMN pl_dens:        Planet Density (val)
# COLUMN pl_denserr1:    Planet Density (upper unc)
# COLUMN pl_denserr2:    Planet Density (lower unc)
# COLUMN pl_denslim:     Planet Density (limit flag)
# COLUMN st_mass:        Stellar Mass (val)
# COLUMN st_masserr:     Stellar Mass (unc)
# COLUMN st_masslim:     Stellar Mass (limit flag)
# COLUMN st_massblend:   Stellar Mass (blend flag)
# COLUMN st_rad:         Stellar Radius (val)
# COLUMN st_raderr:      Stellar Radius (unc)
# COLUMN st_radlim:      Stellar Radius (limit flag)
# COLUMN st_radblend:    Stellar Radius (blend flag)
# COLUMN st_sp:          Spectral Type (val)
# COLUMN st_spstr:       Spectral Type
# COLUMN st_sperr:       Spectral Type (unc)
# COLUMN st_splim:       Spectral Type (limit flag)
# COLUMN st_spblend:     Spectral Type (blend flag)
#
rowid,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,st_sp,st_spstr,st_sperr,st_splim,st_spblend
169,4.00877800,0.00000600,-0.00000600,0,0.067000,0.042000,-0.042000,0,88.200,0.400,-0.400,0,0.29200,0.01800,-0.01800,0,,,,,1.132,0.072,-0.072,0,0.25000,0.04000,-0.04000,0,0.84,0.04,0,0,0.82,0.05,0,0,5.10,K1,,0,0
170,2.87531700,0.00000400,-0.00000400,0,0.015000,0.005000,-0.005000,0,86.800,0.200,-0.200,0,7.24600,0.18700,-0.18700,0,,,,,0.867,0.033,-0.033,0,13.78000,1.50000,-1.50000,0,0.76,0.03,0,0,0.69,0.02,0,0,5.30,K3,,0,0
171,4.12448100,0.00000700,-0.00000700,0,0.228000,0.016000,-0.016000,0,87.200,0.700,-0.700,0,4.06300,0.16100,-0.16100,0,,,,,1.024,0.092,-0.092,0,4.68000,1.59000,-0.99000,0,0.95,0.04,0,0,1.10,0.08,0,0,4.30,G3,,0,0
172,3.21222000,0.00000900,-0.00000900,0,0.016000,0.009000,-0.009000,0,86.900,0.600,-0.500,0,2.14700,0.06100,-0.06100,0,,,,,1.080,0.058,-0.058,0,2.11000,0.40000,-0.29000,0,0.92,0.04,0,0,1.04,0.04,0,0,4.50,G5,,0,0
173,1.21288400,0.00000200,-0.00000200,0,0.106000,0.044000,-0.044000,0,85.100,1.500,-1.500,0,2.09000,0.11100,-0.11100,0,,,,,1.368,0.090,-0.090,0,1.01000,0.18000,-0.18000,0,1.13,0.04,0,0,1.20,0.07,0,0,4.00,G0,,0,0
174,3.35524000,0.00000700,-0.00000700,0,0.067000,0.024000,-0.024000,0,88.600,0.700,-0.700,0,0.68500,0.03300,-0.03300,0,,,,,1.242,0.067,-0.067,0,0.44000,0.07000,-0.07000,0,1.19,0.04,0,0,1.32,0.07,0,0,3.80,F8,,0,0
175,3.65283600,0.00001900,-0.00001900,0,0.032000,0.022000,-0.022000,0,87.600,0.500,-0.500,0,0.56700,0.02200,-0.02200,0,,,,,1.190,0.081,-0.056,0,0.42000,0.07000,-0.07000,0,1.01,0.03,0,0,0.96,0.05,0,0,4.50,G5,,0,0
176,4.23451600,0.00001500,-0.00001500,0,0.124000,0.060000,-0.060000,0,88.600,0.500,-0.900,0,0.05900,0.00700,-0.00700,0,,,,,0.565,0.072,-0.032,0,0.40000,0.10000,-0.10000,0,0.82,0.03,0,0,0.79,0.10,0,0,5.10,K1,,0,0
177,3.03957700,0.00000500,-0.00000600,0,0.000000,,,0,85.000,0.200,-0.200,0,0.62000,0.03000,-0.03000,0,,,,,1.020,0.070,-0.060,0,,,,,0.94,0.04,0,0,0.90,0.05,0,0,4.80,G8,,0,0
178,3.25721500,0.00000700,-0.00000700,0,0.051000,0.033000,-0.033000,0,88.000,0.900,-0.900,0,0.62600,0.03700,-0.03700,0,,,,,1.212,0.113,-0.082,0,0.44000,0.09000,-0.09000,0,1.02,0.05,0,0,1.10,0.09,0,0,4.30,G3,,0,0
179,5.72318600,0.00004900,-0.00004900,0,0.095000,0.047000,-0.047000,0,87.100,0.500,-0.700,0,0.77800,0.07600,-0.04000,0,,,,,1.107,0.136,-0.082,0,0.71000,0.18000,-0.18000,0,1.21,0.05,0,0,1.22,0.13,0,0,3.80,F8,,0,0
180,2.81059500,0.00000500,-0.00000500,0,0.035000,0.024000,-0.024000,0,83.600,0.400,-0.400,0,0.71100,0.02800,-0.02800,0,,,,,1.340,0.065,-0.065,0,0.37000,0.05000,-0.05000,0,1.24,0.04,0,0,1.22,0.05,0,0,,,,,
181,5.00542500,0.00009100,-0.00009200,0,0.245000,0.004500,-0.004500,0,87.100,1.800,-2.700,0,2.17100,0.10500,-0.07700,0,,,,,1.070,0.240,-0.160,0,2.18000,1.24000,-0.93000,0,1.22,0.09,0,,1.36,0.27,0,,,,,,
182,1022.00000000,,,-1,,,,,,,,,,,,,3.40000,,,0,,,,,,,,,1.22,0.09,0,,1.36,0.27,0,,,,,,
183,2.15000800,0.00000100,-0.00000100,0,0.000000,,,0,88.900,0.400,-0.400,0,0.86000,0.16400,-0.16400,0,,,,,1.789,0.025,-0.025,0,0.19000,0.04000,-0.04000,0,1.16,0.04,0,,1.22,0.02,0,,,,,,
184,3.47447400,0.00000100,-0.00000100,0,0.000000,,,0,87.200,0.000,-0.100,0,0.76200,0.10100,-0.10100,0,,,,,1.686,0.045,-0.045,0,0.20000,0.03000,-0.03000,0,1.38,0.04,0,,1.64,0.03,0,,,,,,
185,5.45265400,0.00001600,-0.00001600,0,0.441000,0.032000,-0.032000,0,87.100,1.200,-1.200,0,3.32800,0.21100,-0.21100,0,,,,,1.197,0.128,-0.092,0,2.40000,0.63000,-0.63000,0,1.39,0.05,0,,1.53,0.14,0,,,,,,
186,3.64670600,0.00002100,-0.00002100,0,0.025000,0.018000,-0.018000,0,87.300,1.000,-1.000,0,1.05400,0.03300,-0.03300,0,,,,,1.332,0.098,-0.098,0,0.55000,0.11000,-0.11000,0,1.24,0.05,0,,1.44,0.08,0,,,,,,
187,1.32734700,0.00000300,-0.00000300,0,0.063000,0.032000,-0.032000,0,86.000,1.300,-1.300,0,1.83200,0.09900,-0.09900,0,,,,,1.264,0.071,-0.071,0,1.12000,0.19000,-0.19000,0,1.02,0.05,0,,1.10,0.06,0,,,,,,
188,2.79743600,0.00000700,-0.00000700,0,0.058000,0.038000,-0.038000,0,86.900,0.400,-0.500,0,1.16900,0.10300,-0.10300,0,,,,,1.178,0.077,-0.077,0,0.89000,0.19000,-0.19000,0,0.93,0.04,0,,0.88,0.06,0,,,,,,
189,4.64038200,0.00003200,-0.00003200,0,0.067000,0.047000,-0.047000,0,88.300,0.700,-0.700,0,0.26700,0.02000,-0.02000,0,,,,,0.825,0.092,-0.063,0,0.59000,0.16000,-0.16000,0,0.89,0.04,0,,0.92,0.10,0,,,,,,
190,3.54387000,0.00000500,-0.00000500,0,0.000000,,,0,87.000,1.000,-1.000,0,0.59900,0.09900,-0.09900,0,,,,,1.571,0.108,-0.081,0,0.19000,0.04000,-0.04000,0,1.40,0.05,0,,1.62,0.08,0,,,,,,
191,4.45724300,0.00001000,-0.00001000,0,0.000000,,,0,88.300,0.900,-0.900,0,0.61500,0.03800,-0.03800,0,,,,,1.730,0.062,-0.062,0,0.15000,0.01000,-0.01000,0,1.51,0.11,0,,2.21,0.06,0,,,,,,
192,2.69404700,0.00000400,-0.00000400,0,0.000000,,,0,87.700,1.000,-1.000,0,0.80000,0.10200,-0.10200,0,,,,,1.685,0.076,-0.051,0,0.20000,0.03000,-0.03000,0,1.42,0.05,0,,1.68,0.06,0,,,,,,
193,4.64187800,0.00003200,-0.00003200,0,0.000000,,,0,85.900,1.300,-0.800,0,1.04400,0.08300,-0.08300,0,,,,,1.280,0.153,-0.153,0,0.61000,0.34000,-0.15000,0,1.18,0.07,0,0,1.53,0.14,0,0,,,,,
194,3.33268700,0.00001500,-0.00001500,0,0.000000,,,0,88.700,0.700,-0.700,0,0.66200,0.06000,-0.06000,0,,,,,1.281,0.062,-0.033,0,0.39000,0.05000,-0.05000,0,1.05,0.03,0,0,1.10,0.04,0,0,,,,,
195,2.69154800,0.00000600,-0.00000600,0,0.000000,,,0,86.200,1.700,-1.700,0,1.73000,0.20500,-0.20500,0,,,,,1.413,0.128,-0.077,0,0.75000,0.17000,-0.17000,0,1.54,0.05,0,0,1.83,0.14,0,0,3.00,F,,0,0
196,3.44645900,0.00000400,-0.00000400,0,0.120000,0.092000,-0.092000,0,85.600,0.600,-1.400,0,1.85500,0.26200,-0.19600,0,,,,,1.302,0.162,-0.098,0,1.03000,0.25000,-0.25000,0,0.99,0.05,0,,1.04,0.13,0,,,,,,
197,1.35413300,0.00000100,-0.00000100,0,0.000000,,,0,87.200,0.700,-0.700,0,1.34500,0.15000,-0.15000,0,,,,,1.168,0.030,-0.030,0,1.05000,0.14000,-0.14000,0,0.88,0.04,0,0,0.90,0.02,0,0,5.00,K,,0,0
198,3.54785100,0.00000500,-0.00000500,0,0.000000,,,0,86.200,0.300,-0.300,0,1.07100,0.13600,-0.13600,0,,,,,1.381,0.035,-0.035,0,0.51000,0.07000,-0.07000,0,1.21,0.04,0,0,1.40,0.03,0,0,3.00,F,,0,0
199,349.70000000,1.20000000,-1.20000000,0,0.170000,0.060000,-0.060000,0,,,,,,,,,1.25000,0.15000,-0.15000,0,,,,,,,,,1.23,0.22,0,,1.47,0.04,0,,3.70,F7 V,,0,1
200,6005.00000000,477.00000000,-477.00000000,0,0.210000,0.070000,-0.070000,0,,,,,,,,,5.30000,0.70000,-0.70000,0,,,,,,,,,1.23,0.22,0,,1.47,0.04,0,,3.70,F7 V,,0,1
201,5.77270000,0.00250000,-0.00250000,0,0.140000,0.190000,-0.190000,0,,,,,,,,,0.02400,0.00380,-0.00380,0,,,,,,,,,1.02,0.10,0,,1.11,0.04,0,,4.50,G5 V,,0,0
202,13.50500000,,,,0.000000,,,,,,,,,,,,0.01860,,,0,,,,,,,,,1.02,0.10,0,,1.11,0.04,0,,4.50,G5 V,,0,0
203,431.80000000,3.50000000,-3.50000000,0,0.101000,0.037000,-0.037000,0,,,,,,,,,3.10000,0.20000,-0.20000,0,,,,,,,,,,,,,,,,,5.00,K0,,0,0
204,533.00000000,1.70000000,-1.70000000,0,0.640000,0.040000,-0.040000,0,,,,,,,,,6.10000,0.90000,-0.90000,0,,,,,,,,,,,,,,,,,5.10,K1 (III),,0,0
205,1183.00000000,150.00000000,-150.00000000,0,0.670000,0.100000,-0.100000,0,,,,,,,,,4.90000,1.00000,-1.00000,0,,,,,,,,,,,,,,,,,4.25,G2/3 IV/V,,0,0
206,3.44420000,0.00020000,-0.00020000,0,0.000000,,,0,,,,,,,,,0.48000,,,0,,,,,,,,,,,,,,,,,5.10,K1 V,,0,0
207,311.60000000,1.70000000,-1.90000000,0,0.129000,0.099000,-0.085000,0,,,,,,,,,1.60000,,,0,,,,,,,,,2.54,0.12,0,0,12.02,1.16,0,0,5.00,K0 III,,0,0
208,62.21800000,0.01500000,-0.01500000,0,0.596000,0.036000,-0.036000,0,,,,,,,,,0.22900,0.00800,-0.00800,0,,,,,,,,,,,,,,,,,5.00,K0 V,,0,0
209,526.62000000,0.30000000,-0.30000000,0,0.903000,0.005000,-0.005000,0,,,,,,,,,1.56000,0.04000,-0.04000,0,,,,,,,,,,,,,,,,,4.50,G5 V,,0,0
210,829.00000000,36.00000000,-36.00000000,0,0.040000,0.120000,-0.120000,0,,,,,,,,,0.80000,,,0,,,,,,,,,,,,,,,,,4.50,G5 V,,0,0
211,15.60900000,0.00700000,-0.00700000,0,0.270000,0.120000,-0.120000,0,,,,,,,,,0.04050,0.00500,-0.00500,0,,,,,,,,,,,,,,,,,4.50,G5 V,,0,0
212,431.88000000,0.85000000,-0.85000000,0,0.519000,0.027000,-0.027000,0,,,,,,,,,2.07000,0.18000,-0.18000,0,,,,,,,,,,,,,,,,,4.50,G5,,0,0
213,356.00000000,2.60000000,-2.60000000,0,0.041000,0.037000,-0.037000,0,,,,,,,,,2.30000,0.20000,-0.20000,0,,,,,,,,,,,,,,,,,4.50,G5,,0,0
214,360.20000000,1.40000000,-1.40000000,0,0.130000,0.060000,-0.060000,0,,,,,,,,,2.37000,0.34000,-0.34000,0,,,,,,,,,1.74,0.20,0,0,5.40,0.40,0,0,5.00,K0 IV,,0,0
215,2732.00000000,81.00000000,-81.00000000,0,0.230000,0.070000,-0.070000,0,,,,,,,,,2.37000,0.38000,-0.38000,0,,,,,,,,,1.74,0.20,0,0,5.40,0.40,0,0,5.00,K0 IV,,0,0
216,675.00000000,17.00000000,-17.00000000,0,0.120000,0.080000,-0.080000,0,,,,,,,,,1.94000,,,0,,,,,,,,,,,,,,,,,5.00,K0 III,,0,0
217,777.00000000,,,0,,,,,,,,,,,,,1.96000,,,0,,,,,,,,,,,,,,,,,3.60,F6 V,,0,0
218,792.60000000,7.70000000,-7.70000000,0,0.190000,0.061000,-0.061000,0,,,,,1.40000,,,0,,,,,,,,,,,,,1.55,0.23,0,,5.50,0.40,0,,5.00,K0,,0,0
219,177.11000000,0.32000000,-0.32000000,0,0.066000,0.022000,-0.022000,0,,,,,,,,,7.60000,0.40000,-0.40000,0,,,,,,,,,,,,,,,,,4.50,G5,,0,0
220,22.09000000,,,0,0.300000,0.150000,-0.150000,0,,,,,,,,,0.48000,,,0,,,,,,,,,,,,,,,,,4.25,G2/3 V,,0,0
221,2496.00000000,,,0,,,,,,,,,,,,,1.65000,,,0,,,,,,,,,,,,,,,,,4.50,G5 V,,0,0
222,615.00000000,7.00000000,-7.00000000,0,0.190000,0.190000,-0.130000,0,,,,,,,,,0.29000,0.02300,-0.02300,0,,,,,,,,,,,,,,,,,5.00,K0 IV/V,,0,0
223,1275.00000000,15.00000000,-11.00000000,0,0.820000,0.060000,-0.060000,0,,,,,,,,,1.11000,0.27000,-0.37000,0,,,,,,,,,,,,,,,,,4.00,G0 V,,0,0
224,4046.00000000,186.00000000,-366.00000000,0,0.530000,0.080000,-0.080000,0,,,,,,,,,2.00000,0.36000,-0.54000,0,,,,,,,,,,,,,,,,,4.00,G0 V,,0,0
225,5.39780000,0.00150000,-0.00150000,0,0.170000,0.160000,-0.160000,0,,,,,,,,,0.02900,,,0,,,,,,,,,,,,,,,,,5.00,K0,,0,0
226,1313.00000000,,,0,,,,,,,,,,,,,0.63000,,,0,,,,,,,,,,,,,,,,,4.00,G0 V,,0,0
227,227.00000000,0.20000000,-0.20000000,0,0.297000,0.026000,-0.026000,0,,,,,,,,,1.80000,0.06000,-0.06000,0,,,,,,,,,,,,,,,,,3.80,F8,,0,0
228,1634.00000000,17.00000000,-17.00000000,0,0.723000,0.016000,-0.016000,0,,,,,,,,,14.20000,1.60000,-1.60000,0,,,,,,,,,,,,,,,,,3.50,F5,,0,1
229,30.05200000,0.02700000,-0.02700000,0,0.200000,0.060000,-0.060000,0,,,,,,,,,0.70000,0.06000,-0.06000,0,,,,,,,,,,,,,,,,,4.50,G5,,0,0
230,192.90000000,0.90000000,-0.90000000,0,0.060000,0.060000,-0.060000,0,,,,,,,,,1.82000,0.17000,-0.17000,0,,,,,,,,,,,,,,,,,4.50,G5,,0,0
231,5.75962000,0.00028000,-0.00028000,0,0.077000,0.033000,-0.026000,0,90.000,,,0,,,,,0.04100,0.00200,-0.00200,0,,,,,,,,,,,,,,,,,4.10,G0/2 V,,0,0
232,16.35670000,0.00430000,-0.00430000,0,0.143000,0.058000,-0.058000,0,90.000,,,0,,,,,0.03800,0.00200,-0.00200,0,,,,,,,,,,,,,,,,,4.10,G0/2 V,,0,0
233,49.74700000,0.02400000,-0.02400000,0,0.065000,0.035000,-0.035000,0,90.000,,,0,,,,,0.08000,0.00400,-0.00400,0,,,,,,,,,,,,,,,,,4.10,G0/2 V,,0,0
234,122.72000000,0.20000000,-0.20000000,0,0.133000,0.066000,-0.066000,0,90.000,,,0,,,,,0.07400,0.00500,-0.00500,0,,,,,,,,,,,,,,,,,4.10,G0/2 V,,0,0
235,602.00000000,11.00000000,-11.00000000,0,0.000000,,,0,90.000,,,0,,,,,0.06700,0.00900,-0.00900,0,,,,,,,,,,,,,,,,,4.10,G0/2 V,,0,0
236,2248.00000000,102.00000000,-106.00000000,0,0.151000,0.072000,-0.072000,0,90.000,,,0,,,,,0.20500,0.01400,-0.01400,0,,,,,,,,,,,,,,,,,4.10,G0/2 V,,0,0
237,989.20000000,8.10000000,-8.10000000,0,0.150000,0.080000,-0.080000,0,,,,,,,,,0.94000,0.08000,-0.08000,0,,,,,,,,,1.11,0.02,0,0,1.10,0.02,0,0,3.90,F9 V,,0,0
238,1075.20000000,1.50000000,-1.50000000,0,0.099000,0.007000,-0.007000,0,,,,,,,,,6.21000,0.15000,-0.15000,0,,,,,,,,,,,,,,,,,4.50,G5,,0,0
239,1270.20000000,193.50000000,-94.90000000,0,0.220000,0.250000,-0.120000,0,,,,,,,,,3.44000,0.90000,-0.47000,0,,,,,,,,,,,,,,,,,4.00,G0 V,,0,0
240,170.45500000,3.28500000,-6.20500000,0,0.420000,0.200000,-0.420000,0,,,,,,,,,0.82000,0.31000,-0.50000,0,,,,,,,,,,,,,,,,,4.00,G0 V,,0,0
241,711.00000000,8.00000000,-8.00000000,0,0.400000,0.070000,-0.070000,0,,,,,,,,,6.54000,,,0,,,,,,,,,,,,,,,,,4.80,G8 III/IV,,0,0
242,1945.00000000,26.00000000,-26.00000000,0,0.041000,0.047000,-0.047000,0,,,,,,,,,0.62200,0.05600,-0.05600,0,,,,,,,,,,,,,,,,,4.80,G8 IV,,0,0
243,37.91000000,0.04100000,-0.04100000,0,0.300000,0.170000,-0.170000,0,,,,,,,,,0.07880,0.00970,-0.00970,0,,,,,,,,,,,,,,,,,4.80,G8 IV,,0,0
244,262.70900000,0.08300000,-0.08300000,0,0.376800,0.007700,-0.007700,0,,,,,,,,,2.30000,0.19000,-0.19000,0,,,,,,,,,,,,,,,,,5.00,K0,,0,0
245,1708.00000000,14.00000000,-14.00000000,0,0.031000,0.022000,-0.022000,0,,,,,,,,,1.92000,0.16000,-0.16000,0,,,,,,,,,,,,,,,,,5.00,K0,,0,0
246,471.60000000,6.00000000,-6.00000000,0,0.270000,0.060000,-0.060000,0,,,,,,,,,14.00000,6.00000,-6.00000,0,,,,,,,,,,,,,,,,,5.20,K2,,0,0
247,14.18200000,,,,0.170000,,,,,,,,,,,,0.03250,,,0,,,,,,,,,,,,,,,,,5.20,K2 V,,0,0
248,53.83200000,,,,0.430000,,,,,,,,,,,,0.03600,,,0,,,,,,,,,,,,,,,,,5.20,K2 V,,0,0
249,19.38200000,0.00600000,-0.00600000,0,0.020000,0.018000,-0.018000,0,,,,,,,,,0.86500,0.03500,-0.03500,0,,,,,,,,,1.29,0.04,0,0,1.67,0.10,0,0,3.80,F8 V,,0,0
250,931.00000000,17.00000000,-17.00000000,0,0.120000,0.020000,-0.020000,0,,,,,,,,,5.13000,0.25000,-0.25000,0,,,,,,,,,1.29,0.04,0,0,1.67,0.10,0,0,3.80,F8 V,,0,0
251,4218.00000000,388.00000000,-388.00000000,0,0.020000,0.050000,-0.050000,0,,,,,,,,,1.88000,0.15000,-0.15000,0,,,,,,,,,,,,,,,,,4.00,G0,,0,0
252,75.52300000,0.05500000,-0.05500000,0,0.252000,0.052000,-0.052000,0,,,,,,,,,0.26000,0.02800,-0.02800,0,,,,,,,,,,,,,,,,,4.80,G8 IV + F,,0,0
253,17.24000000,0.01000000,-0.01000000,0,0.200000,0.090000,-0.090000,0,,,,,,,,,0.06960,0.00630,-0.00630,0,,,,,,,,,,,,,,,,,4.10,G1 V,,0,0
254,990.00000000,20.00000000,-20.00000000,0,0.590000,0.110000,-0.110000,0,,,,,,,,,4.40000,0.34000,-0.34000,0,,,,,,,,,,,,,,,,,4.00,G0,,0,0
255,465.10000000,2.30000000,-2.30000000,0,0.067000,0.100000,-0.100000,0,,,,,,,,,14.30000,0.90000,-0.90000,0,,,,,,,,,,,,,,,,,4.50,G5,,0,0
256,359.90000000,2.40000000,-2.40000000,0,0.166000,0.052000,-0.052000,0,,,,,,,,,4.60000,0.30000,-0.30000,0,,,,,,,,,,,,,,,,,5.00,K0,,0,0
257,21.21663000,0.00045000,-0.00045000,0,0.681900,0.004400,-0.004400,0,86.890,0.110,-0.110,0,3.19100,0.03300,-0.03300,0,,,,,1.087,0.007,-0.007,0,3.78000,0.06000,-0.06000,0,1.27,0.02,0,,1.50,0.01,0,,4.50,G5,,0,0
258,772.00000000,11.00000000,-11.00000000,0,0.120000,,,0,,,,,,,,,2.70000,0.30000,-0.30000,0,,,,,,,,,,,,,,,,,4.90,G8/K0 IV,,0,0
259,466.20000000,1.70000000,-1.70000000,0,0.063000,0.062000,-0.062000,0,,,,,,,,,1.37000,0.12000,-0.12000,0,,,,,,,,,,,,,,,,,4.00,G0 V,,0,1
260,11.84900000,,,,0.400000,,,,,,,,,,,,0.03780,,,0,,,,,,,,,,,,,,,,,4.80,G8 V,,0,0
261,33.82300000,,,,0.160000,,,,,,,,,,,,0.04220,,,0,,,,,,,,,,,,,,,,,4.80,G8 V,,0,0
262,500.00000000,6.00000000,-6.00000000,0,0.230000,,,0,,,,,,,,,1.07000,,,0,,,,,,,,,,,,,,,,,4.00,G0,,0,0
263,18.31500000,0.00800000,-0.00800000,0,0.000000,,,0,,,,,,,,,0.00850,0.00094,-0.00094,0,,,,,,,,,,,,,,,,,4.80,G8 III,,0,0
264,40.11400000,0.05300000,-0.05300000,0,0.000000,,,0,,,,,,,,,0.00755,0.00126,-0.00126,0,,,,,,,,,,,,,,,,,4.80,G8 III,,0,0
265,90.30900000,0.18400000,-0.18400000,0,0.000000,,,0,,,,,,,,,0.01510,0.00189,-0.00189,0,,,,,,,,,,,,,,,,,4.80,G8 III,,0,0
266,29.15000000,,,,0.110000,,,,,,,,,,,,0.03790,,,0,,,,,,,,,,,,,,,,,4.95,G9.5 V,,0,0
267,85.13100000,,,,0.280000,,,,,,,,,,,,0.04960,,,0,,,,,,,,,,,,,,,,,4.95,G9.5 V,,0,0
268,591.90000000,2.80000000,-2.80000000,0,0.970000,0.010000,-0.010000,0,,,,,,,,,1.90000,0.50000,-0.50000,0,,,,,,,,,,,,,,,,,4.30,G3 V,,0,0
269,380.85000000,0.09000000,-0.09000000,0,0.750000,0.002000,-0.002000,0,,,,,,,,,1.99000,0.05000,-0.05000,0,,,,,,,,,,,,,,,,,5.35,K3/4 III/V,,0,0
270,22.65600000,,,,0.260000,,,,,,,,,,,,0.03220,,,0,,,,,,,,,,,,,,,,,4.80,G8 V,,0,0
271,53.88100000,,,,0.240000,,,,,,,,,,,,0.06472,,,0,,,,,,,,,,,,,,,,,4.80,G8 V,,0,0
272,1214.00000000,9.00000000,-9.00000000,0,0.440000,0.070000,-0.070000,0,,,,,,,,,1.50000,0.20000,-0.20000,0,,,,,,,,,,,,,,,,,4.20,G2 V,,0,0
273,738.45900000,,,0,0.100000,,,0,,,,,,,,,2.61000,,,0,,,,,,,,,,,,,,,,,3.90,F8/G0 V,,0,0
274,528.07000000,0.14000000,-0.14000000,0,0.819100,0.002300,-0.002300,0,,,,,,,,,13.65000,0.97000,-0.97000,0,,,,,,,,,,,,,,,,,5.00,K0,,0,0
275,1561.00000000,12.00000000,-12.00000000,0,0.266000,0.014000,-0.014000,0,,,,,,,,,7.71000,0.39000,-0.39000,0,,,,,,,,,,,,,,,,,3.80,F8,,0,0
276,3668.00000000,169.00000000,-171.00000000,0,0.040000,0.070000,-0.060000,0,,,,,,,,,4.01000,0.49000,-0.49000,0,,,,,,,,,1.18,,0,0,,,,,4.00,G0 V,,0,0
277,1845.00000000,167.00000000,-167.00000000,0,0.080000,0.060000,-0.060000,0,,,,,,,,,0.95000,0.10000,-0.10000,0,,,,,,,,,,,,,,,,,3.80,F8 V,,0,0
278,423.84100000,,,0,0.070000,,,0,,,,,,,,,1.28000,,,0,,,,,,,,,,,,,,,,,5.15,K1/2 III,,0,0
279,2208.00000000,66.00000000,-66.00000000,0,0.120000,0.060000,-0.060000,0,,,,,,,,,1.45000,0.14000,-0.14000,0,,,,,,,,,0.94,0.04,0,0,1.00,,0,0,4.30,G3 IV-V,,0,0
280,17.99100000,0.00700000,-0.00700000,0,0.049000,0.008000,-0.008000,0,,,,,,,,,0.62000,,,0,,,,,,,,,,,,,,,,,5.20,K2 V,,0,0
281,1117.00000000,,,0,,,,,,,,,,,,,1.16000,,,0,,,,,,,,,,,,,,,,,4.50,G5 V,,0,1
282,385.90000000,0.60000000,-0.60000000,0,0.092000,0.019000,-0.019000,0,,,,,,,,,5.59000,0.33000,-0.33000,0,,,,,,,,,,,,,,,,,4.55,G5/6 V,,0,0
283,387.10000000,3.40000000,-3.40000000,0,0.168000,0.070000,-0.070000,0,,,,,,,,,1.70000,0.10000,-0.10000,0,,,,,,,,,,,,,,,,,4.80,G8 IV,,0,0
284,2819.65400000,800.00000000,-800.00000000,0,0.300000,0.170000,-0.170000,0,,,,,,,,,9.17000,1.50000,-1.50000,0,,,,,,,,,,,,,,,,,4.80,G8 V,,0,0
285,1159.20000000,2.80000000,-2.80000000,0,0.778000,0.013000,-0.013000,0,,,,,,,,,1.37300,0.04700,-0.04700,0,,,,,,,,,1.23,0.03,0,0,1.53,0.04,0,0,3.80,F8 V,,0,0
286,912.00000000,41.00000000,-41.00000000,0,0.117000,,,0,,,,,,,,,1.80000,0.20000,-0.20000,0,,,,,,,,,,,,,,,,,5.00,K0 III,,0,0
287,466.00000000,3.00000000,-3.00000000,0,0.300000,0.200000,-0.200000,0,,,,,,,,,0.50000,0.07000,-0.07000,0,,,,,,,,,,,,,,,,,3.80,F8,,0,0
288,16.54600000,,,,0.130000,,,,,,,,,,,,0.03630,,,0,,,,,,,,,,,,,,,,,4.20,G2 V,,0,0
