# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 12 12:23:22 2014
#
# COLUMN pl_orbper:      Orbital Period (val)
# COLUMN pl_orbpererr1:  Orbital Period (upper unc)
# COLUMN pl_orbpererr2:  Orbital Period (lower unc)
# COLUMN pl_orbperlim:   Orbital Period (limit flag)
# COLUMN pl_orbeccen:    Eccentricity (val)
# COLUMN pl_orbeccenerr1: Eccentricity (upper unc)
# COLUMN pl_orbeccenerr2: Eccentricity (lower unc)
# COLUMN pl_orbeccenlim: Eccentricity (limit flag)
# COLUMN pl_orbincl:     Inclination (val)
# COLUMN pl_orbinclerr1: Inclination (upper unc)
# COLUMN pl_orbinclerr2: Inclination (lower unc)
# COLUMN pl_orbincllim:  Inclination (limit flag)
# COLUMN pl_massj:       Planet Mass [jup] (val)
# COLUMN pl_massjerr1:   Planet Mass [jup] (upper unc)
# COLUMN pl_massjerr2:   Planet Mass [jup] (lower unc)
# COLUMN pl_massjlim:    Planet Mass [jup] (limit flag)
# COLUMN pl_msinij:      Planet M*sin(i) [jup] (val)
# COLUMN pl_msinijerr1:  Planet M*sin(i) [jup] (upper unc)
# COLUMN pl_msinijerr2:  Planet M*sin(i) [jup] (lower unc)
# COLUMN pl_msinijlim:   Planet M*sin(i) [jup] (limit flag)
# COLUMN pl_radj:        Planet Radius (val)
# COLUMN pl_radjerr1:    Planet Radius (upper unc)
# COLUMN pl_radjerr2:    Planet Radius (lower unc)
# COLUMN pl_radjlim:     Planet Radius (limit flag)
# COLUMN pl_dens:        Planet Density (val)
# COLUMN pl_denserr1:    Planet Density (upper unc)
# COLUMN pl_denserr2:    Planet Density (lower unc)
# COLUMN pl_denslim:     Planet Density (limit flag)
# COLUMN st_mass:        Stellar Mass (val)
# COLUMN st_masserr:     Stellar Mass (unc)
# COLUMN st_masslim:     Stellar Mass (limit flag)
# COLUMN st_massblend:   Stellar Mass (blend flag)
# COLUMN st_rad:         Stellar Radius (val)
# COLUMN st_raderr:      Stellar Radius (unc)
# COLUMN st_radlim:      Stellar Radius (limit flag)
# COLUMN st_radblend:    Stellar Radius (blend flag)
# COLUMN st_sp:          Spectral Type (val)
# COLUMN st_spstr:       Spectral Type
# COLUMN st_sperr:       Spectral Type (unc)
# COLUMN st_splim:       Spectral Type (limit flag)
# COLUMN st_spblend:     Spectral Type (blend flag)
#
rowid,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,st_sp,st_spstr,st_sperr,st_splim,st_spblend
62,39.84500000,,,0,0.040000,0.150000,-0.150000,0,,,,,,,,,1.04000,,,0,,,,,,,,,,,,,,,,,4.00,G0 V,,0,0
63,3.31350000,0.00140000,-0.00140000,0,0.018000,0.016000,-0.016000,0,,,,,,,,,3.90000,,,0,,,,,,,,,,,,,,,,,3.50,F5,,0,1
64,305.50000000,0.10000000,-0.10000000,0,0.031000,0.009000,-0.009000,0,,,,,,,,,20.60000,,,0,,,,,,,,,2.30,0.30,0,0,26.80,0.70,0,0,5.20,K2 III,,0,0
65,4.61703300,0.00002300,-0.00002300,0,0.021500,0.000700,-0.000700,0,,,,,,,,,0.68760,0.00440,-0.00440,0,,,,,,,,,,,,,,,,,4.00,G0,,0,0
66,241.25800000,0.06400000,-0.06400000,0,0.259600,0.007900,-0.007900,0,,,,,,,,,1.98100,0.01900,-0.01900,0,,,,,,,,,,,,,,,,,4.00,G0,,0,0
67,1276.46000000,0.57000000,-0.57000000,0,0.298700,0.007200,-0.007200,0,,,,,,,,,4.13200,0.02900,-0.02900,0,,,,,,,,,,,,,,,,,4.00,G0,,0,0
68,3848.86000000,0.74000000,-0.74000000,0,0.005360,0.000440,-0.000440,0,,,,,,,,,1.05900,0.02800,-0.02800,0,,,,,,,,,,,,,,,,,4.00,G0,,0,0
69,318280.00000000,,,0,0.130000,,,-1,,,,,2.60000,0.90000,-0.90000,0,,,,,1.200,,,0,,,,,2.00,,0,0,,,,,2.30,A3 V,,0,0
70,,,,,,,,,,,,,8.00000,4.00000,-2.00000,0,,,,,1.664,,,0,,,,,0.85,0.20,0,0,1.35,,0,0,5.70,K7 V,,0,0
71,,,,,,,,,,,,,24.50000,2.50000,-2.50000,0,,,,,,,,,,,,,0.40,0.05,0,0,,,,,6.35,M3.5 V,,0,0
72,,,,,,,,,,,,,7.50000,2.50000,-2.50000,0,,,,,,,,,,,,,0.02,,0,0,,,,,6.85,M8.5,,0,0
73,4639.15000000,25.55000000,-25.55000000,0,0.487000,0.003000,-0.003000,0,138.200,0.500,-0.500,0,31.44000,94.32000,-10.48000,0,,,,,0.970,0.060,-0.060,0,,,,,0.12,0.01,0,0,0.10,0.00,0,0,7.00,L0,,0,0
74,,,,,,,,,,,,,4.00000,1.00000,-1.00000,0,,,,,,,,,,,,,0.02,,0,0,,,,,6.80,M8,,0,0
75,7336.50000000,1934.50000000,-584.00000000,0,0.260000,0.060000,-0.060000,0,46.200,2.500,-8.700,0,20.95000,83.79000,-20.95000,0,,,,,0.920,0.390,-0.360,0,,,,,0.08,0.06,0,0,0.12,0.05,0,0,6.85,M8.5,,0,0
76,8679.70000000,69.35000000,-69.35000000,0,0.000000,0.002000,0.000000,0,44.300,0.700,-0.700,0,31.42000,73.32000,-20.95000,0,,,,,1.300,0.150,-0.180,0,,,,,0.13,0.05,0,0,0.13,0.02,0,0,6.80,M8,,0,0
77,655.60000000,0.60000000,-0.60000000,0,0.540000,0.005000,-0.005000,0,,,,,,,,,5.10000,0.12000,-0.12000,0,,,,,,,,,0.74,0.03,0,0,0.69,,0,0,5.50,K5 V,,0,0
78,714.30000000,5.30000000,-5.30000000,0,0.210000,0.070000,-0.070000,0,,,,,,,,,10.60000,,,0,,,,,,,,,,,,,,,,,4.50,G5 IV/V,,0,0
79,3.48777000,0.00011000,-0.00011000,0,0.019000,0.023000,-0.023000,0,,,,,0.45800,0.03900,-0.03900,0,,,,,,,,,,,,,1.01,,,0,,,,,5.00,K0 V,,0,0
80,5.60000000,0.02000000,-0.02000000,0,0.150000,0.150000,-0.150000,0,,,,,,,,,0.04500,0.00700,-0.00700,0,,,,,,,,,0.74,0.07,0,0,,,,,5.30,K3 V,,0,0
81,237.60000000,1.50000000,-1.50000000,0,0.190000,0.090000,-0.090000,0,,,,,,,,,0.33000,0.03000,-0.03000,0,,,,,,,,,0.74,0.07,0,0,,,,,5.30,K3 V,,0,0
82,3.87280000,0.00040000,-0.00040000,0,0.000000,,,0,,,,,,,,,0.02700,0.00400,-0.00400,0,,,,,,,,,0.70,,0,0,,,,,5.85,K7/M0 V,,0,0
83,125.94000000,0.44000000,-0.44000000,0,0.310000,0.110000,-0.110000,0,,,,,,,,,0.17000,0.03000,-0.03000,0,,,,,,,,,0.70,,0,0,,,,,5.85,K7/M0 V,,0,0
84,268.94000000,0.99000000,-0.99000000,0,0.290000,0.030000,-0.030000,0,,,,,,,,,1.47000,,,0,,,,,,,,,0.86,0.15,0,0,0.95,0.20,0,0,5.20,K2 V,,0,0
85,137.48000000,0.34000000,-0.34000000,0,0.260000,0.100000,-0.100000,0,,,,,,,,,1.11000,,,0,,,,,,,,,1.10,0.20,0,0,14.70,2.80,0,0,5.00,K0,,0,0
86,379.63000000,2.01000000,-2.01000000,0,0.150000,0.030000,-0.030000,0,,,,,,,,,21.42000,,,0,,,,,,,,,2.80,1.50,0,0,49.00,26.00,0,0,5.20,K2 II,,0,0
87,621.99000000,10.20000000,-10.20000000,0,0.180000,0.060000,-0.060000,0,,,,,,,,,12.47000,,,0,,,,,,,,,2.80,1.50,0,0,49.00,26.00,0,0,5.20,K2 II,,0,0
88,578.20000000,5.40000000,-5.40000000,0,0.210000,0.060000,-0.060000,0,,,,,4.20000,,,0,,,,,,,,,,,,,0.80,0.20,0,0,17.30,0.90,0,0,5.50,K5 III,,0,0
89,392.60000000,5.50000000,-5.50000000,0,0.200000,0.100000,-0.100000,0,,,,,,,,,0.91000,,,0,,,,,,,,,0.74,0.39,0,0,11.00,1.00,0,0,5.00,K0 III,,0,0
90,10037.50000000,2737.50000000,-2737.50000000,0,,,,,,,,,10.50000,4.50000,-4.50000,0,,,,,,,,,,,,,0.02,0.01,0,0,,,,,,,,,
91,,,,,,,,,,,,,12.56900,8.37900,-5.23700,0,,,,,,,,,,,,,0.35,,0,0,,,,,6.35,M3.5,,0,0
92,1.50895570,0.00000640,-0.00000640,0,0.000000,,,0,85.100,0.500,-0.500,0,1.03000,0.12000,-0.12000,0,,,,,1.490,0.080,-0.080,0,0.38000,0.05000,-0.05000,0,0.95,0.15,0,0,1.11,0.05,0,0,4.00,G0 V,,0,0
93,1.74299350,0.00000100,-0.00000100,0,0.014300,0.007700,-0.007600,0,88.080,0.180,-0.160,0,3.47000,0.22000,-0.22000,0,,,,,1.466,0.042,-0.044,0,1.47000,0.08000,-0.07400,0,0.96,0.08,0,0,0.91,0.03,0,0,,,,,
94,4.25680000,0.00000500,-0.00000500,0,0.000000,,,0,85.900,0.800,-0.800,0,21.66000,1.00000,-1.00000,0,,,,,1.010,0.070,-0.070,0,26.40000,5.60000,-5.60000,0,1.37,0.09,0,0,1.56,0.09,0,0,3.30,F3 V,,0,0
95,9.20205000,0.00037000,-0.00037000,0,0.000000,0.100000,-0.100000,0,90.000,0.000,-0.085,0,0.72000,0.08000,-0.08000,0,,,,,1.190,0.060,-0.050,0,0.52500,0.15000,-0.15000,0,1.16,0.03,0,0,1.17,0.01,0,0,,,,,
96,4.03789620,0.00000190,-0.00000190,0,0.090000,0.090000,-0.040000,0,85.830,0.990,-1.380,0,0.46700,0.04700,-0.02400,0,,,,,1.388,0.046,-0.047,0,0.21700,0.03100,-0.02500,0,1.00,0.02,0,0,1.19,0.04,0,0,3.90,F9 V,,0,0
97,8.88659300,0.00000400,-0.00000400,0,0.100000,,,1,89.070,0.300,-0.300,0,2.96000,0.34000,-0.34000,0,,,,,1.166,0.035,-0.035,0,2.32000,0.31000,-0.31000,0,1.05,0.05,0,0,1.02,0.03,0,0,3.90,F9 V,,0,0
98,0.85358500,0.00002400,-0.00002400,0,0.000000,,,0,80.100,0.300,-0.300,0,0.01500,0.00300,-0.00300,0,,,,,0.150,0.008,-0.008,0,5.60000,1.30000,-1.30000,0,0.93,0.03,0,0,0.87,0.04,0,0,4.90,G9 V,,0,0
99,3.69800000,0.00300000,-0.00300000,0,0.000000,,,0,,,,,0.02600,0.00300,-0.00300,0,,,,,,,,,,,,,0.93,0.03,0,0,0.87,0.04,0,0,4.90,G9 V,,0,0
100,6.21229000,0.00003000,-0.00003000,0,0.000000,,,0,88.400,0.100,-0.100,0,0.22000,0.03000,-0.03000,0,,,,,0.570,0.020,-0.020,0,1.60000,0.10000,-0.10000,0,0.88,0.04,0,0,0.77,0.02,0,0,5.10,K1 V,,0,0
101,95.27380000,0.00140000,-0.00140000,0,0.110000,0.040000,-0.040000,0,89.990,0.010,-0.040,0,0.84000,0.07000,-0.07000,0,,,,,1.050,0.040,-0.040,0,0.90000,0.13000,-0.13000,0,0.99,0.04,0,0,0.94,0.04,0,0,4.30,G3 V,,0,0
102,13.24060000,0.00020000,-0.00020000,0,0.530000,0.040000,-0.040000,0,88.550,0.200,-0.200,0,2.75000,0.16000,-0.16000,0,,,,,0.970,0.070,-0.070,0,3.70000,0.83000,-0.83000,0,0.89,0.05,0,0,0.79,0.05,0,0,5.10,K1 V,,0,0
103,2.99433000,0.00001100,-0.00001100,0,0.000000,,,0,83.170,0.150,-0.150,0,2.33000,0.34000,-0.34000,0,,,,,1.430,0.030,-0.030,0,0.99000,0.15000,-0.15000,0,1.27,0.05,0,0,1.37,0.03,0,0,3.60,F6 V,,0,0
104,2.82804200,0.00001300,-0.00001300,0,0.070000,0.063000,-0.042000,0,85.480,0.720,-0.770,0,0.91700,0.07000,-0.06500,0,,,,,1.440,0.130,-0.130,0,0.41100,0.12900,-0.09400,0,1.08,0.08,0,0,1.12,0.10,0,0,,,,,
105,4.03519000,0.00003000,-0.00003000,0,0.000000,,,0,88.020,0.340,-0.360,0,1.30800,0.06600,-0.06600,0,,,,,0.885,0.014,-0.014,0,2.34000,0.23000,-0.23000,0,1.09,0.02,0,0,1.01,0.03,0,0,4.00,G0 V,,0,0
106,1.51214000,0.00013000,-0.00013000,0,0.000000,,,0,79.600,0.800,-0.800,0,7.60000,0.60000,-0.60000,0,,,,,1.090,0.070,-0.070,0,7.30000,1.50000,-1.50000,0,1.13,0.09,0,0,1.21,0.08,0,0,3.90,F9 V,,0,0
107,5.35227000,0.00020000,-0.00020000,0,0.330000,0.090000,-0.100000,0,85.010,0.940,-1.200,0,0.53500,0.08500,-0.08300,0,,,,,1.170,0.160,-0.140,0,0.44000,0.21000,-0.14000,0,1.10,0.08,0,0,1.19,0.14,0,0,4.50,G5 V,,0,0
108,3.76810000,0.00030000,-0.00030000,0,0.000000,,,0,88.340,1.540,-1.540,0,2.43000,0.30000,-0.30000,0,,,,,1.020,0.070,-0.070,0,2.82000,0.38000,-0.38000,0,1.04,0.10,0,0,1.59,0.07,0,0,4.20,G2 V,,0,0
109,1.90006930,0.00000280,-0.00000280,0,0.080000,,,1,86.500,1.400,-0.900,0,3.47000,0.38000,-0.38000,0,,,,,1.310,0.180,-0.180,0,2.20000,0.80000,-0.80000,0,0.95,0.15,0,0,1.00,0.13,0,0,4.90,G9 V,,0,0
110,3.89713000,0.00002000,-0.00002000,0,0.047000,0.045000,-0.045000,0,88.000,0.700,-0.700,0,1.11000,0.06000,-0.06000,0,,,,,1.290,0.030,-0.030,0,0.71000,0.06000,-0.06000,0,1.21,0.05,0,0,1.65,0.04,0,0,3.90,F9 V,,0,0
111,9.24285000,0.00030000,-0.00030000,0,0.562000,0.013000,-0.013000,0,88.210,0.530,-0.530,0,4.24000,0.23000,-0.23000,0,,,,,0.840,0.040,-0.040,0,8.87000,1.10000,-1.10000,0,1.14,0.08,0,0,1.02,0.05,0,0,4.20,G2 V,,0,0
112,3.63130000,0.00010000,-0.00010000,0,0.160000,0.020000,-0.020000,0,85.700,2.600,-1.500,0,2.80000,0.30000,-0.30000,0,,,,,1.050,0.130,-0.130,0,3.00000,1.10000,-1.10000,0,1.14,0.08,0,0,1.61,0.18,0,0,4.00,G0 V,,0,0
113,3.57532000,0.00006000,-0.00006000,0,0.065000,,,1,86.700,1.200,-0.870,0,10.39000,0.55000,-0.55000,0,,,,,1.007,0.044,-0.044,0,12.60000,1.92000,-1.67000,0,1.05,0.11,0,0,1.08,0.18,0,0,4.20,G2,,0,0
114,246.36000000,1.38000000,-1.35000000,0,0.345000,0.068000,-0.064000,0,56.600,1.900,-2.100,0,28.50000,1.90000,-1.90000,0,,,,,,,,,,,,,0.07,0.01,0,0,,,,,7.15,L1.5,,0,0
115,15.76491000,0.00039000,-0.00039000,0,0.041600,0.007200,-0.007200,0,,,,,,,,,3.91000,0.32000,-0.32000,0,,,,,,,,,0.77,,0,0,,,,,5.10,K1 V,,0,0
116,8.63100000,0.00100000,-0.00100000,0,0.110000,0.040000,-0.040000,0,,,,,,,,,0.03500,,,0,,,,,,,,,0.40,0.02,0,0,,,,,6.35,M3.5 V,,0,0
117,25.60000000,0.02000000,-0.02000000,0,0.080000,0.080000,-0.080000,0,,,,,,,,,0.02400,,,0,,,,,,,,,0.40,0.02,0,0,,,,,6.35,M3.5 V,,0,0
118,603.00000000,12.00000000,-12.00000000,0,0.410000,0.070000,-0.070000,0,,,,,,,,,0.07900,,,0,,,,,,,,,0.40,0.02,0,0,,,,,6.35,M3.5 V,,0,0
119,2288.00000000,59.00000000,-59.00000000,0,0.210000,0.080000,-0.080000,0,,,,,,,,,0.82000,0.07000,-0.07000,0,,,,,,,,,0.36,0.03,0,0,0.38,0.02,0,0,6.35,M3.5 V,,0,0
120,692.00000000,2.00000000,-2.00000000,0,0.110000,0.050000,-0.050000,0,45.000,30.000,-10.000,0,2.50000,0.70000,-0.40000,0,1.89400,0.01300,-0.01300,0,,,,,,,,,0.42,0.05,0,0,,,,,6.25,M2.5 V,,0,0
121,7100.00000000,8000.00000000,-1500.00000000,0,0.000000,,,0,,,,,,,,,1.60000,,,0,,,,,,,,,0.42,0.05,0,0,,,,,6.25,M2.5 V,,0,0
122,4100.00000000,300.00000000,-300.00000000,0,0.370000,0.050000,-0.050000,0,,,,,,,,,2.30000,0.13000,-0.13000,0,,,,,,,,,0.69,0.05,0,0,,,,,6.10,M1,,0,0
123,7.37090000,0.00080000,-0.00080000,0,0.080000,0.080000,-0.080000,0,,,,,,,,,0.01800,,,0,,,,,,,,,0.48,,0,0,,,,,6.15,M1.5,,0,0
124,2.64385000,,,0,,,,,86.360,0.160,-0.170,0,0.07290,0.00250,-0.00250,0,,,,,0.377,0.008,-0.009,0,1.69000,0.14000,-0.12000,0,0.45,0.01,0,0,0.46,0.01,0,0,6.25,M2.5 V,,0,0
125,,,,,,,,,,,,,4.00000,4.50000,-1.00000,0,,,,,,,,,,,,,1.22,0.08,0,0,,,,,4.00,G0 V,,0,0
126,5.36874000,0.00019000,-0.00019000,0,0.000000,,,0,,,,,,,,,0.04900,,,0,,,,,,,,,0.31,0.02,0,0,0.29,,0,0,6.30,M3 V,,0,0
127,12.92920000,0.00470000,-0.00470000,0,0.170000,0.070000,-0.070000,0,,,,,,,,,0.01700,,,0,,,,,,,,,0.31,0.02,0,0,0.29,,0,0,6.30,M3 V,,0,0
128,66.80000000,0.14000000,-0.14000000,0,0.380000,0.090000,-0.090000,0,,,,,,,,,0.02200,,,0,,,,,,,,,0.31,0.02,0,0,0.29,,0,0,6.30,M3 V,,0,0
129,3.14942000,0.00045000,-0.00045000,0,0.000000,,,0,,,,,,,,,0.00600,,,0,,,,,,,,,0.31,0.02,0,0,0.29,,0,0,6.30,M3 V,,0,0
130,598.30000000,4.20000000,-4.20000000,0,0.300000,0.080000,-0.080000,0,,,,,,,,,0.32800,0.03200,-0.03200,0,,,,,,,,,0.54,0.05,0,0,,,,,6.15,M1.5,,0,0
131,7.20040000,0.00170000,-0.00170000,0,0.130000,0.100000,-0.110000,0,,,,,,,,,0.01800,0.00400,-0.00400,0,,,,,,,,,0.33,,0,,,,,,6.15,M1.5 V,,0,0
132,28.14000000,0.05300000,-0.06500000,0,0.020000,0.150000,-0.020000,0,,,,,,,,,0.01200,0.00500,-0.00400,0,,,,,,,,,0.33,,0,,,,,,6.15,M1.5 V,,0,0
133,91.61000000,0.81000000,-0.89000000,0,0.030000,0.200000,-0.030000,0,,,,,,,,,0.01600,0.00600,-0.00500,0,,,,,,,,,0.33,,0,,,,,,6.15,M1.5 V,,0,0
134,62.24000000,0.55000000,-0.55000000,0,0.020000,0.220000,-0.020000,0,,,,,,,,,0.00800,0.00500,-0.00400,0,,,,,,,,,0.33,,0,,,,,,6.15,M1.5 V,,0,0
135,39.02600000,0.19400000,-0.21100000,0,0.030000,0.160000,-0.030000,0,,,,,,,,,0.00800,0.00400,-0.00400,0,,,,,,,,,0.33,,0,,,,,,6.15,M1.5 V,,0,0
136,256.20000000,13.80000000,-7.90000000,0,0.080000,0.410000,-0.080000,0,,,,,,,,,0.01400,0.00800,-0.00700,0,,,,,,,,,0.33,,0,,,,,,6.15,M1.5 V,,0,0
137,4.69380000,0.00700000,-0.00700000,0,0.200000,0.020000,-0.020000,0,,,,,,,,,0.03500,,,0,,,,,,,,,0.35,,0,0,,,,,6.25,M2.5,,0,0
138,1050.30000000,1.20000000,-1.20000000,0,0.328000,0.004000,-0.004000,0,,,,,,,,,4.95000,0.31000,-0.31000,0,,,,,,,,,0.71,0.04,0,0,,,,,6.00,M0 V,,0,0
139,3.60000000,0.00080000,-0.00080000,0,0.150000,0.090000,-0.090000,0,,,,,,,,,0.01400,0.00200,-0.00200,0,,,,,,,,,0.71,0.04,0,0,,,,,6.00,M0 V,,0,0
140,35.37000000,0.07000000,-0.07000000,0,0.240000,0.120000,-0.120000,0,,,,,,,,,0.03600,0.00500,-0.00500,0,,,,,,,,,0.71,0.04,0,0,,,,,6.00,M0 V,,0,0
141,3416.00000000,131.00000000,-131.00000000,0,0.120000,0.110000,-0.110000,0,,,,,,,,,0.64000,0.06000,-0.06000,0,,,,,,,,,0.45,0.05,0,0,0.48,,0,0,6.15,M1.5,,0,0
142,1845.00000000,15.00000000,-15.00000000,0,0.050000,0.030000,-0.030000,0,,,,,,,,,0.91000,,,0,,,,,,,,,0.49,0.05,0,0,,,,,6.30,M3 V,,0,0
143,61.11660000,0.00860000,-0.00860000,0,0.032400,0.001300,-0.001300,0,59.000,,,0,,,,,2.27560,0.00450,-0.00450,0,,,,,,,,,0.33,0.03,0,0,,,,,6.40,M4 V,,0,0
144,30.08810000,0.00820000,-0.00820000,0,0.255910,0.000930,-0.000930,0,59.000,,,0,,,,,0.71420,0.00390,-0.00390,0,,,,,,,,,0.33,0.03,0,0,,,,,6.40,M4 V,,0,0
145,1.93778000,0.00002000,-0.00002000,0,0.207000,0.055000,-0.055000,0,59.000,,,0,,,,,0.02100,0.00100,-0.00100,0,,,,,,,,,0.33,0.03,0,0,,,,,6.40,M4 V,,0,0
146,124.26000000,0.70000000,-0.70000000,0,0.055000,0.012000,-0.012000,0,59.000,,,0,,,,,0.04600,0.00500,-0.00500,0,,,,,,,,,0.33,0.03,0,0,,,,,6.40,M4 V,,0,0
147,1.58040482,0.00000024,-0.00000024,0,0.000000,,,0,90.000,0.000,-1.500,0,0.02000,0.00300,-0.00300,0,,,,,0.203,0.007,-0.007,0,3.03000,0.50000,-0.50000,0,0.16,0.01,0,0,0.18,0.01,0,0,6.45,M4.5,,0,0
148,133.71000000,0.20000000,-0.20000000,0,0.511000,0.017000,-0.017000,0,,,,,,,,,3.37000,0.09000,-0.09000,0,,,,,,,,,0.90,,0,0,0.90,,0,0,4.60,G6 V,,0,0
149,3.33714000,0.00017000,-0.00017000,0,0.051000,,,1,88.800,,,-1,0.04400,0.00500,-0.00500,0,,,,,0.370,0.050,-0.050,0,1.07000,0.43000,-0.43000,0,0.54,0.07,0,0,0.50,0.06,0,0,6.15,M1.5,,0,0
150,2.64561000,0.00066000,-0.00066000,0,0.080000,0.094000,-0.057000,0,59.000,18.000,-24.000,0,8.40000,4.00000,-1.50000,0,0.02200,0.00300,-0.00300,0,,,,,,,,,0.45,0.05,0,0,0.43,0.03,0,0,6.25,M2.5,,0,0
151,,,,,,,,,,,,,13.50000,1.50000,-1.50000,0,,,,,,,,,,,,,0.60,,0,0,,,,,6.10,M1,,0,0
152,4.46529340,0.00000930,-0.00000930,0,0.000000,,,0,86.280,0.200,-0.200,0,0.52400,0.03100,-0.03100,0,,,,,1.225,0.059,-0.059,0,0.34500,0.05300,-0.04400,0,1.12,0.09,0,0,1.15,0.10,0,0,4.00,G0 V,,0,0
153,5.63347290,0.00000610,-0.00000610,0,0.517100,0.003300,-0.003300,0,86.720,1.120,-0.870,0,9.09000,0.24000,-0.24000,0,,,,,1.157,0.073,-0.062,0,7.29000,1.12000,-1.12000,0,1.36,0.04,0,0,1.64,0.09,0,0,3.80,F8,,0,0
154,2.89973600,0.00000200,-0.00000200,0,0.000000,,,0,87.070,0.550,-0.550,0,0.59100,0.01800,-0.01800,0,,,,,0.827,0.055,-0.055,0,1.29000,0.25000,-0.25000,0,0.92,0.03,0,0,0.80,0.04,0,0,5.00,K,,0,0
155,3.05653600,,,0,0.000000,,,0,89.910,0.090,-2.200,0,0.67100,0.03300,-0.04400,0,,,,,1.274,0.049,-0.060,0,0.40300,0.06500,-0.04900,0,1.26,0.14,0,,1.60,0.06,0,,4.10,G1 V,,0,0
156,2.78849100,0.00002500,-0.00002500,0,0.000000,,,0,86.750,0.440,-0.440,0,1.06000,0.11000,-0.11000,0,,,,,1.260,0.050,-0.050,0,0.66000,0.11000,-0.11000,0,1.16,0.07,0,,1.14,0.03,0,,,,,,
157,3.85298500,0.00000500,-0.00000500,0,0.000000,,,0,85.510,0.350,-0.350,0,1.05700,0.11900,-0.11900,0,,,,,1.330,0.061,-0.061,0,0.55800,0.04700,-0.04700,0,1.29,0.07,0,,1.46,0.07,0,,,,,,
158,3.07637760,0.00000400,-0.00000400,0,0.000000,,,0,87.500,1.900,-0.900,0,1.52000,0.18000,-0.16000,0,,,,,1.500,0.080,-0.060,0,0.56800,0.04800,-0.04800,0,1.28,0.04,0,,1.58,0.08,0,,,,,,
159,3.92289000,0.00004000,-0.00004000,0,0.000000,,,0,86.500,0.200,-0.200,0,0.78000,0.09000,-0.09000,0,,,,,1.400,0.060,-0.060,0,0.35000,0.06000,-0.06000,0,1.28,0.13,0,,1.32,0.07,0,,,,,,
160,3.21305980,0.00000210,-0.00000210,0,0.000000,,,0,89.000,0.400,-0.400,0,0.21100,0.01200,-0.01200,0,,,,,0.959,0.029,-0.021,0,0.31920,0.01600,-0.01600,0,0.73,0.02,0,0,0.70,0.02,0,0,5.40,K4,,0,0
161,2.91626000,0.00001000,-0.00001000,0,0.021000,0.009000,-0.009000,0,83.400,0.600,-0.600,0,0.85300,0.02900,-0.04600,0,,,,,1.271,0.079,-0.079,0,0.49800,0.10300,-0.06900,0,1.22,0.05,0,0,1.56,0.08,0,0,4.40,G4,,0,0
162,428.50000000,3.00000000,-3.00000000,0,0.691000,0.018000,-0.018000,0,,,,,,,,,15.20000,1.00000,-1.00000,0,,,,,,,,,1.22,0.05,0,0,1.56,0.08,0,0,4.40,G4,,0,0
163,4.62766900,0.00000500,-0.00000500,0,0.107000,0.013000,-0.013000,0,83.500,0.300,-0.300,0,2.23200,0.05900,-0.05900,0,,,,,1.150,0.052,-0.052,0,1.82000,0.24000,-0.24000,0,1.39,0.04,0,0,1.47,0.05,0,0,3.00,F,,0,0
164,10.86350200,0.00002700,-0.00002700,0,0.190000,0.019000,-0.019000,0,89.100,0.200,-0.200,0,1.94600,0.06600,-0.06600,0,,,,,1.072,0.043,-0.043,0,1.96000,0.22000,-0.22000,0,1.01,0.04,0,0,1.08,0.04,0,0,4.50,G5,,0,0
165,2.77596000,0.00000300,-0.00000300,0,0.036000,0.004000,-0.004000,0,86.600,0.700,-0.700,0,4.19300,0.09400,-0.09400,0,,,,,1.289,0.066,-0.066,0,2.42000,0.35000,-0.35000,0,1.22,0.06,0,0,1.16,0.03,0,0,3.80,F8,,0,0
166,10.33852300,0.00000900,-0.00000900,0,0.342000,0.006000,-0.006000,0,89.200,0.200,-0.100,0,0.53400,0.01800,-0.01800,0,,,,,1.010,0.029,-0.029,0,0.64000,0.05000,-0.05000,0,0.86,0.04,0,0,0.84,0.02,0,0,5.00,K,,0,0
167,5584.00000000,7700.00000000,-2100.00000000,0,0.390000,0.230000,-0.170000,0,,,,,,,,,3.40000,1.10000,-0.70000,0,,,,,,,,,0.86,0.04,0,0,0.84,0.02,0,0,5.00,K,,0,0
168,5.50802300,0.00000600,-0.00000600,0,0.084000,0.048000,-0.048000,0,88.800,0.300,-0.300,0,0.19700,0.01300,-0.01300,0,,,,,0.995,0.052,-0.052,0,0.25000,0.04000,-0.04000,0,0.77,0.03,0,0,0.75,0.04,0,0,5.20,K2,,0,0
