rowid,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,st_sp,st_spstr,st_sperr,st_splim,st_spblend
260,11.849,nul,nul,nul,0.4,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0378,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 V,nul,0,0
261,33.823,nul,nul,nul,0.16,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0422,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 V,nul,0,0
262,500,6,-6,0,0.23,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,1.07,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0,nul,0,0
263,18.315,0.008,-0.008,0,0,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0.0085,0.00094,-0.00094,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 III,nul,0,0
264,40.114,0.053,-0.053,0,0,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0.00755,0.00126,-0.00126,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 III,nul,0,0
265,90.309,0.184,-0.184,0,0,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0.0151,0.00189,-0.00189,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 III,nul,0,0
266,29.15,nul,nul,nul,0.11,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0379,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.95,G9.5 V,nul,0,0
267,85.131,nul,nul,nul,0.28,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0496,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.95,G9.5 V,nul,0,0
268,591.9,2.8,-2.8,0,0.97,0.01,-0.01,0,nul,nul,nul,nul,nul,nul,nul,nul,1.9,0.5,-0.5,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.3,G3 V,nul,0,0
269,380.85,0.09,-0.09,0,0.75,0.002,-0.002,0,nul,nul,nul,nul,nul,nul,nul,nul,1.99,0.05,-0.05,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.35,K3/4 III/V,nul,0,0
270,22.656,nul,nul,nul,0.26,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0322,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 V,nul,0,0
271,53.881,nul,nul,nul,0.24,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.06472,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 V,nul,0,0
272,1214,9,-9,0,0.44,0.07,-0.07,0,nul,nul,nul,nul,nul,nul,nul,nul,1.5,0.2,-0.2,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.2,G2 V,nul,0,0
273,738.459,nul,nul,0,0.1,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,2.61,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,3.9,F8/G0 V,nul,0,0
274,528.07,0.14,-0.14,0,0.8191,0.0023,-0.0023,0,nul,nul,nul,nul,nul,nul,nul,nul,13.65,0.97,-0.97,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5,K0,nul,0,0
275,1561,12,-12,0,0.266,0.014,-0.014,0,nul,nul,nul,nul,nul,nul,nul,nul,7.71,0.39,-0.39,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,3.8,F8,nul,0,0
276,3668,169,-171,0,0.04,0.07,-0.06,0,nul,nul,nul,nul,nul,nul,nul,nul,4.01,0.49,-0.49,0,nul,nul,nul,nul,nul,nul,nul,nul,1.18,nul,0,0,nul,nul,nul,nul,4,G0 V,nul,0,0
277,1845,167,-167,0,0.08,0.06,-0.06,0,nul,nul,nul,nul,nul,nul,nul,nul,0.95,0.1,-0.1,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,3.8,F8 V,nul,0,0
278,423.841,nul,nul,0,0.07,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,1.28,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.15,K1/2 III,nul,0,0
279,2208,66,-66,0,0.12,0.06,-0.06,0,nul,nul,nul,nul,nul,nul,nul,nul,1.45,0.14,-0.14,0,nul,nul,nul,nul,nul,nul,nul,nul,0.94,0.04,0,0,1,nul,0,0,4.3,G3 IV-V,nul,0,0
280,17.991,0.007,-0.007,0,0.049,0.008,-0.008,0,nul,nul,nul,nul,nul,nul,nul,nul,0.62,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.2,K2 V,nul,0,0
281,1117,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,1.16,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5 V,nul,0,1
282,385.9,0.6,-0.6,0,0.092,0.019,-0.019,0,nul,nul,nul,nul,nul,nul,nul,nul,5.59,0.33,-0.33,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.55,G5/6 V,nul,0,0
283,387.1,3.4,-3.4,0,0.168,0.07,-0.07,0,nul,nul,nul,nul,nul,nul,nul,nul,1.7,0.1,-0.1,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 IV,nul,0,0
284,2819.654,800,-800,0,0.3,0.17,-0.17,0,nul,nul,nul,nul,nul,nul,nul,nul,9.17,1.5,-1.5,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 V,nul,0,0
285,1159.2,2.8,-2.8,0,0.778,0.013,-0.013,0,nul,nul,nul,nul,nul,nul,nul,nul,1.373,0.047,-0.047,0,nul,nul,nul,nul,nul,nul,nul,nul,1.23,0.03,0,0,1.53,0.04,0,0,3.8,F8 V,nul,0,0
286,912,41,-41,0,0.117,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,1.8,0.2,-0.2,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5,K0 III,nul,0,0
287,466,3,-3,0,0.3,0.2,-0.2,0,nul,nul,nul,nul,nul,nul,nul,nul,0.5,0.07,-0.07,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,3.8,F8,nul,0,0
288,16.546,nul,nul,nul,0.13,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0363,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.2,G2 V,nul,0,0
289,51.284,nul,nul,nul,0.11,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0498,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.2,G2 V,nul,0,0
290,274.49,nul,nul,nul,0.38,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0519,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.2,G2 V,nul,0,0
291,326.6,3.9,-3.9,0,0.12,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,1.3,0.1,-0.1,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5,K0 III,nul,0,0
292,18.179,0.007,-0.007,0,0.48,0.05,-0.05,0,nul,nul,nul,nul,nul,nul,nul,nul,0.33,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.4,G3/5 V,nul,0,0
293,157.54,0.38,-0.38,0,0.01,0.03,-0.03,0,nul,nul,nul,nul,nul,nul,nul,nul,3.04,0.68,-0.68,0,nul,nul,nul,nul,nul,nul,nul,nul,1.13,0.18,0,0,10.22,0.87,0,0,5.1,K1 III,nul,0,0
294,1049,11,-11,0,0.27,0.07,-0.07,0,nul,nul,nul,nul,nul,nul,nul,nul,0.79,0.07,-0.07,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0,nul,0,0
295,388,3,-3,0,0.34,0.02,-0.02,0,nul,nul,nul,nul,nul,nul,nul,nul,9.1,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,3.7,F7 V,nul,0,0
296,363.2,1.6,-1.6,0,0.41,0.16,-0.16,0,nul,nul,nul,nul,0.34,0.02,-0.02,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.05,G0/1 V,nul,0,0
297,154.46,0.369,-0.369,0,0.055,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0.61,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0,nul,0,0
298,2295,nul,nul,0,0.2,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0.683,0.088,-0.088,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0,nul,0,0
299,843.6,nul,nul,0,0.14,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0.624,0.063,-0.063,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0,nul,0,0
300,2063.818,nul,nul,0,0.62,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,10.35,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.1,G1 V,nul,0,0
301,55,0.1,-0.1,0,0.677,0.0085,-0.0085,0,nul,nul,nul,nul,nul,nul,nul,nul,2.3,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,1,0.05,0,0,0.9,0.04,0,0,5,K0 V,nul,0,0
302,2720,57,-57,0,0.013,0.015,-0.015,0,nul,nul,nul,nul,nul,nul,nul,nul,3.366,0.072,-0.072,0,nul,nul,nul,nul,nul,nul,nul,nul,1,0.05,0,0,0.9,0.04,0,0,5,K0 V,nul,0,0
303,5.6363,nul,nul,nul,0.2,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0117,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 V,nul,0,0
304,14.025,nul,nul,nul,0.11,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0187,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 V,nul,0,0
305,33.941,nul,nul,nul,0.2,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0162,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 V,nul,0,0
306,14.3098,0.0005,-0.0005,0,0.257,0.015,-0.015,0,nul,nul,nul,nul,nul,nul,nul,nul,0.839,0.03,-0.03,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 III/IV,nul,0,0
307,2140.2,5.7,-5.7,0,0.341,0.005,-0.005,0,nul,nul,nul,nul,nul,nul,nul,nul,13.38,0.39,-0.39,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 III/IV,nul,0,0
308,696.3,2.7,-2.7,0,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,10.7,0.5,-0.5,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 IV,nul,0,0
309,407.15,nul,nul,nul,0.27,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0961,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.3,G3 V,nul,0,0
310,4.3123,0.0011,-0.0012,0,0.2,0.14,-0.16,0,nul,nul,nul,nul,nul,nul,nul,nul,0.0126,0.0025,-0.0022,0,nul,nul,nul,nul,nul,nul,nul,nul,0.77,0.05,0,0,nul,nul,nul,nul,5.25,K2.5 V,nul,0,0
311,9.6184,0.005,-0.0049,0,0.06,0.11,-0.06,0,nul,nul,nul,nul,nul,nul,nul,nul,0.0208,0.0035,-0.0031,0,nul,nul,nul,nul,nul,nul,nul,nul,0.77,0.05,0,0,nul,nul,nul,nul,5.25,K2.5 V,nul,0,0
312,20.432,0.022,-0.024,0,0.07,0.11,-0.07,0,nul,nul,nul,nul,nul,nul,nul,nul,0.0299,0.0053,-0.0047,0,nul,nul,nul,nul,nul,nul,nul,nul,0.77,0.05,0,0,nul,nul,nul,nul,5.25,K2.5 V,nul,0,0
313,34.62,0.21,-0.2,0,0.15,0.13,-0.15,0,nul,nul,nul,nul,nul,nul,nul,nul,0.011,0.0044,-0.0044,0,nul,nul,nul,nul,nul,nul,nul,nul,0.77,0.05,0,0,nul,nul,nul,nul,5.25,K2.5 V,nul,0,0
314,51.76,0.5,-0.46,0,0.02,0.2,-0.02,0,nul,nul,nul,nul,nul,nul,nul,nul,0.0164,0.0047,-0.005,0,nul,nul,nul,nul,nul,nul,nul,nul,0.77,0.05,0,0,nul,nul,nul,nul,5.25,K2.5 V,nul,0,0
315,197.8,5.7,-9,0,0.29,0.31,-0.29,0,nul,nul,nul,nul,nul,nul,nul,nul,0.0223,0.0082,-0.0082,0,nul,nul,nul,nul,nul,nul,nul,nul,0.77,0.05,0,0,nul,nul,nul,nul,5.25,K2.5 V,nul,0,0
316,264.15,0.23,-0.23,0,0.252,0.014,-0.014,0,nul,nul,nul,nul,nul,nul,nul,nul,4.01,0.13,-0.13,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,3.8,F8,nul,0,0
317,963,38,-38,0,0.39,0.17,-0.17,0,nul,nul,nul,nul,nul,nul,nul,nul,2.54,0.74,-0.74,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul
318,1.3283,0.000012,-0.000012,0,0.081,0.012,-0.012,0,nul,nul,nul,nul,nul,nul,nul,nul,18.37,0.22,-0.22,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,6.2,M2 V,nul,0,0
319,18.357,0.066,-0.044,0,0.15,0.11,-0.15,0,nul,nul,nul,nul,nul,nul,nul,nul,0.039,0.013,-0.017,0,nul,nul,nul,nul,nul,nul,nul,nul,0.92,0.05,0,0,0.78,0.04,0,0,4.2,G2 V,nul,0,0
320,25.648,0.12,-0.13,0,0,0.18,0,0,nul,nul,nul,nul,nul,nul,nul,nul,0.027,0.02,-0.016,0,nul,nul,nul,nul,nul,nul,nul,nul,0.92,0.05,0,0,0.78,0.04,0,0,4.2,G2 V,nul,0,0
321,327.8,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.6,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.9,G8/K0 IV/V,nul,0,0
322,2371,840,-840,0,0.69,0.1,-0.1,0,nul,nul,nul,nul,nul,nul,nul,nul,25,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.1,K1 IV,nul,0,0
323,36.96,0.02,-0.02,0,0.14,0.02,-0.02,0,nul,nul,nul,nul,nul,nul,nul,nul,2.49,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0,nul,0,0
324,472,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.58,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.3,G3 V,nul,0,0
325,5.8872,nul,nul,nul,0.3,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.04,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.2,G2 V,nul,0,0
326,226.93,0.37,-0.37,0,0.1684,0.019,-0.019,0,nul,nul,nul,nul,nul,nul,nul,nul,0.1872,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5,K0 V,nul,0,0
327,342.85,0.28,-0.28,0,0.0974,0.012,-0.012,0,nul,nul,nul,nul,nul,nul,nul,nul,0.6579,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5,K0 V,nul,0,0
328,890.76,37.42,-37.42,0,0.778,0.009,-0.009,0,nul,nul,nul,nul,nul,nul,nul,nul,1.79,0.14,-0.14,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5,nul,0,0
329,43.6,0.2,-0.2,0,0.38,0.06,-0.06,0,nul,nul,nul,nul,nul,nul,nul,nul,0.47,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.5,K5,nul,0,0
330,3.024,nul,nul,0,0.04,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0.249,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5,K0 V,nul,0,0
331,4.0845,0.0002,-0.0002,0,0.038,0.02,-0.02,0,nul,nul,nul,nul,nul,nul,nul,nul,0.07167,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5 V,nul,0,0
332,1353.6,57.1,-57.1,0,0.249,0.073,-0.073,0,nul,nul,nul,nul,nul,nul,nul,nul,0.35061,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5 V,nul,0,0
333,430,nul,nul,0,0.2,0.08,-0.08,0,nul,nul,nul,nul,nul,nul,nul,nul,5,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.1,K1 III,nul,0,0
334,2500,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,7,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.1,K1 III,nul,0,0
335,700,8,-8,0,0.18,0.13,-0.13,0,nul,nul,nul,nul,nul,nul,nul,nul,1.16,0.38,-0.38,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5 IV/V,nul,0,0
336,4.9437,0.0023,-0.0023,0,0.23,0.15,-0.15,0,nul,nul,nul,nul,nul,nul,nul,nul,0.115,0.016,-0.016,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0,nul,0,0
337,2582.7,110,-110,0,0.23,0.14,-0.14,0,nul,nul,nul,nul,nul,nul,nul,nul,1.71,0.02,-0.02,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.1,G0/2 V,nul,0,0
338,1279,41,-41,0,0.42,0.03,-0.03,0,nul,nul,nul,nul,nul,nul,nul,nul,4.9,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,3.8,F8,nul,0,0
339,14.07,nul,nul,nul,0.15,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0413,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 V,nul,0,0
340,95.415,nul,nul,nul,0.41,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0565,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 V,nul,0,0
341,118.96,0.1,-0.1,0,0.29,0.04,-0.04,0,nul,nul,nul,nul,nul,nul,nul,nul,1.13,0.06,-0.06,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0 V,nul,0,0
342,303,nul,nul,0,0,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,5.25,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5,K0,nul,0,0
343,201.83,0.14,-0.14,0,0.278,0.006,-0.006,0,20,nul,nul,0,nul,nul,nul,nul,3.1548,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,3.6,F6 V,nul,0,0
344,607.06,2.07,-2.07,0,0.038,0.008,-0.008,0,20,nul,nul,0,nul,nul,nul,nul,7.4634,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,3.6,F6 V,nul,0,0
345,2.817822,0.000095,-0.000095,0,0,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0.38,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.4,K4 V,nul,0,0
346,589.64,0.81,-0.81,0,0.02,0.03,-0.03,0,nul,nul,nul,nul,nul,nul,nul,nul,2.9,0.1,-0.1,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5,K0 III,nul,0,0
347,358,1,-1,0,0.24,0.043,-0.043,0,nul,nul,nul,nul,nul,nul,nul,nul,0.64,0.05,-0.05,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.6,G6 IV/V,nul,0,0
348,572.4,2.1,-2.1,0,0,0.02,-0.02,0,nul,nul,nul,nul,nul,nul,nul,nul,1.26,0.04,-0.04,0,nul,nul,nul,nul,nul,nul,nul,nul,0.92,nul,0,0,nul,nul,nul,nul,4.5,G5 V,nul,0,0
349,152.6,0.6,-0.6,0,0.02,0.1,-0.1,0,nul,nul,nul,nul,nul,nul,nul,nul,0.17,0.03,-0.03,0,nul,nul,nul,nul,nul,nul,nul,nul,0.92,nul,0,0,nul,nul,nul,nul,4.5,G5 V,nul,0,0
350,480.5,0.5,-0.5,0,0.07,0.03,-0.03,0,nul,nul,nul,nul,nul,nul,nul,nul,6,0.3,-0.3,0,nul,nul,nul,nul,nul,nul,nul,nul,1.1,0.1,0,0,21.4,0.6,0,0,5.2,K2 III,nul,0,0
351,1973,31,-31,0,0.465,0.03,-0.03,0,nul,nul,nul,nul,nul,nul,nul,nul,2.82,0.27,-0.27,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 IV (+ G),nul,0,0
352,6.276,nul,nul,0,0.14,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,1.9,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0,nul,0,0
353,8.667,0.003,-0.003,0,0.1,0.04,-0.04,0,nul,nul,nul,nul,nul,nul,nul,nul,0.033,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5,K0 V,nul,0,0
354,31.56,0.04,-0.04,0,0.13,0.06,-0.06,0,nul,nul,nul,nul,nul,nul,nul,nul,0.038,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5,K0 V,nul,0,0
355,197,3,-3,0,0.07,0.07,-0.07,0,nul,nul,nul,nul,nul,nul,nul,nul,0.058,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5,K0 V,nul,0,0
356,851.8,11.6,-11.6,0,0.4,0.1,-0.1,0,nul,nul,nul,nul,nul,nul,nul,nul,6.1,0.4,-0.4,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.6,G6 V,nul,0,0
357,2231,400,-400,0,0.1,0.06,-0.06,0,nul,nul,nul,nul,nul,nul,nul,nul,2,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.95,G8/K1 (III + F/G),nul,0,0
358,3383,100,-100,0,0.271,0.022,-0.022,0,nul,nul,nul,nul,nul,nul,nul,nul,3.15,0.14,-0.14,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.2,G2 V,nul,0,0
359,1260,7,-7,0,0.256,0.009,-0.009,0,nul,nul,nul,nul,nul,nul,nul,nul,3.06,0.07,-0.07,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5,K0 V,nul,0,0
360,2.54858,0.00016,-0.00016,0,0.03,0.02,-0.02,0,nul,nul,nul,nul,nul,nul,nul,nul,1.87,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.9,G8/K0 V,nul,0,0
361,188.9,0.1,-0.1,0,0.29,0.03,-0.03,0,nul,nul,nul,nul,nul,nul,nul,nul,2.25,0.12,-0.12,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.6,G6 V,nul,0,0
362,379.1,0.5,-0.5,0,0.28,0.05,-0.05,0,nul,nul,nul,nul,nul,nul,nul,nul,2.25,0.13,-0.13,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.6,G6 V,nul,0,0
363,1800,110,-110,0,0.046,0.08,-0.08,0,nul,nul,nul,nul,nul,nul,nul,nul,1.15,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5,nul,0,0
