rowid,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,st_sp,st_spstr,st_sperr,st_splim,st_spblend
526,420.77,3.48,-3.11,0,0.089,0.028,-0.065,0,nul,nul,nul,nul,nul,nul,nul,nul,1.7,0.09,-0.12,0,nul,nul,nul,nul,nul,nul,nul,nul,1.5,0.2,0,0,4.5,0.2,0,0,5.1,K1 IV,nul,0,0
527,58.11289,0.0055,-0.0055,0,0.5286,0.032,-0.032,0,nul,nul,nul,nul,nul,nul,nul,nul,8.02,0.65,-0.65,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.6,G6 V,nul,0,0
528,1749.5,2.2,-2.2,0,0.212,0.002,-0.002,0,nul,nul,nul,nul,nul,nul,nul,nul,18.1,1.5,-1.5,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.6,G6 V,nul,0,0
529,6.403,0.001,-0.001,0,0.081,0.029,-0.029,0,nul,nul,nul,nul,nul,nul,nul,nul,0.23,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5 V,nul,0,0
530,225.62,0.22,-0.22,0,0.31,0.01,-0.01,0,nul,nul,nul,nul,nul,nul,nul,nul,2.88,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,3.8,F8 V,nul,0,0
531,2102,264,-264,0,0.33,0.02,-0.02,0,nul,nul,nul,nul,nul,nul,nul,nul,4.04,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,3.8,F8 V,nul,0,0
532,1145,18,-18,0,0.11,0.08,-0.08,0,nul,nul,nul,nul,nul,nul,nul,nul,0.67,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5,nul,0,0
533,538,2,-2,0,0.61,0.01,-0.01,0,nul,nul,nul,nul,nul,nul,nul,nul,1.83,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0,nul,0,0
534,1523,40,-45,0,0.4,0.061,-0.065,0,nul,nul,nul,nul,nul,nul,nul,nul,2.6,0.15,-0.15,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 V,nul,0,0
535,323.6,2.2,-2.2,0,0.21,0.04,-0.04,0,nul,nul,nul,nul,nul,nul,nul,nul,2.7,0.3,-0.3,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5,K0,nul,0,0
536,1290,22,-22,0,0.54,0.09,-0.09,0,nul,nul,nul,nul,nul,nul,nul,nul,7.8,3.5,-3.5,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5 IV/V,nul,0,0
537,297.3,6,-6,0,0.33,0.2,-0.2,0,nul,nul,nul,nul,nul,nul,nul,nul,0.61,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.7,G6/8 IV,nul,0,0
538,1016,40,-40,0,nul,nul,nul,nul,nul,nul,nul,nul,1.5,0.3,-0.3,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0,nul,0,1
539,406.6,0.4,-0.4,0,0.009,0.004,-0.004,0,nul,nul,nul,nul,nul,nul,nul,nul,1.49,0.03,-0.03,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5,K0,nul,0,0
540,110.9,0.1,-0.1,0,0.3,0.1,-0.1,0,nul,nul,nul,nul,nul,nul,nul,nul,0.15,0.02,-0.02,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5,K0,nul,0,0
541,71.484,0.002,-0.002,0,0.114,0.003,-0.003,0,nul,nul,nul,nul,nul,nul,nul,nul,7.03,0.28,-0.28,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5,nul,0,0
542,14.476,0.011,-0.011,0,0.115,0.087,-0.087,0,nul,nul,nul,nul,nul,nul,nul,nul,0.08,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5 IV,nul,0,0
543,3.0925,0.00003,-0.00003,0,0.022,0.014,-0.014,0,nul,nul,nul,nul,nul,nul,nul,nul,0.95,0.04,-0.04,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,3.8,F8 V,nul,0,0
544,396.03,0.62,-0.62,0,0.257,0.01,-0.01,0,nul,nul,nul,nul,22,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5,K0,nul,0,0
545,479,13,-13,0,0.09,0.11,-0.11,0,nul,nul,nul,nul,nul,nul,nul,nul,1.6,0.2,-0.2,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5,K0 III/IV,nul,0,0
546,663,29,-29,0,0.177,0.057,-0.057,0,nul,nul,nul,nul,nul,nul,nul,nul,3.3,0.2,-0.2,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5,K0 III,nul,0,0
547,9.3743,0.0019,-0.0019,0,0.396,0.062,-0.062,0,nul,nul,nul,nul,nul,nul,nul,nul,0.0238,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.2,K2 IV/V,nul,0,0
548,962,15,-15,0,0.28,0.02,-0.02,0,nul,nul,nul,nul,nul,nul,nul,nul,0.64,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.2,K2 IV/V,nul,0,0
549,2172,158,-158,0,0.48,0.05,-0.05,0,nul,nul,nul,nul,nul,nul,nul,nul,0.54,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.2,K2 IV/V,nul,0,0
550,956,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.37,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.1,G1 V,nul,0,0
551,634.23,nul,nul,0,0.38,0.03,-0.03,0,nul,nul,nul,nul,nul,nul,nul,nul,3.69,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5,nul,0,0
552,2950,340,-340,0,0.253,0.076,-0.076,0,nul,nul,nul,nul,nul,nul,nul,nul,3.82,0.59,-0.59,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5,nul,0,0
553,6.838,0.001,-0.001,0,0.3,0.04,-0.04,0,nul,nul,nul,nul,nul,nul,nul,nul,0.94,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0,nul,0,0
554,986,nul,nul,0,0.47,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0.75,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0 V,nul,0,0
555,3.097,nul,nul,0,0.03,0.003,-0.003,0,nul,nul,nul,nul,nul,nul,nul,nul,0.52,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5,nul,0,0
556,3810,420,-420,0,0.252,0.033,-0.033,0,nul,nul,nul,nul,nul,nul,nul,nul,1.99,0.25,-0.25,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5,nul,0,0
557,456.46,nul,nul,0,0.15,0.09,-0.09,0,nul,nul,nul,nul,nul,nul,nul,nul,1.26,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5,nul,0,0
558,14.275,nul,nul,nul,0.23,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0316,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.3,G3 V,nul,0,0
559,2.21857578,0.0000008,-0.0000008,0,0,nul,nul,0,85.78,0.25,-0.25,0,1.15,0.039,-0.039,0,nul,nul,nul,nul,1.151,0.038,-0.038,0,1.004,0.089,-0.089,0,0.84,0.04,0,nul,0.75,0.03,0,nul,5.2,K2 V,nul,0,0
560,1136.1,9.9,-9.9,0,0.531,0.028,-0.028,0,nul,nul,nul,nul,nul,nul,nul,nul,5.93,0.2,-0.2,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5,nul,0,0
561,2891,85,-85,0,0.36,0.03,-0.03,0,nul,nul,nul,nul,nul,nul,nul,nul,1.502,0.13,-0.13,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.7,G7 IV-V,nul,0,0
562,17.1,0.015,-0.015,0,0.01,0.1,-0.1,0,nul,nul,nul,nul,nul,nul,nul,nul,0.057,0.015,-0.015,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.7,G7 IV-V,nul,0,0
563,1038.1,4.9,-4.9,0,0.18,0.02,-0.02,0,nul,nul,nul,nul,nul,nul,nul,nul,1.9,0.06,-0.06,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5 V,nul,0,0
564,4885,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,3.1,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,3.8,F8 V,nul,0,0
565,24.348,0.005,-0.005,0,0,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0.72,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.15,K1/2 V,nul,0,0
566,74.72,0.1,-0.1,0,0.13,0.04,-0.04,0,nul,nul,nul,nul,nul,nul,nul,nul,0.05318,0.00283,-0.00283,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.3,K3 V,nul,0,0
567,525.8,9.2,-9.2,0,0.32,0.11,-0.11,0,nul,nul,nul,nul,nul,nul,nul,nul,0.07552,0.01573,-0.01573,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.3,K3 V,nul,0,0
568,351.5,6,-6,0,0.149,0.06,-0.06,0,nul,nul,nul,nul,nul,nul,nul,nul,2.5,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 IV,nul,0,0
569,18.20163,0.0004,-0.0004,0,0.014,0.0044,-0.0044,0,nul,nul,nul,nul,nul,nul,nul,nul,3.7,0.3,-0.3,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5,nul,0,1
570,1289,nul,nul,0,0.28,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,3,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.3,G3 V,nul,0,0
571,3638,232,-185,0,0.66,0.18,-0.09,0,nul,nul,nul,nul,nul,nul,nul,nul,6.9,3.9,-1.1,0,nul,nul,nul,nul,nul,nul,nul,nul,1.29,0.08,0,0,1.73,0.21,0,0,4.1,G1 V,nul,0,0
572,1333,15,-15,0,0.48,0.06,-0.06,0,nul,nul,nul,nul,nul,nul,nul,nul,2.58,0.16,-0.16,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,3.8,F8,nul,0,0
573,1035.7,13,-13,0,0.22,0.07,-0.07,0,nul,nul,nul,nul,nul,nul,nul,nul,0.79,0.05,-0.05,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0,nul,0,0
574,613.8,1.3,-1.4,0,0.04,0.04,-0.02,0,nul,nul,nul,nul,nul,nul,nul,nul,1.85,0.14,-0.08,0,nul,nul,nul,nul,nul,nul,nul,nul,1.44,0.09,0,0,4.3,0.09,0,0,4.8,G8 IV,nul,0,0
575,825,5.1,-3.1,0,0.181,0.024,-0.017,0,nul,nul,nul,nul,nul,nul,nul,nul,0.895,0.123,-0.063,0,nul,nul,nul,nul,nul,nul,nul,nul,1.44,0.09,0,0,4.3,0.09,0,0,4.8,G8 IV,nul,0,0
576,255.87,0.06,-0.06,0,0.435,0.001,-0.001,0,nul,nul,nul,nul,nul,nul,nul,nul,17.4,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.6,G6 V,nul,0,0
577,1383.4,18.4,-18.4,0,0.267,0.021,-0.021,0,nul,nul,nul,nul,nul,nul,nul,nul,2.44,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.6,G6 V,nul,0,0
578,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,24.09,8.379,-11.521,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 V,nul,0,0
579,1931,18,-18,0,0.131,0.023,-0.023,0,nul,nul,nul,nul,nul,nul,nul,nul,4.05,0.17,-0.17,0,nul,nul,nul,nul,nul,nul,nul,nul,1.02,nul,0,0,nul,nul,nul,nul,4.5,G5 V,nul,0,0
580,34.873,nul,nul,nul,0.17,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.054,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,1.02,nul,0,0,nul,nul,nul,nul,4.5,G5 V,nul,0,0
581,2831.6,150,-150,0,0.28,0.09,-0.09,0,nul,nul,nul,nul,nul,nul,nul,nul,1.68,0.3,-0.3,0,nul,nul,nul,nul,nul,nul,nul,nul,1.02,nul,0,0,nul,nul,nul,nul,4.5,G5 V,nul,0,0
582,1733,74,-74,0,0.37,0.08,-0.08,0,nul,nul,nul,nul,nul,nul,nul,nul,0.266,0.032,-0.032,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.15,K1/2 V,nul,0,0
583,279.8,0.1,-0.1,0,0.27,0.07,-0.07,0,nul,nul,nul,nul,nul,nul,nul,nul,1.37,0.07,-0.09,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,3.7,F7 V,nul,0,0
584,610,13,-13,0,0.229,0.058,-0.058,0,nul,nul,nul,nul,nul,nul,nul,nul,2.2,0.1,-0.1,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5,K0 III,nul,0,0
585,161.97,0.97,-0.78,0,0.13,0.18,-0.05,0,nul,nul,nul,nul,0.56,0.06,-0.03,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.94,0.1,0,nul,0.9,0.06,0,nul,4.5,G5 V,nul,0,0
586,1155.7,71.9,-37,0,0.27,0.22,-0.1,0,nul,nul,nul,nul,0.73,0.18,-0.05,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.94,0.1,0,nul,0.9,0.06,0,nul,4.5,G5 V,nul,0,0
587,123,1,-1,0,0.32,0.1,-0.1,0,nul,nul,nul,nul,nul,nul,nul,nul,0.45,0.05,-0.05,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.2,G1/3 (V),nul,0,0
588,875.5,5.8,-5.8,0,0.08,0.04,-0.04,0,nul,nul,nul,nul,nul,nul,nul,nul,9.9,1.7,-1.7,0,nul,nul,nul,nul,nul,nul,nul,nul,1.6,0.4,0,0,51.1,8.3,0,0,6.1,M1 III,nul,0,0
589,3.52474859,0.00000038,-0.00000038,0,0,nul,nul,0,86.59,0.046,-0.046,0,0.714,0.017,-0.017,0,nul,nul,nul,nul,1.38,0.017,-0.017,0,0.362,0.006,-0.006,0,1.15,0.04,0,nul,1.16,0.01,0,nul,3.8,F8,nul,0,0
590,442.1,0.4,-0.4,0,0.472,0.011,-0.011,0,nul,nul,nul,nul,nul,nul,nul,nul,1.23,0.03,-0.03,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.9,G8/K0 V,nul,0,0
591,354.8,1.1,-1.1,0,0.094,0.052,-0.052,0,nul,nul,nul,nul,1.9,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,1.68,0.18,0,nul,5.1,0.4,0,nul,5,K0,nul,0,0
592,2.245715,0.000028,-0.000028,0,0,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0.45,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,3.8,F8 V,nul,0,0
593,373.3,3.4,-3.4,0,0.111,0.06,-0.06,0,nul,nul,nul,nul,nul,nul,nul,nul,2.3,0.4,-0.4,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 IV,nul,0,0
594,951,42,-42,0,0.45,0.04,-0.04,0,nul,nul,nul,nul,nul,nul,nul,nul,4.5,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.05,G0/1 V,nul,0,0
595,7.2825,nul,nul,nul,0.34,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0087,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.3,K3 V,nul,0,0
596,10.866,nul,nul,nul,0.38,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.0097,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.3,K3 V,nul,0,0
597,191.99,nul,nul,nul,0.15,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.101,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0 V,nul,0,0
598,2277,nul,nul,nul,0.19,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.246,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0 V,nul,0,0
599,3.93,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.017,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.3,K3 V,nul,0,0
600,567,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.33,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.3,K3 V,nul,0,0
601,1311,49,-49,0,0.07,0.078,-0.078,0,nul,nul,nul,nul,nul,nul,nul,nul,1.26,0.13,-0.13,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0 V,nul,0,0
602,1294,nul,nul,0,0.34,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,2.1,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.25,G2/3 IV,nul,0,0
603,118.45,0.55,-0.55,0,0.37,0.06,-0.06,0,nul,nul,nul,nul,nul,nul,nul,nul,0.65,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5,K0 V,nul,0,0
604,7.126816,0.000039,-0.000039,0,0.1267,0.0052,-0.0052,0,nul,nul,nul,nul,nul,nul,nul,nul,1.39,0.11,-0.11,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 IV/V,nul,0,1
605,4270,220,-220,0,0.517,0.033,-0.033,0,nul,nul,nul,nul,nul,nul,nul,nul,2.6,0.15,-0.15,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.8,G8 IV/V,nul,0,1
606,1319,4,-4,0,0.4,0.05,-0.05,0,nul,nul,nul,nul,nul,nul,nul,nul,13,0.8,-0.8,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,3.8,F8 V,nul,0,0
607,225.7,0.4,-0.4,0,0.3,0.1,-0.1,0,nul,nul,nul,nul,nul,nul,nul,nul,0.21,0.02,-0.02,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.3,K3 V,nul,0,0
608,5501,130,-119,0,0.77,0.003,-0.003,0,nul,nul,nul,nul,nul,nul,nul,nul,10.39,0.09,-0.09,0,nul,nul,nul,nul,nul,nul,nul,nul,1.05,0.02,0,0,1.91,0.03,0,0,4.8,G8 V,nul,0,0
609,2093.3,32.7,-32.7,0,0.4,0.09,-0.09,0,nul,nul,nul,nul,1,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,1,0.1,0,nul,2.9,0.4,0,nul,nul,nul,nul,nul,nul
610,3.8335,0.0013,-0.0013,0,0,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0.06,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0,nul,0,0
611,672.1,3.7,-3.7,0,0.14,0.05,-0.05,0,nul,nul,nul,nul,nul,nul,nul,nul,11.1,1.8,-1.8,0,nul,nul,nul,nul,nul,nul,nul,nul,1.2,0.3,0,0,49.7,9.5,0,0,6.2,M2 III,nul,0,0
612,2209,103,-81,0,0.16,0.1,-0.07,0,nul,nul,nul,nul,nul,nul,nul,nul,1.06,0.09,-0.09,0,nul,nul,nul,nul,nul,nul,nul,nul,1.04,0.03,0,0,1.07,0.04,0,0,4.3,G3 V,nul,0,0
613,3724.7,463,-463,0,0.51,0.1,-0.1,0,nul,nul,nul,nul,nul,nul,nul,nul,1.45,0.3,-0.3,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0,nul,0,0
614,456.1,7.7,-5.8,0,0.08,0.17,-0.05,0,nul,nul,nul,nul,nul,nul,nul,nul,3.09,0.79,-0.79,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,3.7,F7 V,nul,0,0
615,3999,469,-541,0,0.16,0.27,-0.22,0,nul,nul,nul,nul,nul,nul,nul,nul,1.9,0.67,-0.53,0,nul,nul,nul,nul,nul,nul,nul,nul,1.13,0.11,0,0,1.67,0.07,0,0,4.2,G2 V,nul,0,0
616,572.38,0.61,-0.61,0,0.725,0.012,-0.012,0,nul,nul,nul,nul,nul,nul,nul,nul,7.75,0.65,-0.65,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5 V,nul,0,0
617,26.73,0.02,-0.02,0,0.05,0.03,-0.03,0,nul,nul,nul,nul,nul,nul,nul,nul,0.71,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.2,G2 V,nul,0,0
618,141.6,2.8,-2.8,0,0.1,0.08,-0.08,0,nul,nul,nul,nul,nul,nul,nul,nul,1.08,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0,nul,0,0
619,192,0.22,-0.22,0,0.05,0.03,-0.03,0,nul,nul,nul,nul,nul,nul,nul,nul,6.575,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,1.5,0.3,0,0,10.9,0.6,0,0,5.5,K5,nul,0,0
620,501.75,2.33,-2.33,0,0.15,0.02,-0.02,0,nul,nul,nul,nul,nul,nul,nul,nul,6.9,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul
621,745.7,nul,nul,nul,0.4,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.3,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,5.2,K2,nul,0,0
622,2443,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,2.54,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4,G0,nul,0,0
623,8.7836,0.0054,-0.0054,0,0,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0.0265,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,6.2,M2,nul,0,0
624,3.369,0.004,-0.004,0,0,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,0.76,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,4.5,G5,nul,0,0
625,345.72,5.37,-5.37,0,0.52,0.08,-0.08,0,nul,nul,nul,nul,nul,nul,nul,nul,1.42,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul
626,9017.8,3180.7,-3180.7,0,0.14,0.1,-0.1,0,nul,nul,nul,nul,15.04,10.55,-10.55,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul
627,57,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,0.47,nul,nul,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul
628,16.2,0.3,-0.3,0,0.25,0.05,-0.05,0,nul,nul,nul,nul,nul,nul,nul,nul,1.25,0.05,-0.05,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul
629,6.673855,0.000019,-0.000019,0,0.1427,0.00094,-0.00094,0,nul,nul,nul,nul,nul,nul,nul,nul,3.88,0.32,-0.32,0,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul,nul
