rowid,kepoi_name,Planet (earth radi)
1731,K02236.02,1.806760148
1732,K02237.01,2.870787234
1733,K00232.05,1.793447523
1734,K02238.01,1.070492282
1735,K02241.01,2.771952736
1736,K02242.01,1.521505221
1737,K02243.01,1.524453875
1738,K02245.01,2.580836304
1739,K02246.01,1.473234671
1740,K02247.01,0.892677554
1741,K02248.01,1.449754652
1742,K02248.02,1.556233807
1743,K02248.03,1.045952932
1744,K00233.01,31.55059276
1745,K02540.01,2.084807254
1746,K02541.01,2.155564018
1747,K02542.01,1.016957839
1748,K02543.01,1.363926992
1749,K02544.01,2.275050012
1750,K02545.01,0.775386669
1751,K02546.01,0.995552799
1752,K02547.01,1.575891497
1753,K02548.01,0.925003533
1754,K00250.01,3.083266115
1755,K02549.01,1.117212059
1756,K02550.01,1.878838345
1757,K02551.01,1.561803486
1758,K02552.01,1.215282092
1759,K02553.01,1.993999647
1760,K02554.01,2.238355657
1761,K02554.02,1.032574782
1762,K02555.01,1.1800293
1763,K02556.01,1.3712331
1764,K02557.01,1.47159653
1765,K00250.02,2.942745301
1766,K02558.01,29.96126851
1767,K02755.01,0.888309178
1768,K02756.01,0.944115176
1769,K02757.01,3.285673707
1770,K02758.01,32.30680226
1771,K02759.01,0.871490932
1772,K02760.01,2.034778433
1773,K02761.01,1.922085263
1774,K00265.01,1.289959472
1775,K02762.01,1.919901076
1776,K02763.01,1.049917233
1777,K02764.01,2.17872733
1778,K02765.01,0.896390673
1779,K01940.02,0.679369773
1780,K00211.01,9.586400251
1781,K01941.01,1.492673942
1782,K01942.01,2.838570464
1783,K01944.01,6.023989951
1784,K01944.02,2.41820168
1785,K01945.01,2.662634137
1786,K01945.02,1.636502709
1787,K01946.01,2.333149407
1788,K01948.01,10.98864882
1789,K01950.01,3.297249902
1790,K01952.01,1.866301107
1791,K00212.01,6.380012562
1792,K01952.02,2.059328704
1793,K01952.03,1.251921842
1794,K01952.04,2.008590021
1795,K01955.01,2.052437591
1796,K01955.02,2.073231059
1797,K01958.01,2.933801052
1798,K01959.01,2.185279893
1799,K02248.04,1.040219439
1800,K02250.01,2.916873597
1801,K02252.01,1.576568595
1802,K02253.01,2.009452775
1803,K02255.01,1.957250687
1804,K02256.01,2.743339876
1805,K02257.01,1.983242522
1806,K02259.01,2.566420664
1807,K02260.01,0.969954118
1808,K02261.01,1.049971838
1809,K00234.01,3.0283327
1810,K02261.02,0.819616472
1811,K02263.01,2.025866947
1812,K02264.01,2.184187799
1813,K02265.01,0.931064654
1814,K02266.01,2.07126529
1815,K02269.01,2.109270158
1816,K02271.01,2.171082673
1817,K02272.01,1.498789668
1818,K02273.01,1.04789686
1819,K02274.01,2.416366962
1820,K02559.01,0.993193876
1821,K02560.01,2.791392008
1822,K02561.01,1.080954542
1823,K02562.01,1.295004946
1824,K02563.01,1.422648881
1825,K02564.01,1.490140284
1826,K02565.01,1.698424433
1827,K02566.01,1.105745073
1828,K02567.01,1.28179061
1829,K00250.03,1.134878862
1830,K02569.01,1.097860155
1831,K02571.01,0.969233336
1832,K02572.01,2.034134098
1833,K02573.01,5.977685169
1834,K02574.01,1.327986182
1835,K02576.01,1.130644814
1836,K02577.01,27.73918505
1837,K02578.01,43.98954228
1838,K02579.01,1.228474586
1839,K02580.01,1.493984455
1840,K00250.04,2.97425221
1841,K02766.01,2.127508126
1842,K02767.01,0.844734631
1843,K02768.01,1.298499647
1844,K02768.02,1.280589307
1845,K02769.01,1.36948575
1846,K02770.01,2.20559284
1847,K00041.02,1.233126906
1848,K00267.01,1.302649604
1849,K02771.01,1.67745623
1850,K02773.01,1.981495172
1851,K02774.01,5.189630211
1852,K02775.01,5.543468635
1853,K02776.01,1.177277224
1854,K02777.01,1.06151527
1855,K01960.01,1.650765455
1856,K01961.01,2.182549658
1857,K01962.01,2.365999592
1858,K00213.01,65.36181989
1859,K01964.01,0.732752415
1860,K01965.01,1.486558216
1861,K01967.01,1.452484887
1862,K01968.01,3.669435503
1863,K01969.01,2.329545497
1864,K01970.01,2.977484808
1865,K01970.02,3.071841721
1866,K01971.01,2.158523593
1867,K01972.01,2.253197213
1868,K01973.01,1.850007066
1869,K00024.01,10.6616759
1870,K00214.01,7.093368297
1871,K01974.01,2.970495407
1872,K01975.01,2.318133116
1873,K01976.01,2.119099003
1874,K01977.01,1.241492345
1875,K01977.02,0.690421763
1876,K00235.01,1.89587501
1877,K02276.01,3.092919133
1878,K02278.01,2.033260422
1879,K02278.02,1.114809453
1880,K02279.01,1.693127777
1881,K02279.02,1.154856536
1882,K02280.01,2.41134333
1883,K02281.01,0.843642537
1884,K02282.01,1.434225077
1885,K02283.01,1.537122164
1886,K02285.01,3.518508126
1887,K00027.01,97.20422015
1888,K00236.01,32.10756065
1889,K02286.01,1.852191254
1890,K02287.01,0.688019157
1891,K02288.01,2.476868964
1892,K02289.01,2.213892753
1893,K02290.01,1.837338777
1894,K02291.01,2.315239067
1895,K02293.01,2.02113818
1896,K02294.01,2.361107011
1897,K02581.01,0.888352862
1898,K02582.01,1.927436524
1899,K02583.01,0.752310725
1900,K02585.01,1.202220649
1901,K02586.01,1.506543535
1902,K02587.01,1.628191874
1903,K02588.01,1.155588239
1904,K02589.01,1.209603203
1905,K02590.01,1.140473659
1906,K02592.01,2.328125775
1907,K00004.01,11.78937207
1908,K00033.01,0.486527832
1909,K00251.01,2.592794732
1910,K02593.01,0.79463264
1911,K02594.01,2.440283819
1912,K02595.01,1.815715318
1913,K02595.02,2.071920546
1914,K02596.01,21.35043574
1915,K02597.01,1.633772474
1916,K02597.02,1.705850671
1917,K02778.01,1.883643558
1918,K02779.01,2.428379995
1919,K02780.01,2.316331161
1920,K02781.01,0.639530188
1921,K00268.01,1.726213854
1922,K02785.01,1.727692549
1923,K02786.01,2.854078197
1924,K02787.01,1.344586009
1925,K02789.01,1.676036508
1926,K02790.01,0.940729685
1927,K02791.01,1.628858051
1928,K02792.01,0.518416974
1929,K01978.01,3.145230431
1930,K01978.02,3.543626286
1931,K01979.01,1.129225092
1932,K01980.01,2.755505802
1933,K01982.01,2.497509539
1934,K00215.01,41.21562377
1935,K01984.01,1.976689958
1936,K01985.01,1.636065871
1937,K01986.01,7.577384313
1938,K01988.01,1.02940771
1939,K01989.01,3.037768391
1940,K01990.01,2.401503564
1941,K01992.01,1.695279202
1942,K01996.01,2.399985554
1943,K01997.01,2.515092251
1944,K01998.01,2.963800871
1945,K00216.01,6.091044516
1946,K02000.01,2.588262542
1947,K02001.01,2.398238204
1948,K02002.01,1.386358601
1949,K02003.01,2.57078904
1950,K02295.01,0.665412813
1951,K02296.01,2.157977546
1952,K00237.01,2.389086457
1953,K02297.01,1.543609202
1954,K02298.01,1.001450106
1955,K02299.01,10.35960273
1956,K02300.01,1.269013111
1957,K02302.01,1.776181518
1958,K02303.01,1.406547049
1959,K02304.01,1.54312868
1960,K02305.01,2.413527518
1961,K02306.01,0.945278256
1962,K02307.01,1.910727487
1963,K00238.01,2.507829826
1964,K02308.01,2.983382115
1965,K02309.01,2.783528931
1966,K02310.01,2.023759205
1967,K02311.01,0.957384117
1968,K02311.02,0.774512994
1969,K02312.01,2.419468509
1970,K02313.01,2.156557824
1971,K02597.03,1.381498783
1972,K02598.01,1.321433619
1973,K02600.01,1.29947161
1974,K00251.02,0.821145403
1975,K02601.01,0.986160791
1976,K02602.01,1.400610426
1977,K02603.01,1.317229057
1978,K02604.01,1.328466703
1979,K02605.01,1.229391945
1980,K02606.01,2.909338149
1981,K02607.01,1.464497919
1982,K02608.01,1.309420586
1983,K02609.01,1.172472011
1984,K02610.01,1.10279642
1985,K00252.01,3.156893994
1986,K02611.01,1.550795179
1987,K02613.01,2.621025359
1988,K02615.01,1.647751276
1989,K02616.01,43.66191411
1990,K02617.01,1.402685405
1991,K02618.01,1.400610426
1992,K02794.01,1.868791081
1993,K02808.01,1.281856136
1994,K00270.01,1.796953144
1995,K02809.01,1.195187564
1996,K02810.01,1.490708173
1997,K02810.02,2.408067049
1998,K02811.01,1.066331405
1999,K02812.01,2.687643087
2000,K02813.01,1.247608071
2001,K02815.01,0.615067284
2002,K02816.01,1.388488184
2003,K02817.01,1.314444218
2004,K02004.01,2.198876462
2005,K02005.01,1.672240389
2006,K02006.01,0.881920429
2007,K02007.01,1.510202049
2008,K02007.02,1.523962432
2009,K02008.01,4.016066107
2010,K00216.02,1.2691114
2011,K02009.01,2.261671862
2012,K02010.01,2.505536429
2013,K02011.01,1.48730084
2014,K02012.01,2.710140221
2015,K02013.01,0.859237638
2016,K02014.01,2.385569914
2017,K02016.01,1.498658617
2018,K02017.01,1.31215082
2019,K02018.01,2.587170448
2020,K02019.01,2.652477664
2021,K00217.01,11.79037679
2022,K02020.01,2.599768844
2023,K02021.01,1.565625815
2024,K02022.01,1.868354244
2025,K02314.01,2.268934286
2026,K02315.01,2.04439978
2027,K02316.01,2.319771257
2028,K00238.02,1.409292573
2029,K02317.01,1.225329355
2030,K02318.01,1.303141046
2031,K02319.01,1.733371438
2032,K02321.01,2.213128288
2033,K02323.01,0.515118851
2034,K02324.01,0.324351888
2035,K02325.01,1.339343959
2036,K02327.01,1.388488184
2037,K02328.01,2.213783544
2038,K02329.01,1.34099302
2039,K00239.01,4.021308157
2040,K02331.01,1.352711188
2041,K02332.01,1.363097001
2042,K02333.01,1.358040606
2043,K02333.02,1.624380466
2044,K02335.01,1.908980137
2045,K02336.01,0.848251174
2046,K02619.01,1.79387344
2047,K02620.01,2.175451048
2048,K02621.01,1.709345372
2049,K02622.01,1.316409987
2050,K00253.01,2.343000094
2051,K02623.01,0.952480616
2052,K02624.01,2.821970637
2053,K02625.01,1.625035723
2054,K02626.01,1.370577844
2055,K02627.01,1.05616401
2056,K02628.01,1.190382351
2057,K02629.01,1.805231216
2058,K02631.01,1.605378033
2059,K02632.01,1.135253451
2060,K02633.01,1.427148308
2061,K00253.02,1.180051142
2062,K02634.01,2.447382429
2063,K02635.01,1.381389574
2064,K02636.01,0.606658161
2065,K02637.01,0.744917249
2066,K00271.01,2.502074492
2067,K02830.01,2.593723012
2068,K02831.01,1.109676611
2069,K02832.01,0.815684934
2070,K02833.01,1.627656748
2071,K02834.01,2.330965219
2072,K02835.01,1.715919777
2073,K02836.01,1.177921559
2074,K02837.01,1.698424433
2075,K02838.01,0.746992227
2076,K02838.02,0.658532621
2077,K00271.02,2.327317626
2078,K02022.02,2.077053388
2079,K02023.01,2.200787627
2080,K02024.01,2.30108553
2081,K02025.01,3.108317657
2082,K02025.02,2.75245886
2083,K02025.03,1.645665376
2084,K02026.01,1.937920625
2085,K00218.01,17.50451786
2086,K02028.01,3.286110544
2087,K02028.02,2.75699105
2088,K02029.01,1.33017037
2089,K02029.02,0.837690626
2090,K02031.01,1.585065086
2091,K02032.01,1.25852901
2092,K02033.01,1.496496271
2093,K02034.01,3.16860124
2094,K02035.01,2.642648818
2095,K02036.01,1.510759017
2096,K00219.01,5.048924833
2097,K02036.02,0.974497229
2098,K02037.01,5.477943001
2099,K02337.01,2.350732119
2100,K02338.01,2.0050844
2101,K02339.01,1.132151904
2102,K02339.02,1.222446228
2103,K00239.02,1.406900887
2104,K02340.01,1.822049462
2105,K02341.01,2.985511698
2106,K02342.01,1.44427234
2107,K02343.01,2.720405904
2108,K02344.01,1.003459559
2109,K02345.01,1.910727487
2110,K02346.01,2.515638298
2111,K02347.01,1.010929481
2112,K02348.01,3.049890634
2113,K02350.01,1.629840936
2114,K00240.01,4.193968203
2115,K02351.01,1.90297362
2116,K02352.01,1.145772499
2117,K02352.02,0.816510557
2118,K02352.03,1.088188572
2119,K02353.01,1.977126796
2120,K02638.01,1.530897229
2121,K02639.01,3.070094371
2122,K02639.02,3.180177436
2123,K02640.01,9.363023365
2124,K02641.01,1.19769938
2125,K02642.01,3.662882939
2126,K00254.01,9.858331632
2127,K02643.01,1.36948575
2128,K02644.01,1.395608636
2129,K02645.01,1.742981864
2130,K02646.01,1.442022627
2131,K02647.01,1.368721284
2132,K02648.01,1.546077334
2133,K02649.01,1.172472011
2134,K02650.01,1.285121496
2135,K02650.02,1.125195266
2136,K02651.01,2.293397189
2137,K00255.01,2.530261435
2138,K02652.01,1.935463414
2139,K02654.01,1.753902803
2140,K02655.01,1.79387344
2141,K02795.01,2.354554448
2142,K02797.01,1.346005731
2143,K00269.01,1.477865149
2144,K02798.01,0.585755484
2145,K02799.01,1.976253121
2146,K02800.01,1.38914344
2147,K02801.01,1.559837717
2148,K02802.01,1.639451362
2149,K02803.01,0.471347727
2150,K02804.01,1.059331083
2151,K02805.01,0.846263563
2152,K02807.01,2.669951166
2153,K02037.03,3.112467614
2154,K02038.01,1.99892499
2155,K02038.02,2.207165455
2156,K02038.03,1.563179524
2157,K02038.04,1.617303698
2158,K02039.01,1.277902756
2159,K02040.01,2.227653137
2160,K02042.01,9.625715632
2161,K00220.01,3.616228688
2162,K02043.01,2.566420664
2163,K02044.01,3.423714375
2164,K02045.01,1.54940822
2165,K02045.02,1.460675591
2166,K02046.01,2.220434396
2167,K02047.01,1.720047892
2168,K02048.01,1.744620005
2169,K02049.01,1.36018111
2170,K02051.01,2.811016935
2171,K02051.02,1.5826734
2172,K00220.02,0.871327118
2173,K02354.01,1.594675512
2174,K02355.01,1.456514713
2175,K02356.01,1.60616434
2176,K02357.01,1.458753506
2177,K02358.01,2.183215836
2178,K00241.01,2.230492581
2179,K02360.01,1.862762723
2180,K02361.01,1.889104028
2181,K02362.02,2.651167151
2182,K02363.01,1.775089425
2183,K02364.01,3.642569993
2184,K02365.01,2.537458334
2185,K02366.01,1.30970453
2186,K02367.01,1.124419879
2187,K02368.01,1.54312868
2188,K02369.01,2.334350711
2189,K00241.02,1.373854126
2190,K02369.02,1.763731648
2191,K02370.01,5.681072466
2192,K02371.01,1.902864411
2193,K02656.01,1.231335872
2194,K02657.01,0.596720107
2195,K02658.01,1.139490775
2196,K02659.01,7.680587187
2197,K02660.01,2.948653529
2198,K02662.01,0.963292345
2199,K02664.01,2.068644265
2200,K00256.01,23.68970087
2201,K02665.01,0.746992227
2202,K02666.01,2.648546125
2203,K02667.01,1.618483159
2204,K02668.01,1.325365157
2205,K02669.01,67.31666798
2206,K02670.01,19.26542099
2207,K02671.01,8.515711392
2208,K02671.02,2.211490147
2209,K02672.01,5.270008322
2210,K02672.02,3.520910733
2211,K02819.01,1.950042867
2212,K00270.02,2.127005763
2213,K02820.01,1.258092172
2214,K02821.01,4.602083693
2215,K02822.01,1.668282641
2216,K02823.01,1.544766821
2217,K02824.01,1.690561357
2218,K02825.01,1.15467088
2219,K02826.01,0.566141478
2220,K02827.01,1.446369161
2221,K02828.01,4.08879956
2222,K02829.01,1.97101107
2223,K02052.01,4.105180969
2224,K02053.01,1.714161506
2225,K02053.02,1.458141933
2226,K02055.01,2.122593703
2227,K02056.01,2.570701672
2228,K02057.01,1.118653623
2229,K02058.01,1.11164238
2230,K02059.01,0.8260358
2231,K02060.01,1.992896632
2232,K02062.01,2.457648112
2233,K00221.01,4.811459936
2234,K02063.01,1.573434286
2235,K02064.01,2.106878472
2236,K02066.01,3.494263641
2237,K02067.01,2.874391144
2238,K02069.01,3.627158364
2239,K02071.01,1.997439742
2240,K02072.01,1.015669169
2241,K02073.01,2.217387454
2242,K02073.02,1.659109052
2243,K02073.03,2.390375128
2244,K02372.01,1.202788537
2245,K02373.01,2.216404569
2246,K02374.01,1.354196436
2247,K02374.02,2.260634372
2248,K02375.01,1.558854832
2249,K02376.01,2.711778362
2250,K02377.01,1.645348669
2251,K00241.03,0.929371909
2252,K02378.01,1.535484023
2253,K02379.01,2.487899113
2254,K02380.01,4.018905551
2255,K02381.01,1.585065086
2256,K02382.01,1.801954934
2257,K02383.01,1.333512177
2258,K02384.01,9.610426317
2259,K02385.01,2.752076627
2260,K02386.01,1.934207506
2261,K02387.01,1.610183246
2262,K00028.01,37.40921785
2263,K00242.01,5.09704249
2264,K00257.01,2.608496858
2265,K02673.01,34.4075104
2266,K02674.01,7.339744681
2267,K02674.02,1.3677384
2268,K02674.03,1.015647327
2269,K02675.01,2.155793358
2270,K02675.02,0.926532464
2271,K02676.01,12.10273749
2272,K02677.01,6.513248018
2273,K02678.01,4.306344665
2274,K02679.01,14.14665675
2275,K00258.01,4.996001963
2276,K02680.01,6.194575018
2277,K01779.01,5.817016315
2278,K01779.02,4.994254613
2279,K01781.01,3.763202685
2280,K01781.02,2.2703551
2281,K01783.01,8.537662479
2282,K01784.01,5.277762189
2283,K01786.01,6.27975725
2284,K01787.01,7.979820915
2285,K01788.01,7.698169899
2286,K01790.01,6.702180262
2287,K00196.01,9.364869004
2288,K01793.01,31.77993248
2289,K01794.01,7.90206383
2290,K01797.01,2.155793358
2291,K01798.01,9.044721677
2292,K01799.01,48.76199262
2293,K01800.01,6.159409594
2294,K01801.01,3.428082751
2295,K01802.01,2.418769569
2296,K01803.01,1.822158672
2297,K01805.01,5.609027031
2298,K00025.01,28.72097747
2299,K00221.02,0.73620234
2300,K02074.01,2.293397189
2301,K02075.01,1.421141792
2302,K02076.01,2.915344665
2303,K02078.01,1.727692549
2304,K02079.01,0.659155115
2305,K02080.01,2.692339091
2306,K02080.02,2.818694355
2307,K02081.01,4.129250718
2308,K02082.01,1.960526969
2309,K02083.01,2.156885452
2310,K00222.01,2.26281856
2311,K02084.01,3.547120986
2312,K02086.01,2.242713111
2313,K02086.02,2.428936963
2314,K02086.03,2.504389731
2315,K02087.01,1.6019707
2316,K02090.01,1.534391929
2317,K02091.01,2.531910497
2318,K02388.01,0.973055665
2319,K02389.01,1.472251786
2320,K02390.01,1.655756324
2321,K02392.01,1.384982563
2322,K02393.01,1.433810081
2323,K02395.01,2.464637513
2324,K02397.01,1.693182382
2325,K02398.01,1.797477349
2326,K02399.01,0.900125634
2327,K02400.01,2.457211274
2328,K00243.01,43.5745466
2329,K02401.01,1.351094889
2330,K02402.01,1.117212059
2331,K02403.01,1.144077569
2332,K02404.01,1.533299835
2333,K02405.01,2.24665557
2334,K02406.01,1.83318882
2335,K02407.01,1.515542388
2336,K02408.01,2.129255476
2337,K02409.01,1.624380466
2338,K02410.01,2.63522258
2339,K02681.01,6.303565989
2340,K02681.02,2.513344901
2341,K02682.01,40.40747429
2342,K02683.01,4.622833477
2343,K02684.01,12.08947947
2344,K02685.01,4.917436728
2345,K02686.01,3.636618081
2346,K02687.01,1.906795949
2347,K02687.02,2.635615734
2348,K00041.01,2.074017367
2349,K00259.01,29.05265731
2350,K02688.01,4.0101688
2351,K02689.01,43.68375599
2352,K02690.01,2.801439271
2353,K00197.01,7.330723985
2354,K01805.02,4.328404962
2355,K01805.03,2.959913017
2356,K01808.01,3.986579571
2357,K01809.01,2.342803517
2358,K01809.02,1.409652964
2359,K01810.01,55.82784015
2360,K01812.01,4.824619667
2361,K01813.01,3.018110701
2362,K01814.01,4.373300942
2363,K01815.01,1.903519667
2364,K00198.01,47.14787784
2365,K01816.01,5.719623381
2366,K01818.01,3.440204993
2367,K01819.01,1.984334616
2368,K01820.01,3.22291107
2369,K01820.02,1.961771956
2370,K01822.01,3.552144618
2371,K01824.01,2.044181361
2372,K01824.02,1.813312711
2373,K01825.01,4.230771767
2374,K02092.01,3.61799788
2375,K02092.02,2.759939703
2376,K02093.01,2.119099003
2377,K00222.02,1.849046023
2378,K02094.01,2.79630643
2379,K02095.01,1.111150938
2380,K02096.01,1.714041376
2381,K02097.01,2.304864175
2382,K02098.01,2.155574939
2383,K02099.01,2.800237968
2384,K02100.01,1.289872105
2385,K02101.01,1.174219361
2386,K02102.01,3.625751747
2387,K02103.01,1.241841815
2388,K00223.01,2.825792965
2389,K02104.01,3.047378818
2390,K02105.01,1.363457392
2391,K02106.01,2.150769726
2392,K02107.01,2.211490147
2393,K02108.01,3.402320256
2394,K02109.01,2.025834184
2395,K00244.01,6.495534255
2396,K02410.02,2.68709704
2397,K02411.01,2.664709115
2398,K02412.01,9.311192589
2399,K02413.01,1.324273063
2400,K02413.02,1.260877012
2401,K02414.01,1.184572411
2402,K02414.02,1.335281369
2403,K02415.01,1.807852242
2404,K02416.01,1.567373165
2405,K02417.01,2.961365502
2406,K00244.02,3.388265007
2407,K02418.01,1.646877601
2408,K02419.01,3.267544948
2409,K02420.01,1.2781867
2410,K02421.01,0.721371704
2411,K02422.01,1.689469263
2412,K02423.01,2.097366334
2413,K02424.01,2.599729528
2414,K02425.01,1.18339295
2415,K02426.01,0.790501248
2416,K02427.01,1.537231373
2417,K02691.01,3.075947994
2418,K02692.01,3.15615137
2419,K02693.01,0.734706171
2420,K02693.02,0.923092369
2421,K02693.03,0.740985711
2422,K02694.01,1.320341525
2423,K02694.02,1.377130407
2424,K00260.01,1.659502206
2425,K02695.01,7.904575646
2426,K02696.01,5.489628405
2427,K02696.02,3.629355657
2428,K02697.01,24.71626914
2429,K02698.01,2.902348748
2430,K01826.01,2.601323985
2431,K00199.01,10.97175413
2432,K01828.01,4.703648426
2433,K01829.01,29.19166994
2434,K01830.01,2.420080082
2435,K01831.01,2.481783387
2436,K01831.02,1.044314792
2437,K01831.03,1.33098944
2438,K01831.04,1.769192117
2439,K01832.01,3.003258224
2440,K01832.02,2.599183481
2441,K01832.03,2.839444139
2442,K00199.02,1.695104467
2443,K01833.01,1.62232733
2444,K01835.01,3.385054251
2445,K01835.02,2.92703007
2446,K01835.03,3.353601947
2447,K01837.01,2.32550475
2448,K01838.01,2.413964356
2449,K01839.01,4.762927283
2450,K01840.01,4.091256772
2451,K02110.01,1.147015302
2452,K02111.01,1.743527911
2453,K02111.02,2.54217618
2454,K02113.01,2.755571328
2455,K00223.02,2.547309021
2456,K02113.02,2.383931774
2457,K02114.01,1.333446651
2458,K02115.01,3.756584596
2459,K02116.01,1.475812012
2460,K02117.01,1.752155453
2461,K02119.01,1.308066389
2462,K02120.01,2.792265683
2463,K02121.01,1.397661773
2464,K02122.01,1.662603753
2465,K02123.01,2.334350711
2466,K00224.01,6.672693727
2467,K02124.01,1.044795313
2468,K02125.01,2.539598838
2469,K02126.01,2.437553584
2470,K02128.01,20.18189527
2471,K02129.01,1.771813143
2472,K00245.01,1.94070328
2473,K02428.01,2.629216063
2474,K02429.01,1.587030855
2475,K02430.01,1.487868729
2476,K02431.01,1.067958624
2477,K02432.01,2.129583104
2478,K02433.01,2.067115333
2479,K02433.02,2.282913088
2480,K02434.01,2.155793358
2481,K02435.01,1.331590092
2482,K02436.01,2.270463217
2483,K00245.02,0.750521875
2484,K02437.01,1.322001507
2485,K02438.01,1.780331475
2486,K02439.01,1.780331475
2487,K02440.01,1.289544477
2488,K02441.01,0.755292141
2489,K02442.01,1.900461804
2490,K02443.01,1.199905409
2491,K02443.02,1.020157674
2492,K02444.01,2.426851064
2493,K02699.01,1.372434404
2494,K02700.01,1.122082798
2495,K02701.01,5.204482688
2496,K02702.01,1.834717751
2497,K02703.01,2.559758891
2498,K00260.02,2.88830442
2499,K02704.01,2.889680459
2500,K02704.02,1.946111329
2501,K02705.01,1.415353694
2502,K02706.01,1.448116511
2503,K02707.01,2.802968203
2504,K02707.02,1.388051346
2505,K02707.03,2.391030384
2506,K01841.01,2.370717437
2507,K01842.01,2.634185091
2508,K00200.01,8.521881723
2509,K01843.01,1.278601696
2510,K01843.02,0.798451692
2511,K01845.01,1.597733375
2512,K01845.02,22.16950616
2513,K01847.01,2.580617885
2514,K01848.01,2.420582445
2515,K01849.01,2.403698673
2516,K01850.01,2.152582602
2517,K01851.01,2.315675905
2518,K01852.01,2.429215447
2519,K00201.01,9.998392675
2520,K01853.01,2.124275528
2521,K01854.01,3.151892204
2522,K01856.01,4.350902096
2523,K01857.01,2.736350475
2524,K01858.01,4.219195572
2525,K01858.02,1.940214022
2526,K02130.01,1.639014525
2527,K02131.01,2.554189213
2528,K02132.01,2.128272592
2529,K02133.01,14.92324472
2530,K02134.01,2.319935071
2531,K00225.01,50.01353223
2532,K02135.01,2.548193617
2533,K02136.01,1.35692667
2534,K02137.01,2.817602261
2535,K02138.01,2.38819094
2536,K02140.01,2.534203894
2537,K02143.01,1.1446673
2538,K02144.01,4.30547099
2539,K02145.01,1.696021826
2540,K02146.01,1.488742404
2541,K02147.01,1.739814792
2542,K00226.01,2.327907357
2543,K02148.01,2.615717783
2544,K02148.02,2.357066264
2545,K02148.03,1.612400196
2546,K02445.01,2.935548402
2547,K00245.03,0.306887123
2548,K02447.01,0.590385962
2549,K02448.01,3.341807333
2550,K02449.01,2.585423098
2551,K02450.01,1.645348669
2552,K02451.01,1.822049462
2553,K02452.01,3.271913323
2554,K02453.01,1.231335872
2555,K02454.01,1.15117618
2556,K02455.01,1.798460234
2557,K02456.01,5.788097668
2558,K00245.04,0.365720405
2559,K02457.01,1.139097621
2560,K02458.01,1.828165188
2561,K02460.01,1.123983042
2562,K02461.01,2.227871555
2563,K02462.01,1.42426518
2564,K02463.01,1.01801717
2565,K02464.01,0.632060265
2566,K02465.01,1.476074115
2567,K02466.01,0.946386732
2568,K02708.01,1.518982484
2569,K02709.01,1.965769019
2570,K02710.01,1.161987909
2571,K00260.03,1.791601884
2572,K02711.01,1.761329041
2573,K02711.02,1.871412106
2574,K02712.01,1.946329748
2575,K02713.01,1.585720342
2576,K02714.01,1.753902803
2577,K02714.02,2.136572505
2578,K02715.01,5.812123734
2579,K02715.02,3.145230431
2580,K01860.01,2.572274288
2581,K01860.02,2.485430981
2582,K01860.03,1.603543315
2583,K01861.01,2.489974091
2584,K00202.01,11.24294288
2585,K01862.01,2.265002748
2586,K01863.01,2.525903981
2587,K01864.01,2.729273707
2588,K01866.01,3.910242208
2589,K01867.01,1.205158381
2590,K01867.02,2.13615751
2591,K01867.03,1.073790406
2592,K01868.01,2.03730117
2593,K01870.01,2.199477114
2594,K01871.01,2.206553882
2595,K00203.01,14.82489511
2596,K01872.01,6.902033446
2597,K01873.01,5.423775143
2598,K01874.01,2.475634898
2599,K01874.02,1.615086747
2600,K01875.01,2.138756693
2601,K02149.01,1.530460391
2602,K02150.01,2.810481809
2603,K02151.01,1.489070032
2604,K02152.01,2.032823585
2605,K02153.01,2.170897017
2606,K02153.02,1.307138109
2607,K02154.01,2.623285994
2608,K00227.01,2.938005614
2609,K02155.01,1.450737536
2610,K02156.01,3.262084478
2611,K02158.01,1.591180812
2612,K02159.01,1.060991065
2613,K02159.02,0.984107655
2614,K02160.01,1.774827322
2615,K02160.02,1.406180105
2616,K02162.01,1.892052681
2617,K02163.01,1.941306116
2618,K02164.01,1.335740049
2619,K00229.01,5.248515914
2620,K02166.01,3.232597943
2621,K02167.01,3.538384235
2622,K02466.02,1.058894245
2623,K00246.01,2.535075385
2624,K02467.01,1.266938133
2625,K02468.01,2.000017084
2626,K02469.01,2.0050844
2627,K02470.01,0.827097315
2628,K02471.01,1.785398791
2629,K02472.01,1.855685954
2630,K02473.01,1.908106461
2631,K02474.01,1.659982727
2632,K02475.01,1.206763759
2633,K02476.01,1.033579509
2634,K00246.02,1.113588492
2635,K02477.01,2.226014996
2636,K02478.01,1.053433776
2637,K02479.01,1.988375363
2638,K02481.01,20.42215592
2639,K02482.01,1.953537568
2640,K02483.01,1.394385491
2641,K02484.01,1.405524849
2642,K02715.03,2.686550993
2643,K02716.01,1.513096098
2644,K00261.01,2.648922898
2645,K02716.02,1.949387611
2646,K02717.01,1.783935385
2647,K02718.01,0.577936092
2648,K02719.01,1.82283577
2649,K02720.01,0.79122203
2650,K02721.01,2.347674256
2651,K02722.01,1.427901853
2652,K02722.02,1.409095996
2653,K02722.03,1.144470723
2654,K01876.01,2.725538745
2655,K01877.01,3.784105362
2656,K01878.01,3.207152155
2657,K01879.01,5.484495564
2658,K01880.01,1.487868729
2659,K00023.01,17.21143262
2660,K00204.01,7.116411478
2661,K01881.01,2.829833713
