rowid,kepoi_name,Planet (earth radi)
3672,K00431.02,2.792593311
3673,K00432.01,3.516542357
3674,K00433.01,4.621927039
3675,K00433.02,10.632517
3676,K00434.01,13.0423314
3677,K00435.01,3.597422831
3678,K00435.02,8.734567009
3679,K00436.01,21.94322431
3680,K00437.01,82.99913637
3681,K00438.01,1.899391552
3682,K00576.01,11.45388082
3683,K00577.01,2.876029285
3684,K00578.01,3.969106069
3685,K00579.01,1.50881509
3686,K00579.02,1.705195415
3687,K00580.01,2.945377247
3688,K00581.01,3.054695847
3689,K00581.02,2.130129151
3690,K00582.01,2.160489362
3691,K00092.01,3.322385535
3692,K00582.02,2.024960509
3693,K00582.03,1.379205386
3694,K00583.01,1.503627644
3695,K00584.01,2.287281463
3696,K02922.01,1.030718223
3697,K02923.01,1.410985318
3698,K02924.01,0.904253749
3699,K02926.01,2.621025359
3700,K02926.02,2.293397189
3701,K02927.01,1.742981864
3702,K02928.01,1.175529874
3703,K02929.01,1.518884196
3704,K02930.01,0.958640025
3705,K00277.01,3.44621151
3706,K02931.01,1.635956662
3707,K02932.01,1.745930517
3708,K02933.01,27.98490618
3709,K00732.01,2.623646385
3710,K00732.02,1.001755892
3711,K00732.03,1.040940221
3712,K00733.01,2.830707388
3713,K00733.02,2.461142812
3714,K00733.03,1.509710607
3715,K00733.04,2.539773573
3716,K00734.01,3.370857031
3717,K00112.01,2.86692013
3718,K00734.02,17.68318442
3719,K00735.01,5.736769255
3720,K00736.01,2.28723778
3721,K00736.02,1.379720854
3722,K00737.01,5.332148465
3723,K00738.01,3.816955547
3724,K00738.02,3.453244594
3725,K00739.01,1.480617225
3726,K00740.01,2.21304092
3727,K00741.01,21.83314124
3728,K00664.02,1.296806901
3729,K00664.03,1.29958082
3730,K00665.01,2.546762974
3731,K00665.02,1.178478527
3732,K00665.03,1.11000424
3733,K00666.01,2.573191646
3734,K00667.01,6.361403282
3735,K00668.01,22.98345467
3736,K00104.01,3.356463233
3737,K00669.01,2.782655256
3738,K00670.01,1.774630745
3739,K00671.01,1.425615008
3740,K00671.02,1.230296198
3741,K00671.03,1.454275921
3742,K00671.04,1.165543767
3743,K00672.01,3.333070582
3744,K00672.02,4.048392086
3745,K00672.03,0.551507419
3746,K00673.01,2.250674476
3747,K00105.01,3.365396561
3748,K00674.01,12.69785222
3749,K00675.01,2.739626757
3750,K00676.01,3.299641588
3751,K00676.02,2.560173887
3752,K00677.01,4.809909162
3753,K00678.01,3.81850632
3754,K00678.02,3.52227585
3755,K00679.01,2.605867096
3756,K00679.02,0.934919746
3757,K00680.01,8.043883144
3758,K00009.01,8.304391222
3759,K00106.01,4.974378504
3760,K00681.01,22.31840225
3761,K00682.01,10.74351742
3762,K00683.01,5.976265447
3763,K00684.01,29.67874382
3764,K00685.01,2.802050844
3765,K00686.01,11.45846761
3766,K00687.01,1.468626034
3767,K00688.01,2.285206485
3768,K00689.01,1.966970323
3769,K00690.01,4.406817304
3770,K00107.01,3.090145215
3771,K00691.01,3.273223836
3772,K00691.02,1.394341807
3773,K00692.01,1.14489664
3774,K00692.02,2.109270158
3775,K00693.01,2.032091882
3776,K00693.02,2.155957172
3777,K00694.01,2.85329189
3778,K00695.01,2.751421371
3779,K00696.01,1.499881762
3780,K00697.01,4.247808432
3781,K00108.01,2.938868368
3782,K00698.01,10.87423014
3783,K00699.01,92.47851142
3784,K00700.01,2.825530863
3785,K00700.02,1.718923035
3786,K00700.03,1.577529638
3787,K00700.04,1.846293947
3788,K00701.01,1.911286639
3789,K00701.02,1.229340616
3790,K00701.03,1.542418819
3791,K00702.01,4.268645584
3792,K00108.02,4.454552728
3793,K00703.01,1.328571544
3794,K00704.01,2.835075764
3795,K00705.01,5.131858444
3796,K00706.01,61.67163461
3797,K00707.01,5.503694575
3798,K00707.02,4.688774107
3799,K00707.03,4.100441281
3800,K00707.04,3.27757037
3801,K00707.05,1.79481264
3802,K00708.01,2.742903038
3803,K00109.01,3.177993248
3804,K00708.02,1.96658809
3805,K00709.01,2.166277459
3806,K00710.01,2.304248234
3807,K00710.02,1.831847729
3808,K00710.03,1.246900394
3809,K00711.01,3.189702679
3810,K00711.02,1.502329144
3811,K00711.03,2.834648755
3812,K00712.01,1.082483473
3813,K00713.01,2.91621834
3814,K00110.01,3.024761553
3815,K00714.01,2.579241847
3816,K00715.01,16.20776556
3817,K00716.01,6.849612939
3818,K00717.01,1.739577807
3819,K00717.02,0.948005215
3820,K00718.01,2.573726772
3821,K00718.02,3.064437324
3822,K00718.03,2.671010497
3823,K00719.01,1.64523946
3824,K00719.02,0.87984545
3825,K00111.01,2.139968917
3826,K00719.03,1.180280482
3827,K00719.04,0.8083133
3828,K00720.01,2.980204122
3829,K00720.02,2.8280536
3830,K00720.03,3.066894536
3831,K00720.04,1.572811792
3832,K00721.01,2.770161702
3833,K00722.01,2.630526576
3834,K00723.01,3.01286865
3835,K00723.02,3.336565282
3836,K00111.02,2.055670189
3837,K00723.03,4.390654314
3838,K00724.01,2.385569914
3839,K00725.01,11.40036822
3840,K00726.01,6.366907435
3841,K00727.01,3.089533642
3842,K00728.01,11.18304153
3843,K00729.01,4.373836068
3844,K00730.01,3.00111772
3845,K00730.02,1.988746675
3846,K00730.03,2.556799317
3847,K00111.03,2.364426977
3848,K00730.04,1.64454052
3849,K00731.01,10.73637513
3850,K00068.01,40.03616236
3851,K01599.02,1.898932873
3852,K02793.02,2.099004475
3853,K03077.02,1.502175159
3854,K00339.03,1.77294892
3855,K00577.02,1.456853262
3856,K04376.01,2.508714423
3857,K04377.01,3.352916112
3858,K04378.01,2.721967598
3859,K04379.01,1.007740567
3860,K04380.01,1.392930822
3861,K04381.01,1.086578825
3862,K02732.04,0.885720915
3863,K04382.01,0.894156249
3864,K04382.02,0.919674115
3865,K04383.01,0.95706741
3866,K04480.01,1.714314399
3867,K04481.01,1.281681401
3868,K04482.01,0.826193061
3869,K04483.01,0.903835477
3870,K04484.01,1.027458322
3871,K04485.01,1.934316715
3872,K04486.01,3.390951558
3873,K03158.02,0.470813693
3874,K04487.01,1.109086881
3875,K04488.01,1.319325877
3876,K04586.01,1.705501201
3877,K04587.01,1.316082358
3878,K04588.01,0.982606026
3879,K04589.01,0.878229151
3880,K04590.01,2.196222674
3881,K04591.01,1.034322132
3882,K04592.01,1.337815027
3883,K04593.01,1.228103274
3884,K00750.02,0.82529536
3885,K03172.02,0.906437937
3886,K04694.01,1.24980318
3887,K04695.01,1.586244547
3888,K04696.01,0.585274963
3889,K04697.01,1.03708513
3890,K04698.01,1.31051268
3891,K04699.01,0.63565107
3892,K04700.01,1.296533878
3893,K04701.01,1.204534795
3894,K04702.01,1.227775646
3895,K03196.01,0.784420469
3896,K04384.01,2.198865541
3897,K04704.01,1.898059198
3898,K04705.01,1.46089401
3899,K04706.01,1.404301704
3900,K04707.01,1.110768705
3901,K04708.01,1.933661459
3902,K04709.01,2.616984612
3903,K04710.01,1.488506512
3904,K04711.01,1.367847609
3905,K04712.01,1.435404538
3906,K04489.01,0.762674696
3907,K04713.01,1.058238989
3908,K04714.01,1.649061788
3909,K04715.01,1.350581605
3910,K04716.01,0.695902983
3911,K04717.01,2.919166994
3912,K04718.01,0.460241132
3913,K04719.01,1.972540002
3914,K04720.01,1.887607859
3915,K04721.01,2.182003612
3916,K04594.01,0.533214847
3917,K03197.01,1.468960215
3918,K04723.01,2.790299914
3919,K04724.01,4.095352124
3920,K04725.01,1.952598367
3921,K04726.01,1.327440135
3922,K04727.01,0.804774916
3923,K04728.01,1.461549266
3924,K04729.01,0.822565125
3925,K04730.01,5.031778959
3926,K04703.01,2.133514642
3927,K04732.01,0.791899129
3928,K03200.01,7.299992463
3929,K04733.01,1.469707207
3930,K04734.01,2.160380152
3931,K04735.01,0.966830729
3932,K04736.01,1.237287784
3933,K04737.01,1.089363665
3934,K04738.01,1.784153804
3935,K04739.01,1.747350239
3936,K03196.02,0.813304169
3937,K04741.01,1.186013975
3938,K04742.01,1.611690335
3939,K03202.01,2.185699257
3940,K04743.01,2.09708239
3941,K04744.01,0.654874107
3942,K04745.01,2.170984384
3943,K04746.01,0.987471304
3944,K04747.01,1.99915433
3945,K04748.01,1.803571233
3946,K04722.01,0
3947,K04750.01,2.241020366
3948,K04751.01,3.028048756
3949,K04752.01,2.869367512
3950,K03203.01,2.280328102
3951,K04753.01,0.589730706
3952,K04754.01,1.857618961
3953,K04755.01,1.545094449
3954,K04756.01,1.295004946
3955,K04757.01,1.126975379
3956,K04731.01,1.027736806
3957,K04759.01,1.543949935
3958,K04760.01,1.006572026
3959,K04761.01,1.31575473
3960,K04762.01,1.675293884
3961,K03204.01,0.633414462
3962,K04763.01,1.552734738
3963,K04764.01,1.798547601
3964,K04765.01,1.078661145
3965,K04766.01,0.992396648
3966,K04740.01,1.873377875
3967,K04768.01,2.12674366
3968,K04769.01,1.31051268
3969,K04770.01,2.131002826
3970,K04771.01,1.91728005
3971,K04772.01,1.325124896
3972,K03205.01,0.956038002
3973,K04772.02,1.308765329
3974,K04773.01,0.912815765
3975,K04774.01,1.42066127
3976,K04749.01,1.127040904
3977,K04776.01,1.065359441
3978,K04777.01,0.738637709
3979,K04778.01,1.494213794
3980,K04779.01,0.930464003
3981,K04780.01,1.568683677
3982,K04781.01,2.160052524
3983,K03206.01,1.31051268
3984,K04782.01,1.594784722
3985,K04783.01,0.900944704
3986,K04758.01,1.756086991
3987,K04785.01,1.99612923
3988,K04786.01,2.31469302
3989,K04787.01,0.775004436
3990,K04788.01,1.325933045
3991,K04789.01,1.360607027
3992,K04790.01,1.195984792
3993,K04791.01,2.161035409
3994,K00806.05,4.614184094
3995,K03208.01,1.221089847
3996,K04767.01,1.354742483
3997,K04793.01,1.318528649
3998,K04794.01,1.035960273
3999,K04795.01,1.625035723
4000,K04796.01,2.4830939
4001,K04797.01,3.734961137
4002,K04798.01,1.431079846
4003,K04799.01,1.122586253
4004,K04800.01,2.167260344
4005,K04801.01,2.057504907
4006,K04775.01,1.832970401
4007,K04811.01,1.880094253
4008,K03211.01,0.795044359
4009,K04812.01,0.733013425
4010,K04813.01,1.900243385
4011,K04814.01,2.293397189
4012,K04815.01,1.112406846
4013,K04816.01,1.839086127
4014,K04817.01,1.076313143
4015,K04818.01,0.928891387
4016,K04784.01,1.282118238
4017,K04827.01,1.858339742
4018,K04828.01,1.608545105
4019,K04829.01,2.288155139
4020,K04829.02,2.415274868
4021,K04830.01,1.33017037
4022,K03213.01,8.556701608
4023,K04831.01,1.339343959
4024,K04832.01,7.227653474
4025,K04833.01,1.047230682
4026,K04792.01,0.865462574
4027,K04802.01,0.872801445
4028,K04803.01,1.468730875
4029,K04804.01,1.910279728
4030,K04805.01,0.736180498
4031,K04806.01,1.095916228
4032,K04807.01,0.375680301
4033,K04808.01,1.67745623
4034,K04809.01,1.472688624
4035,K04810.01,2.270790846
4036,K03209.01,1.314649531
4037,K04819.01,1.425215302
4038,K04820.01,1.862131493
4039,K04821.01,1.469193923
4040,K03212.01,0.898094339
4041,K04822.01,0.599166397
4042,K04823.01,2.029459936
4043,K04824.01,1.493198147
4044,K04825.01,0.911898406
4045,K04826.01,0.97207278
4046,K04286.01,1.140146031
4047,K04287.01,1.240873128
4048,K04288.01,0.762813392
4049,K04288.02,0.875970701
4050,K04289.01,2.26281856
4051,K02529.02,1.752308346
4052,K04290.01,0.757498171
4053,K04291.01,1.856559629
4054,K04292.01,0.619511014
4055,K04293.01,1.205344037
4056,K04385.01,2.043613473
4057,K04386.01,1.681911973
4058,K04387.01,1.182562958
4059,K04388.01,4.965355624
4060,K04389.01,1.665142871
4061,K04390.01,11.92335015
4062,K02744.02,1.279486292
4063,K04391.01,1.713481131
4064,K04392.01,1.725071524
4065,K04393.01,1.356151284
4066,K04490.01,2.1911772
4067,K04491.01,2.138413776
4068,K04492.01,0.906514383
4069,K04493.01,1.395696004
4070,K04494.01,2.460269137
4071,K04495.01,1.387068462
4072,K04496.01,2.754806862
4073,K00701.05,0.705292806
4074,K03158.03,0.410585807
4075,K04497.01,1.26341067
4076,K04595.01,1.878401507
4077,K04596.01,0.699813771
4078,K04597.01,1.132151904
4079,K04598.01,1.064223663
4080,K04599.01,1.850367457
4081,K04600.01,0.491442255
4082,K04601.01,1.045789118
4083,K04602.01,0.807439625
4084,K04603.01,1.268302158
4085,K03174.01,1.244987046
4086,K04294.01,2.89710785
4087,K04295.01,2.221348478
4088,K04296.01,0.876375868
4089,K04297.01,0.842915203
4090,K04298.01,1.286967135
4091,K04299.01,1.94600212
4092,K02541.02,2.815412613
4093,K04300.01,2.085549878
4094,K04301.01,2.092954275
4095,K04302.01,0.899634192
4096,K04394.01,2.913946785
4097,K04395.01,2.244471383
4098,K04396.01,2.498710842
4099,K04396.02,2.498710842
4100,K04396.03,2.65488027
4101,K04397.01,1.782952501
4102,K04398.01,1.89902024
4103,K00647.02,0.784931569
4104,K02842.03,2.39644717
4105,K04399.01,3.009304056
4106,K04498.01,1.634056418
4107,K04499.01,1.102128058
4108,K04500.01,1.871848944
4109,K04500.02,2.33981118
4110,K04501.01,1.250556725
4111,K04502.01,1.874033132
4112,K04503.01,1.618919997
4113,K04504.01,1.636391315
4114,K04504.02,1.666207663
4115,K03158.04,0.420947594
4116,K04604.01,1.70246518
4117,K04605.01,0.793895476
4118,K04606.01,1.028970872
4119,K04607.01,1.175064642
4120,K04608.01,1.415550271
4121,K04609.01,2.073886315
4122,K04610.01,1.155959551
4123,K04611.01,0.681138965
4124,K04612.01,1.75224282
4125,K04613.01,0.849212216
4126,K03178.01,4.427360125
4127,K04303.01,2.53450968
4128,K04304.01,1.222756382
4129,K04305.01,1.187455539
4130,K04306.01,0.902102324
4131,K04307.01,4.042057941
4132,K04308.01,1.97205948
4133,K04309.01,1.513111387
4134,K00612.03,4.3439673
4135,K02563.02,0.897122376
4136,K04310.01,1.375225796
4137,K04400.01,0.853877642
4138,K04401.01,1.695584989
4139,K04402.01,2.839553349
4140,K04403.01,1.614131165
4141,K04404.01,1.706287509
4142,K04405.01,1.551675407
4143,K04406.01,1.349544116
4144,K04407.01,0.759315415
4145,K04408.01,0.846194761
4146,K02859.04,0.829314266
4147,K04505.01,1.330563524
4148,K04506.01,1.248263327
4149,K04507.01,11.20488341
4150,K04508.01,1.006473738
4151,K04509.01,1.083335307
4152,K04510.01,0.688805464
4153,K04511.01,2.64767245
4154,K04512.01,6.195293816
4155,K04513.01,0.883432979
4156,K04514.01,1.831736335
4157,K04614.01,1.22781933
4158,K04615.01,2.353025516
4159,K04616.01,6.066581613
4160,K04617.01,1.01327093
4161,K04618.01,1.539415561
4162,K04619.01,2.739845175
4163,K04620.01,1.256333901
4164,K04621.01,3.420110466
4165,K04622.01,1.923395776
4166,K04623.01,1.801518097
4167,K04311.01,1.76968356
4168,K04312.01,0.867100714
4169,K04313.01,2.506683128
4170,K04314.01,2.308151378
4171,K04315.01,0.801653711
4172,K04316.01,2.448367498
4173,K04317.01,1.516700008
4174,K04318.01,1.33712264
4175,K04319.01,3.796774744
4176,K02579.02,1.609571673
4177,K04409.01,1.012371045
4178,K04410.01,1.651344265
4179,K04411.01,1.248677231
4180,K04412.01,1.126464279
4181,K04413.01,2.19919317
4182,K04414.01,0.936197495
4183,K04415.01,1.366482492
4184,K04416.01,3.603909869
4185,K04417.01,1.229413787
4186,K04418.01,3.577699615
4187,K03158.05,0.507727559
4188,K04515.01,2.405009186
4189,K04516.01,0.932639454
4190,K04517.01,0.483633783
4191,K04518.01,0.568303824
4192,K04519.01,2.32550475
4193,K04520.01,1.278601696
4194,K04521.01,1.789417696
4195,K04522.01,1.16897731
4196,K04523.01,0.770581456
4197,K03179.01,1.45385328
4198,K04624.01,0.897613818
4199,K04625.01,1.705850671
4200,K04626.01,1.834390123
4201,K04627.01,1.005884007
4202,K04628.01,1.488261883
4203,K04629.01,2.127508126
4204,K04630.01,1.474706813
4205,K04631.01,0.747658405
4206,K04632.01,2.147012923
4207,K04320.01,1.080190076
4208,K04321.01,1.824517594
4209,K04322.01,2.03194991
4210,K04322.02,1.644911832
4211,K04323.01,1.92758068
4212,K04324.01,1.11468277
4213,K04325.01,1.272070974
4214,K04326.01,0.557513936
4215,K04327.01,0.926860093
4216,K04328.01,2.904096098
4217,K02949.02,1.189126443
4218,K04419.01,1.89587501
4219,K04420.01,0.542028044
4220,K04421.01,0.589815889
4221,K04422.01,3.790985554
4222,K04423.01,0.755292141
4223,K04424.01,1.10594165
4224,K04425.01,0.598292722
4225,K04426.01,2.743339876
4226,K04427.01,1.463853584
4227,K04524.01,1.343701413
4228,K03159.01,0.855878794
4229,K04524.02,0.951432205
4230,K04525.01,2.251460784
4231,K04526.01,4.544748763
4232,K04527.01,0.793580953
4233,K04528.01,1.476738108
4234,K04529.01,0.856299906
4235,K04530.01,1.050998406
4236,K04531.01,2.503625265
4237,K04633.01,1.438221048
4238,K03182.01,2.076332606
4239,K04634.01,0.950198139
4240,K04635.01,0.796038164
4241,K04636.01,3.364020523
4242,K04637.01,0.449374798
4243,K04638.01,1.87075685
4244,K04639.01,3.062449713
4245,K04639.02,2.843703305
4246,K04640.01,1.073910536
4247,K02579.03,1.387963979
4248,K04329.01,0.68649787
4249,K04330.01,1.072763838
4250,K04331.01,1.364059136
4251,K04332.01,1.104762189
4252,K04333.01,1.700390202
4253,K04334.01,1.112232111
4254,K04335.01,1.123895674
4255,K04336.01,1.950436021
4256,K04337.01,0.989437073
4257,K04428.01,1.175114878
4258,K02972.02,1.934578818
4259,K04429.01,1.982226874
4260,K04430.01,1.53277563
4261,K04431.01,1.096112805
4262,K04431.02,1.20130329
4263,K04432.01,1.968390045
4264,K04433.01,0.799423655
4265,K04434.01,0.94671436
4266,K04435.01,0.976855059
4267,K04532.01,0.898094339
4268,K04533.01,1.747350239
4269,K03161.01,4.8528053
4270,K04534.01,1.010483907
4271,K04535.01,1.021107796
4272,K04536.01,0.451187674
4273,K04537.01,1.032028735
4274,K04538.01,1.60232017
4275,K04539.01,1.23561688
4276,K04540.01,0.621466955
4277,K04641.01,1.356271414
4278,K04642.01,0.817759912
4279,K03184.01,0.556967889
4280,K04643.01,1.60581487
4281,K04644.01,1.261215561
4282,K04645.01,1.767444767
4283,K04646.01,1.305270629
4284,K04647.01,2.348635299
4285,K04648.01,1.899151292
4286,K04649.01,1.253243275
4287,K04338.01,5.604516684
4288,K02585.02,1.257942556
4289,K04339.01,1.647969695
4290,K04340.01,1.193341925
4291,K04341.01,1.39723804
4292,K04342.01,1.276002512
4293,K04343.01,1.570551158
4294,K04344.01,3.831928154
4295,K04345.01,1.606475587
4296,K04346.01,1.417767221
4297,K04436.01,1.276384745
4298,K04437.01,2.203239377
4299,K03004.02,1.823250765
4300,K04438.01,10.13443044
4301,K04439.01,1.02404116
4302,K04440.01,2.890990971
4303,K04441.01,1.174645278
4304,K04442.01,1.112483293
4305,K04443.01,1.089219509
4306,K04444.01,1.333206391
4307,K04541.01,1.728457015
4308,K04542.01,0.92892415
4309,K04543.01,3.167072309
4310,K03162.01,1.099337649
4311,K04544.01,5.526956175
4312,K04545.01,1.566062652
4313,K04546.01,0.845870409
4314,K04547.01,1.182999796
4315,K04548.01,1.1188502
4316,K04549.01,1.158493209
4317,K04650.01,0.862481157
4318,K04651.01,0.746009343
4319,K04652.01,1.024951967
4320,K03185.01,0.691486446
4321,K04653.01,1.211874759
4322,K04654.01,2.035226191
4323,K04655.01,1.238423561
4324,K04656.01,1.310643731
4325,K04657.01,0.653401964
4326,K04658.01,1.82633047
4327,K04347.01,1.115386078
4328,K04348.01,2.433840465
4329,K02585.03,0.960694254
4330,K04349.01,1.638140849
4331,K04350.01,1.988539177
4332,K04351.01,5.473579818
4333,K04352.01,1.820957368
4334,K04353.01,4.231809256
4335,K04354.01,0.953179556
4336,K04355.01,2.293397189
4337,K04445.01,1.750735731
4338,K04446.01,5.313272714
4339,K04447.01,0.900322211
4340,K03043.02,1.089822344
4341,K04448.01,3.367799168
4342,K04449.01,0.554425494
4343,K04450.01,2.210048583
4344,K04451.01,2.379071956
4345,K04452.01,1.278073122
4346,K04453.01,2.200350789
4347,K04550.01,2.046182077
4348,K04551.01,1.277402577
4349,K04552.01,1.782297244
4350,K04553.01,0.50537082
4351,K03164.01,1.178215332
4352,K04554.01,0.794528891
4353,K04555.01,1.675239279
4354,K04556.01,1.670908035
4355,K04557.01,0.807592518
4356,K04558.01,1.065446809
4357,K04659.01,1.29379709
4358,K04660.01,0.665216236
4359,K04661.01,0.789256261
4360,K04662.01,0.32762817
4361,K03188.01,1.14020566
4362,K04663.01,0.777920327
4363,K04664.01,1.20305064
4364,K04665.01,1.949057799
4365,K04666.01,1.235158201
4366,K04667.01,2.670431687
4367,K04355.02,2.184187799
4368,K04355.03,2.511815969
4369,K04355.04,1.965769019
4370,K02590.02,1.176627428
4371,K04355.05,2.730234749
4372,K04356.01,1.888230353
4373,K04357.01,0.682340269
4374,K04358.01,2.539773573
4375,K04359.01,0.743257266
4376,K04360.01,1.047864097
4377,K04454.01,2.158414383
4378,K04455.01,1.41972207
4379,K04456.01,1.107121112
4380,K04457.01,1.583699969
4381,K03061.02,1.222053074
4382,K04458.01,2.904364753
4383,K04459.01,2.416257753
4384,K04460.01,1.881240952
4385,K04461.01,1.028610481
4386,K04462.01,3.564594488
4387,K04559.01,0.903980725
4388,K04560.01,1.291947083
4389,K04561.01,1.66304059
4390,K04562.01,1.612258224
4391,K04563.01,1.388706603
4392,K03165.01,1.21363849
4393,K04564.01,1.654522258
4394,K04565.01,0.798482271
4395,K04566.01,1.482189841
4396,K04567.01,1.228802214
4397,K04668.01,2.019500039
4398,K04669.01,1.364767905
4399,K04670.01,5.036300228
4400,K04671.01,2.822407474
4401,K04672.01,2.069954777
4402,K03190.01,0.754422834
4403,K04673.01,1.086152909
4404,K04674.01,0.817978331
4405,K04675.01,1.0025422
4406,K04676.01,4.277513386
4407,K04361.01,3.76837921
4408,K04362.01,1.874033132
4409,K04363.01,5.831781424
4410,K04364.01,1.534557927
4411,K02722.05,1.269837642
4412,K04365.01,3.005660831
4413,K04365.02,2.170755044
4414,K04365.03,3.055755178
4415,K04366.01,1.919682657
4416,K04367.01,2.53634549
4417,K04463.01,1.097426594
4418,K04464.01,1.23712397
4419,K04465.01,1.139556301
4420,K04466.01,2.23123302
4421,K04467.01,1.413191348
4422,K03157.01,1.699571131
4423,K04468.01,1.179461412
4424,K04469.01,1.026906815
4425,K04470.01,1.301033305
4426,K04471.01,1.68095093
4427,K04568.01,0.759519636
4428,K04569.01,4.588629096
4429,K04570.01,1.707215789
4430,K04571.01,1.587797505
4431,K04572.01,1.101704326
4432,K04573.01,0.943569129
4433,K03167.01,1.179469712
4434,K04574.01,4.503795242
4435,K04575.01,1.973782804
4436,K04576.01,1.77410654
4437,K04677.01,0.901632724
4438,K04678.01,1.626783073
4439,K04679.01,0.728863469
4440,K04680.01,2.083916106
4441,K04681.01,1.473737034
4442,K04682.01,1.212224229
4443,K03193.01,6.192172411
4444,K04683.01,1.765653733
4445,K04684.01,0.947828296
4446,K04685.01,1.601577546
4447,K04368.01,1.982805684
4448,K04368.02,2.752600832
4449,K04369.01,4.329497056
4450,K04370.01,1.251539609
4451,K04371.01,2.072077808
4452,K02732.02,1.106544486
4453,K04372.01,1.360312161
4454,K04373.01,1.211219502
4455,K04374.01,0.923736704
4456,K04375.01,2.788691063
4457,K04472.01,0.698503258
4458,K04473.01,1.36136494
4459,K04474.01,1.935081181
4460,K04475.01,1.848340531
4461,K04476.01,0.868411227
4462,K04477.01,1.488742404
4463,K03158.01,0.304377491
4464,K04477.02,1.90483018
4465,K04478.01,1.222249651
4466,K04479.01,2.50691902
4467,K04577.01,2.517766789
4468,K04578.01,1.140550106
4469,K04579.01,1.155653765
4470,K04580.01,1.205055724
4471,K04581.01,0.993193876
4472,K04582.01,0.815302701
4473,K04583.01,2.418769569
4474,K03168.01,1.234601233
4475,K04584.01,1.286333721
4476,K04585.01,0.843855496
4477,K04686.01,0.877178557
4478,K04687.01,1.576328335
4479,K04688.01,1.008002669
4480,K04689.01,2.512908063
4481,K04690.01,2.234424119
4482,K04691.01,0.825622988
4483,K04692.01,0.88472711
4484,K00806.04,3.590804742
4485,K03194.01,1.430293539
4486,K04693.01,0.790457565
4487,K03246.01,1.680863563
4488,K03247.01,0.867771042
4489,K03248.01,0.68101119
4490,K03249.01,0.638221859
4491,K03250.01,2.226612371
4492,K03252.01,0.720781974
4493,K03253.01,1.927108895
4494,K03254.01,0.398286645
4495,K03255.01,1.620088537
4496,K03256.01,1.17072466
4497,K01562.02,1.984378299
4498,K03353.01,1.816166352
4499,K03354.01,1.621759441
4500,K03355.01,1.659436681
4501,K03356.01,1.552051087
4502,K03357.01,29.44031351
4503,K03358.01,3.9736601
4504,K03360.01,22.55236938
4505,K03361.01,2.505700243
4506,K03362.01,40.13043191
4507,K03459.01,1.748944697
4508,K01750.02,1.02766036
4509,K03460.01,1.254652077
4510,K03461.01,1.823796812
4511,K03462.01,1.365335793
4512,K03462.02,1.657907749
4513,K03464.01,8.152437277
4514,K03465.01,0.963060821
4515,K03466.01,26.60318155
4516,K03467.01,29.56647875
4517,K01837.02,1.398360713
4518,K03582.01,42.81120572
4519,K03583.01,69.5409247
4520,K03584.01,36.82271975
4521,K03585.01,42.71637921
4522,K03586.01,23.79711486
4523,K03587.01,40.51668368
4524,K03588.01,88.24118709
4525,K03589.01,26.62270033
4526,K03590.01,33.65179287
4527,K03591.01,49.11555802
4528,K01151.03,0.70445517
4529,K03592.01,17.08127665
4530,K03593.01,25.41099822
4531,K03594.01,36.29742367
4532,K03595.01,26.8169336
4533,K03596.01,122.9189798
4534,K03597.01,34.70100605
4535,K03598.01,43.46533721
4536,K03599.01,39.26951244
4537,K03600.01,10.68586683
4538,K03601.01,43.70995532
4539,K03363.01,1.723188754
4540,K03602.01,30.93399655
4541,K03603.01,45.81787358
4542,K03604.01,52.18568494
4543,K03605.01,23.29698391
4544,K03606.01,59.22065264
4545,K03607.01,139.2419722
4546,K03608.01,29.7789762
4547,K03609.01,115.806074
4548,K03610.01,27.71878474
4549,K03610.02,16.63204404
4550,K03468.01,1.13959234
4551,K03611.01,62.1984061
4552,K03612.01,52.30262657
4553,K03613.01,22.29709549
4554,K03614.01,63.09405011
4555,K03615.01,23.53910112
4556,K03616.01,29.26811651
4557,K03617.01,115.8753018
4558,K03618.01,71.26968641
4559,K03619.01,23.51335392
4560,K03620.01,25.94933052
4561,K01873.02,3.268671989
4562,K03621.01,29.75868509
4563,K03622.01,16.85513699
4564,K03623.01,30.70352323
4565,K03624.01,33.21068306
4566,K03625.01,78.94497803
4567,K03626.01,49.22665673
4568,K03627.01,17.24535251
4569,K03627.02,23.09553626
4570,K03628.01,54.60469498
4571,K01875.02,1.366237863
4572,K00352.02,2.211053309
4573,K01905.03,1.372827558
4574,K03630.01,47.440559
4575,K03631.01,75.39816283
4576,K03632.01,19.15194151
4577,K03633.01,59.0605473
4578,K03634.01,76.29728811
4579,K03635.01,31.04058491
4580,K03636.01,54.60469498
4581,K03637.01,54.60469498
4582,K01899.02,1.066822847
4583,K03639.01,137.5439846
4584,K01915.02,1.550157397
4585,K03640.01,16.73980095
4586,K03641.01,21.53065307
4587,K03641.02,1.320341525
4588,K03642.01,26.80715499
4589,K03643.01,41.06813868
4590,K03644.01,128.8260753
4591,K03644.02,11.48877931
4592,K03645.01,54.60469498
4593,K01905.02,1.316409987
4594,K03647.01,45.43511749
4595,K01922.03,3.759244937
4596,K03648.01,44.40376945
4597,K03649.01,65.41402198
4598,K03650.01,11.21090085
4599,K03651.01,49.37684149
4600,K03652.01,55.05949749
4601,K03653.01,137.5690189
4602,K03654.01,65.21949822
4603,K03629.01,39.85026614
