1472,0.142,Kepler-370 b,2014
1499,0.142,Kepler-382 c,2014
696,0.143,Kepler-49 d,2014
849,0.143,Kepler-114 c,2013
1522,0.143,Kepler-394 b,2014
733,0.144,Kepler-62 e,2013
813,0.144,Kepler-100 d,2014
827,0.144,Kepler-105 c,2014
905,0.144,Kepler-138 c,2014
906,0.144,Kepler-138 d,2014
909,0.144,Kepler-140 b,2014
929,0.144,Kepler-149 c,2014
1053,0.145,Kepler-202 b,2014
1068,0.145,Kepler-208 b,2014
1080,0.145,Kepler-213 b,2014
1084,0.145,Kepler-215 b,2014
1187,0.145,Kepler-253 b,2014
1352,0.145,Kepler-319 b,2014
1362,0.145,Kepler-323 c,2014
605,0.146,Kepler-9 d,2010
630,0.146,Kepler-21 b,2011
687,0.146,Kepler-46 d,2014
762,0.146,Kepler-80 e,2014
888,0.146,Kepler-130 d,2014
1001,0.146,Kepler-179 b,2014
1061,0.146,Kepler-205 c,2014
1170,0.146,Kepler-247 b,2014
1211,0.146,Kepler-262 c,2014
1382,0.146,Kepler-331 d,2014
1463,0.146,Kepler-365 c,2014
1451,0.147,Kepler-360 b,2014
1535,0.147,Kepler-400 b,2014
1492,0.148,Kepler-379 b,2014
1523,0.148,Kepler-394 c,2014
637,0.149,Kepler-24 d,2014
1273,0.149,Kepler-288 b,2014
1308,0.149,Kepler-300 b,2014
1360,0.149,Kepler-322 c,2014
93,0.15,CoRoT-7 b,2009
1022,0.15,Kepler-188 b,2014
1108,0.151,Kepler-223 b,2014
1228,0.151,Kepler-269 c,2014
1458,0.151,Kepler-363 c,2014
1478,0.151,Kepler-372 d,2014
1336,0.152,Kepler-311 b,2014
1407,0.152,Kepler-341 c,2014
698,0.153,Kepler-50 b,2012
746,0.153,Kepler-69 c,2013
787,0.153,KOI-94 b,2013
1101,0.153,Kepler-221 b,2014
1349,0.153,Kepler-317 c,2014
1537,0.153,Kepler-401 b,2014
1546,0.153,Kepler-404 c,2014
1131,0.154,Kepler-231 b,2014
1147,0.154,Kepler-238 b,2014
1373,0.154,Kepler-327 d,2014
663,0.155,Kepler-33 b,2011
761,0.155,Kepler-80 d,2014
1207,0.155,Kepler-260 c,2014
872,0.156,Kepler-124 c,2014
1087,0.156,Kepler-215 e,2014
1297,0.156,Kepler-296 e,2014
1312,0.156,Kepler-301 d,2014
1422,0.156,Kepler-347 c,2014
1544,0.156,Kepler-403 c,2014
894,0.157,Kepler-133 b,2014
768,0.158,Kepler-82 d,2014
1063,0.158,Kepler-206 c,2014
1085,0.158,Kepler-215 c,2014
1230,0.158,Kepler-270 c,2014
1270,0.158,Kepler-286 e,2014
1289,0.158,Kepler-294 b,2014
1357,0.158,Kepler-321 b,2014
1475,0.159,Kepler-371 c,2014
1059,0.16,Kepler-204 c,2014
1234,0.16,Kepler-272 c,2014
1298,0.16,Kepler-296 f,2014
1465,0.16,Kepler-366 c,2014
1487,0.16,Kepler-376 c,2014
608,0.161,Kepler-11 b,2010
833,0.161,Kepler-107 c,2014
898,0.161,Kepler-135 b,2014
910,0.161,Kepler-140 c,2014
926,0.161,Kepler-148 b,2014
1442,0.161,Kepler-356 c,2014
846,0.162,Kepler-113 b,2014
1262,0.162,Kepler-283 c,2014
1380,0.162,Kepler-331 b,2014
840,0.163,Kepler-110 b,2014
704,0.164,Kepler-52 c,2012
1117,0.164,Kepler-225 c,2014
1239,0.164,Kepler-274 c,2014
1381,0.164,Kepler-331 c,2014
1436,0.164,Kepler-354 b,2014
1443,0.164,Kepler-357 b,2014
1054,0.165,Kepler-202 c,2014
1091,0.165,Kepler-217 c,2014
1408,0.165,Kepler-341 d,2014
1427,0.165,Kepler-350 b,2014
1029,0.166,Kepler-191 c,2014
1216,0.166,Kepler-265 b,2014
1306,0.166,Kepler-299 d,2014
1307,0.167,Kepler-299 e,2014
903,0.168,Kepler-137 c,2014
1281,0.168,Kepler-291 c,2014
1556,0.168,Kepler-411 b,2013
981,0.169,Kepler-171 d,2014
1474,0.169,Kepler-371 b,2014
1534,0.169,Kepler-399 d,2014
625,0.17,Kepler-20 b,2011
632,0.17,Kepler-23 b,2011
950,0.17,Kepler-158 c,2014
1039,0.17,Kepler-196 b,2014
1425,0.17,Kepler-349 b,2014
1473,0.17,Kepler-370 c,2014
1132,0.172,Kepler-231 c,2014
1302,0.172,Kepler-298 c,2014
1377,0.172,Kepler-329 c,2014
772,0.173,Kepler-83 d,2014
705,0.174,Kepler-52 d,2014
732,0.174,Kepler-62 d,2013
1379,0.174,Kepler-330 c,2014
857,0.175,Kepler-118 b,2014
988,0.175,Kepler-174 b,2014
1301,0.175,Kepler-298 b,2014
1411,0.175,Kepler-342 c,2014
1426,0.175,Kepler-349 c,2014
778,0.176,Kepler-85 b,2012
1012,0.176,Kepler-184 c,2014
1115,0.176,Kepler-224 e,2014
1421,0.176,Kepler-347 b,2014
725,0.177,Kepler-59 c,2012
1222,0.177,Kepler-267 b,2014
1237,0.177,Kepler-273 c,2014
21,0.178,55 Cnc e,2011
620,0.178,Kepler-18 b,2011
659,0.178,Kepler-32 c,2011
674,0.178,Kepler-37 d,2013
809,0.178,Kepler-98 b,2014
896,0.178,Kepler-134 b,2014
901,0.178,Kepler-136 c,2014
913,0.178,Kepler-142 b,2014
1002,0.178,Kepler-179 c,2014
1006,0.178,Kepler-181 c,2014
1109,0.178,Kepler-223 c,2014
1144,0.178,Kepler-236 c,2014
1151,0.178,Kepler-238 f,2013
1159,0.178,Kepler-242 c,2014
1161,0.178,Kepler-243 c,2014
1209,0.178,Kepler-261 c,2014
1409,0.178,Kepler-341 e,2014
1206,0.179,Kepler-260 b,2014
1229,0.179,Kepler-270 b,2014
1254,0.179,Kepler-280 c,2014
1015,0.18,Kepler-185 c,2014
1414,0.18,Kepler-343 c,2014
1037,0.181,Kepler-195 b,2014
692,0.182,Kepler-48 d,2014
1130,0.182,Kepler-230 c,2014
1462,0.182,Kepler-365 b,2014
900,0.183,Kepler-136 b,2014
956,0.183,Kepler-161 c,2014
1141,0.183,Kepler-235 d,2014
1163,0.183,Kepler-244 c,2014
1397,0.183,Kepler-337 c,2014
1459,0.183,Kepler-363 d,2014
1009,0.184,Kepler-183 b,2014
1489,0.184,Kepler-377 c,2014
936,0.186,Kepler-151 c,2014
943,0.186,Kepler-155 b,2014
1146,0.186,Kepler-237 c,2014
1348,0.186,Kepler-317 b,2014
1477,0.186,Kepler-372 c,2014
1547,0.186,Kepler-405 b,2014
703,0.187,Kepler-52 b,2012
709,0.187,Kepler-54 b,2012
1394,0.187,Kepler-336 c,2014
1452,0.187,Kepler-360 c,2014
708,0.189,Kepler-53 d,2014
949,0.189,Kepler-158 b,2014
955,0.189,Kepler-161 b,2014
1329,0.189,Kepler-308 b,2014
1049,0.19,Kepler-200 b,2014
1083,0.19,Kepler-214 c,2014
1223,0.19,Kepler-267 c,2014
1261,0.19,Kepler-283 b,2014
690,0.191,Kepler-48 b,2012
729,0.192,Kepler-61 b,2013
861,0.192,Kepler-120 b,2014
1186,0.192,Kepler-252 c,2014
1191,0.192,Kepler-254 c,2014
1196,0.192,Kepler-256 c,2014
1295,0.192,Kepler-296 c,2014
1461,0.192,Kepler-364 c,2014
1538,0.192,Kepler-401 c,2014
915,0.193,Kepler-142 d,2014
1280,0.193,Kepler-291 b,2014
1330,0.193,Kepler-308 c,2014
699,0.194,Kepler-50 c,2012
779,0.194,Kepler-85 c,2012
847,0.194,Kepler-113 c,2014
1166,0.194,Kepler-245 c,2014
1180,0.194,Kepler-250 d,2014
1208,0.194,Kepler-261 b,2014
1318,0.194,Kepler-304 c,2014
719,0.195,Kepler-57 b,2012
990,0.195,Kepler-174 d,2014
634,0.196,Kepler-23 d,2014
658,0.196,Kepler-32 b,2011
777,0.196,Kepler-84 f,2014
812,0.196,Kepler-100 c,2014
867,0.196,Kepler-122 d,2014
975,0.196,Kepler-169 e,2014
1126,0.196,Kepler-229 b,2014
1155,0.196,Kepler-240 c,2014
623,0.197,Kepler-19 b,2011
713,0.197,Kepler-55 c,2012
841,0.197,Kepler-110 c,2014
819,0.198,Kepler-102 e,2013
1142,0.198,Kepler-235 e,2014
607,0.199,Kepler-10 c,2011
773,0.199,Kepler-84 b,2012
965,0.199,Kepler-165 c,2014
1090,0.199,Kepler-217 b,2014
1139,0.199,Kepler-235 b,2014
1284,0.199,Kepler-292 d,2014
367,0.2,HD 97658 b,2010
745,0.2,Kepler-69 b,2013
944,0.2,Kepler-155 c,2014
948,0.2,Kepler-157 c,2014
1040,0.2,Kepler-196 c,2014
1263,0.2,Kepler-284 b,2014
984,0.201,Kepler-172 d,2014
1235,0.201,Kepler-272 d,2014
1278,0.201,Kepler-290 b,2014
1309,0.201,Kepler-300 c,2014
1410,0.201,Kepler-342 b,2014
941,0.202,Kepler-154 b,2014
960,0.202,Kepler-163 c,2014
1072,0.202,Kepler-209 b,2014
141,0.203,GJ 1214 b,2009
726,0.203,Kepler-60 b,2012
864,0.203,Kepler-121 c,2014
966,0.203,Kepler-166 b,2014
1010,0.203,Kepler-183 c,2014
1119,0.203,Kepler-226 c,2014
1179,0.203,Kepler-250 c,2014
1224,0.203,Kepler-267 d,2014
1296,0.203,Kepler-296 d,2014
1326,0.203,Kepler-306 e,2014
1354,0.204,Kepler-319 d,2014
1493,0.204,Kepler-379 c,2014
