rowid,tce_prad,tce_prad_err,flag
4580,1.347,5.74E-01,0
4700,1.347,1.27E-01,0
10712,1.347,7.86E-01,0
11184,1.347,4.41E-01,0
12804,1.347,1.99E+00,0
13448,1.347,3.10E+00,0
6556,1.348,2.09E-01,0
7645,1.348,0.00E+00,0
8049,1.348,0.00E+00,0
9445,1.348,2.35E+00,0
10684,1.348,1.01E+00,0
11462,1.348,2.92E+01,2
12874,1.348,1.60E-01,0
1029,1.349,2.62E+00,0
1582,1.349,4.74E-01,0
9761,1.349,2.67E-01,0
15584,1.349,5.44E-01,0
4718,1.35,2.43E+00,0
10002,1.35,7.52E-01,0
15575,1.35,2.64E-01,0
5079,1.351,5.21E-01,0
5374,1.351,1.55E-01,0
7105,1.351,3.91E-01,0
9110,1.351,1.40E-01,0
3031,1.352,9.19E-01,0
7190,1.352,4.55E-01,0
14591,1.352,6.32E-01,0
3890,1.353,8.49E-02,0
10583,1.353,4.33E+00,0
4499,1.354,4.90E-01,0
4912,1.354,2.03E+00,0
8029,1.354,4.21E-01,0
10423,1.354,1.66E-01,0
1876,1.355,1.14E+00,0
5813,1.355,1.47E-01,0
11365,1.355,1.02E+00,0
13287,1.355,3.08E-01,0
14419,1.355,7.40E-01,0
3505,1.356,4.77E-01,0
4794,1.356,3.04E+00,0
4800,1.356,7.95E-01,0
9699,1.356,5.13E-01,0
11243,1.356,4.08E+00,0
11900,1.356,7.15E-01,0
9534,1.357,2.61E-01,0
11082,1.357,6.30E-01,0
7882,1.358,7.23E-01,0
13898,1.358,7.77E-01,0
1687,1.359,7.68E-01,0
3880,1.359,6.52E-01,0
15034,1.359,2.67E-01,0
1080,1.36,8.47E-01,0
3700,1.36,6.19E-01,0
7160,1.36,3.44E-01,0
12447,1.36,4.69E-01,0
7691,1.361,1.52E+00,0
9489,1.361,8.57E-01,0
14930,1.361,1.67E+00,0
1228,1.362,5.10E-01,0
3624,1.362,2.46E-01,0
3753,1.362,2.25E+00,0
3921,1.362,1.73E+00,0
5816,1.362,4.58E+00,0
10033,1.362,8.08E-01,0
12357,1.362,8.58E-01,0
3030,1.363,8.43E-01,0
6518,1.363,5.16E+00,0
9986,1.363,2.82E-01,0
10412,1.363,2.87E+00,0
1747,1.364,6.23E-01,0
10953,1.364,2.44E+00,0
770,1.365,2.41E+00,0
953,1.365,1.89E-01,0
2355,1.365,4.27E-01,0
5761,1.365,5.16E-01,0
11246,1.365,3.23E+00,0
13031,1.365,0.00E+00,0
13052,1.365,1.90E-01,0
1027,1.366,6.75E-01,0
4709,1.366,5.44E-01,0
15206,1.366,7.74E-01,0
15827,1.366,1.25E+00,0
3473,1.367,3.87E-01,0
7273,1.367,1.62E+00,0
11965,1.367,4.12E-01,0
734,1.368,4.13E-01,0
5074,1.368,9.40E-01,0
5500,1.368,5.19E-01,0
7165,1.368,4.18E-01,0
11679,1.368,3.54E+00,0
12915,1.368,1.67E-01,0
394,1.369,9.61E-01,0
645,1.369,1.43E-01,0
2867,1.369,1.08E+00,0
3764,1.369,1.76E-01,0
4373,1.369,9.71E-01,0
14312,1.369,1.97E+00,0
4051,1.37,9.86E-01,0
6130,1.37,1.25E+00,0
7548,1.37,5.22E-01,0
8341,1.37,1.20E+00,0
9382,1.37,1.02E+00,0
11161,1.37,6.56E-01,0
12532,1.37,3.40E-01,0
12709,1.37,1.68E+00,0
13034,1.37,1.10E+00,0
14227,1.37,1.47E+00,0
6864,1.371,1.87E+00,0
15273,1.371,2.37E+00,0
1107,1.372,2.18E+00,0
3415,1.372,8.50E-01,0
4342,1.372,2.65E-01,0
8898,1.372,4.07E-01,0
9396,1.372,2.28E-01,0
13988,1.372,1.30E+00,0
9671,1.373,5.70E-01,0
11576,1.373,2.07E+00,0
13015,1.373,9.80E-01,0
748,1.374,1.41E-01,0
6983,1.374,8.12E-01,0
11394,1.374,9.45E-01,0
96,1.375,2.24E+00,0
5518,1.375,5.74E-01,0
8055,1.375,1.25E+00,0
12272,1.375,1.93E+00,0
14548,1.375,1.18E+00,0
2881,1.376,3.93E-01,0
8182,1.376,4.11E+00,0
9662,1.377,2.15E+00,0
12962,1.377,5.96E-01,0
8328,1.378,3.28E+00,0
9755,1.378,5.28E-01,0
4638,1.379,9.44E-01,0
7270,1.379,0.00E+00,0
2933,1.38,5.22E-02,0
3562,1.38,2.03E-01,0
3854,1.38,1.39E+00,0
4535,1.38,1.35E+00,0
9526,1.381,1.63E+00,0
9663,1.381,4.11E+00,0
11359,1.381,9.93E-01,0
16259,1.381,5.66E-01,0
1741,1.382,3.54E-01,0
12647,1.382,1.15E+00,0
322,1.383,1.03E+00,0
1070,1.383,2.16E+01,2
2617,1.383,5.74E-01,0
4585,1.383,2.47E+00,0
5291,1.383,1.04E+00,0
6676,1.383,2.23E-01,0
10753,1.383,1.35E+00,0
13690,1.383,6.85E-02,0
6961,1.384,5.11E-01,0
10481,1.384,6.89E-01,0
12110,1.385,1.18E+00,0
3850,1.386,1.67E+00,0
5818,1.386,2.48E+00,0
6510,1.387,1.07E-01,0
7200,1.387,1.30E+00,0
8090,1.387,3.55E+00,0
13238,1.387,3.79E-01,0
16280,1.387,7.85E-01,0
34,1.388,6.65E+00,0
665,1.388,5.27E-02,0
4637,1.388,6.59E+00,0
9048,1.388,5.49E-01,0
9754,1.388,8.05E-01,0
12460,1.388,4.58E-01,0
14592,1.388,3.91E-01,0
1627,1.389,0.00E+00,0
7253,1.389,2.71E+00,0
11818,1.389,2.02E+00,0
13002,1.389,9.37E-01,0
14391,1.389,2.31E-01,0
15931,1.389,9.01E-02,0
7552,1.39,5.80E-01,0
8779,1.39,1.38E-01,0
3333,1.391,5.28E-01,0
7677,1.391,5.16E-01,0
552,1.392,3.51E-01,0
3238,1.392,4.35E-01,0
3503,1.392,1.78E-01,0
3721,1.392,6.51E-02,0
4094,1.392,9.04E-01,0
4512,1.392,2.35E-01,0
7426,1.392,4.09E-02,0
8717,1.392,1.74E-01,0
15083,1.392,3.91E+00,0
864,1.393,8.26E-01,0
4764,1.393,9.85E-01,0
5209,1.393,2.84E+00,0
10971,1.393,0.00E+00,0
11001,1.393,6.85E-01,0
12220,1.393,2.45E+00,0
13744,1.393,5.00E-01,0
5340,1.394,7.94E-01,0
10528,1.394,2.55E+00,0
4347,1.395,2.04E-01,0
12641,1.395,1.69E+00,0
5582,1.396,2.75E-01,0
10469,1.396,1.15E+00,0
11118,1.396,4.15E-01,0
11130,1.396,1.23E+00,0
14511,1.396,4.14E-01,0
294,1.397,4.42E+00,0
10886,1.397,3.47E-01,0
13987,1.397,6.78E-01,0
4543,1.398,4.14E+00,0
6324,1.398,3.20E+00,0
11835,1.398,1.05E+00,0
14182,1.398,3.12E-01,0
2810,1.399,1.08E+00,0
12544,1.399,1.31E+00,0
4053,1.4,2.58E+00,0
10731,1.401,3.20E-01,0
13306,1.401,5.62E-02,0
13700,1.401,1.13E+00,0
15527,1.401,8.76E-01,0
4060,1.402,7.67E-02,0
7074,1.402,1.80E+00,0
10849,1.402,5.11E-01,0
14211,1.402,3.16E-01,0
3613,1.403,3.64E-01,0
11027,1.403,2.85E+00,0
12674,1.403,3.87E-01,0
13940,1.403,2.64E+01,2
14581,1.403,1.05E-01,0
16069,1.403,1.01E+00,0
3077,1.404,1.71E+00,0
8238,1.404,6.61E-02,0
9310,1.404,6.48E-02,0
12366,1.404,8.20E-01,0
16219,1.404,2.25E-01,0
2350,1.405,2.79E-01,0
2548,1.405,4.02E-01,0
3492,1.405,8.60E-01,0
5332,1.405,1.10E+00,0
7252,1.405,4.45E+00,0
11051,1.405,1.88E-01,0
12897,1.405,3.12E+00,0
12764,1.406,8.11E-02,0
3538,1.407,6.11E-01,0
7244,1.407,0.00E+00,0
13138,1.407,4.34E-01,0
5334,1.408,3.90E+00,0
8892,1.408,8.17E-02,0
4724,1.409,1.02E+00,0
6616,1.409,3.87E-01,0
7990,1.409,3.46E-01,0
9673,1.409,5.04E-01,0
13198,1.409,4.16E+00,0
13797,1.409,9.93E-02,0
14448,1.409,1.08E+00,0
7545,1.41,6.28E+02,3
16199,1.41,2.30E+01,2
1637,1.411,5.09E-01,0
2375,1.411,5.00E-01,0
3593,1.411,5.67E-01,0
5072,1.411,5.92E-01,0
6598,1.411,6.57E-01,0
9328,1.411,3.45E+00,0
7952,1.412,2.34E+00,0
9980,1.412,8.78E-01,0
11898,1.412,0.00E+00,0
13751,1.412,4.36E-01,0
14739,1.412,7.48E-02,0
15777,1.412,2.15E+00,0
3312,1.413,1.45E+00,0
3937,1.413,1.23E+00,0
8036,1.413,8.14E-01,0
11703,1.413,1.83E+00,0
12030,1.413,3.53E-01,0
3542,1.414,1.54E+00,0
7820,1.414,1.16E-01,0
10086,1.414,1.54E+00,0
14924,1.414,1.07E+00,0
143,1.415,1.32E+00,0
2419,1.415,8.58E-01,0
2579,1.415,1.22E+00,0
3342,1.415,5.91E-01,0
8719,1.415,1.07E+00,0
12685,1.415,9.64E-01,0
13440,1.415,5.87E+00,0
5460,1.416,1.30E+00,0
5893,1.416,5.13E-01,0
6694,1.416,2.69E+00,0
11140,1.416,1.33E+00,0
13132,1.416,3.28E+00,0
1574,1.417,7.47E+00,1
7641,1.417,3.03E+00,0
11241,1.417,1.19E+00,0
12710,1.417,9.35E-01,0
13416,1.417,3.03E-01,0
5812,1.418,8.11E-01,0
10270,1.418,7.57E-01,0
12587,1.418,2.20E-01,0
13577,1.418,5.73E-01,0
13990,1.418,1.32E+00,0
15788,1.418,4.19E-01,0
1089,1.419,4.76E+00,0
4932,1.419,1.28E-01,0
9524,1.419,5.67E-01,0
14331,1.419,7.64E-01,0
1921,1.42,6.32E-01,0
1942,1.42,9.13E-01,0
10317,1.42,7.48E-02,0
11534,1.42,7.09E-01,0
15947,1.42,1.30E+00,0
7113,1.421,6.82E-01,0
15379,1.421,2.60E-01,0
769,1.422,1.72E+00,0
3059,1.422,0.00E+00,0
5390,1.422,1.53E+00,0
14373,1.422,6.13E-01,0
4179,1.423,1.13E+00,0
8820,1.423,5.97E-01,0
11804,1.423,9.67E-01,0
6854,1.424,1.14E+00,0
6881,1.424,6.51E-01,0
15049,1.424,4.76E+00,0
2362,1.425,1.01E+01,1
4242,1.425,9.77E-01,0
5132,1.425,3.95E+00,0
6129,1.425,1.12E+00,0
10237,1.425,8.91E-01,0
10464,1.425,3.86E-01,0
11170,1.425,1.69E+00,0
4820,1.426,5.47E-01,0
16200,1.426,1.03E+00,0
3385,1.427,0.00E+00,0
3724,1.427,2.08E+00,0
5785,1.427,2.84E+00,0
889,1.428,1.18E+00,0
2011,1.428,4.88E-01,0
7291,1.428,1.97E-01,0
15453,1.428,1.71E+00,0
7330,1.429,2.24E-01,0
11215,1.429,7.33E-01,0
11626,1.429,3.03E-01,0
15586,1.429,6.87E-01,0
6527,1.43,1.79E+00,0
8132,1.43,2.05E+00,0
10867,1.43,2.83E-01,0
10891,1.43,2.97E-01,0
11548,1.43,4.68E-01,0
12885,1.43,8.05E-02,0
12880,1.431,5.04E+00,0
13748,1.431,4.55E+00,0
16192,1.431,1.10E+00,0
699,1.432,0.00E+00,0
3968,1.432,1.32E-01,0
6993,1.432,2.35E+00,0
14338,1.432,8.64E-01,0
1481,1.433,5.61E-01,0
4444,1.433,6.00E-01,0
5009,1.433,1.10E+00,0
6228,1.433,5.91E-01,0
11346,1.433,1.86E-01,0
12433,1.433,6.30E-01,0
12994,1.433,3.15E+00,0
16042,1.433,1.59E+00,0
8959,1.434,1.29E+00,0
13989,1.434,1.60E+00,0
16092,1.434,1.37E+00,0
4533,1.435,4.24E-01,0
4640,1.435,1.18E+00,0
12347,1.435,4.20E-01,0
13203,1.435,1.96E-01,0
14283,1.435,1.55E+00,0
15006,1.435,3.38E-01,0
16017,1.435,1.52E-01,0
1742,1.436,1.99E+00,0
170,1.437,5.30E-02,0
3537,1.437,6.48E-01,0
7194,1.437,7.84E-01,0
10492,1.437,2.89E-01,0
4263,1.438,1.26E+00,0
5314,1.438,9.30E-01,0
5459,1.438,5.00E-01,0
7019,1.438,5.61E-01,0
11769,1.438,0.00E+00,0
12387,1.438,3.09E-01,0
14413,1.438,9.79E-01,0
14618,1.438,1.71E+00,0
2334,1.439,6.80E+00,0
2858,1.439,4.42E-01,0
4100,1.439,3.33E-01,0
5879,1.439,2.80E+00,0
10597,1.439,7.65E-01,0
11275,1.439,5.31E-01,0
11683,1.439,3.01E+00,0
13134,1.439,2.80E+00,0
8944,1.44,7.87E-01,0
13136,1.44,4.57E-01,0
280,1.441,2.03E-01,0
2607,1.441,2.57E-01,0
3756,1.441,8.62E-01,0
4629,1.441,1.13E+00,0
5277,1.441,4.29E-01,0
5945,1.441,5.23E-01,0
14352,1.441,3.84E-01,0
14838,1.441,1.26E+00,0
1367,1.442,8.43E-01,0
8490,1.442,8.01E-01,0
14357,1.442,6.08E-01,0
779,1.443,1.60E-01,0
839,1.443,3.65E-01,0
3484,1.443,2.06E+00,0
14622,1.443,4.78E-01,0
15066,1.443,3.32E-01,0
6683,1.444,2.74E-01,0
7880,1.444,5.72E-02,0
8927,1.444,9.62E-01,0
16196,1.444,3.19E-01,0
4900,1.445,3.06E+00,0
5633,1.445,7.12E-01,0
9276,1.445,2.60E-01,0
10954,1.445,2.31E+00,0
1105,1.446,0.00E+00,0
4177,1.446,6.77E-01,0
4886,1.446,2.87E+00,0
9163,1.446,1.11E+00,0
12586,1.446,4.64E-02,0
742,1.447,1.29E+00,0
2145,1.447,4.79E+00,0
7591,1.447,2.19E+00,0
8622,1.447,6.91E-01,0
13411,1.447,1.06E+00,0
348,1.448,1.02E+00,0
7428,1.448,3.67E+00,0
8316,1.448,1.63E+00,0
8662,1.448,9.11E-02,0
10536,1.448,4.81E-01,0
11917,1.448,2.34E-01,0
13784,1.448,4.91E-02,0
2427,1.449,0.00E+00,0
6558,1.449,8.72E-01,0
8069,1.449,1.67E-01,0
1792,1.45,1.62E+00,0
7506,1.45,2.40E+00,0
9046,1.45,9.49E-02,0
12693,1.45,1.92E+00,0
12788,1.45,2.08E+00,0
13023,1.45,1.35E-01,0
15357,1.45,3.23E-01,0
15478,1.45,6.13E-01,0
3027,1.451,1.32E-01,0
3616,1.452,7.19E-02,0
9583,1.452,4.65E-01,0
11442,1.452,7.25E-01,0
367,1.453,2.85E-01,0
3003,1.453,5.23E-02,0
3981,1.453,0.00E+00,0
4500,1.453,7.44E-01,0
4971,1.453,1.02E+00,0
9539,1.453,5.10E+00,0
11171,1.453,3.01E-01,0
12051,1.453,8.89E-02,0
12716,1.453,0.00E+00,0
14738,1.453,1.59E+00,0
15201,1.453,2.41E-01,0
2986,1.454,1.21E+00,0
13222,1.454,5.05E-01,0
2766,1.455,9.39E-01,0
5663,1.455,9.65E-01,0
10624,1.455,1.59E-01,0
10809,1.455,1.04E+00,0
11288,1.455,2.93E-01,0
11355,1.455,1.35E-01,0
14595,1.455,5.06E-01,0
14913,1.455,5.72E-01,0
15481,1.455,6.11E-01,0
16012,1.455,2.68E-01,0
401,1.456,9.06E-01,0
2263,1.456,5.68E-02,0
6664,1.456,1.30E+00,0
9517,1.456,6.21E-01,0
10413,1.456,1.02E+00,0
10677,1.456,3.18E-01,0
11244,1.456,2.17E+00,0
4106,1.457,1.61E+00,0
5021,1.457,5.39E-01,0
7931,1.457,9.26E-02,0
12361,1.457,3.18E-01,0
1893,1.458,1.86E+00,0
14500,1.458,2.82E+00,0
15658,1.458,2.49E+00,0
2815,1.459,3.21E-01,0
3479,1.459,1.33E+00,0
8076,1.459,4.63E-01,0
10189,1.459,3.09E-01,0
10244,1.459,1.11E+00,0
15132,1.459,1.50E+00,0
15772,1.459,4.49E-01,0
93,1.46,1.65E+00,0
1745,1.46,8.74E-02,0
8258,1.46,1.44E-01,0
1986,1.461,3.19E+00,0
2889,1.461,6.31E-01,0
7957,1.461,9.61E-02,0
13738,1.461,1.07E+00,0
13973,1.461,1.53E+00,0
14008,1.461,1.71E-01,0
3747,1.462,0.00E+00,0
13405,1.462,1.42E-01,0
16164,1.462,3.29E-01,0
693,1.463,1.86E-01,0
1650,1.463,1.74E+00,0
4283,1.463,1.38E+00,0
5700,1.463,4.17E+00,0
8663,1.463,2.13E-01,0
9949,1.463,5.72E-01,0
10525,1.463,1.05E+00,0
12649,1.463,0.00E+00,0
14498,1.463,1.05E+00,0
2199,1.464,5.56E-01,0
7576,1.464,6.32E-01,0
11126,1.464,1.45E-01,0
11334,1.464,6.69E-01,0
1371,1.465,7.66E-01,0
5898,1.465,1.78E+00,0
7443,1.465,1.12E-01,0
8861,1.465,3.66E-01,0
14194,1.465,1.08E+00,0
1005,1.466,1.93E-01,0
7756,1.466,4.91E-01,0
9040,1.466,1.19E+00,0
10027,1.466,8.26E-01,0
11017,1.466,1.30E+00,0
4977,1.467,2.03E-01,0
6797,1.467,9.09E-01,0
7821,1.467,9.63E-02,0
8886,1.467,3.88E-01,0
14769,1.467,3.06E-01,0
2167,1.468,9.37E-01,0
6472,1.468,1.33E+00,0
9642,1.468,3.28E-01,0
10531,1.468,2.66E+00,0
12016,1.468,4.84E-01,0
14124,1.468,7.34E-01,0
1065,1.469,3.36E-01,0
12865,1.469,6.76E-01,0
2792,1.47,1.17E+00,0
4916,1.47,0.00E+00,0
11217,1.47,7.57E-01,0
2366,1.471,5.47E-01,0
7779,1.471,5.44E+00,0
7852,1.471,2.54E-01,0
14022,1.471,7.64E-02,0
14953,1.471,2.62E+00,0
7263,1.472,1.56E+02,3
12872,1.472,7.65E-01,0
4994,1.473,3.06E+00,0
7469,1.473,4.72E-01,0
7799,1.473,3.79E-01,0
15287,1.473,8.32E-01,0
318,1.474,3.53E-01,0
2211,1.474,1.75E-01,0
5427,1.474,5.00E-01,0
6543,1.474,1.92E+00,0
7932,1.474,1.08E+00,0
403,1.475,1.74E+00,0
4547,1.475,6.69E-01,0
8582,1.475,9.88E+00,1
11591,1.475,2.69E-01,0
12274,1.475,6.71E-01,0
13022,1.475,1.31E-01,0
13959,1.475,4.65E-01,0
2148,1.476,4.95E-01,0
2373,1.476,1.48E+00,0
4627,1.476,2.95E-01,0
6931,1.476,2.10E+00,0
7468,1.476,1.08E+00,0
11106,1.476,6.15E+00,0
14078,1.476,0.00E+00,0
15479,1.476,4.84E+00,0
3490,1.477,7.14E-01,0
6746,1.477,8.73E-01,0
4050,1.478,2.55E-01,0
94,1.479,3.38E-01,0
8865,1.479,3.36E+00,0
11452,1.479,4.26E+00,0
4758,1.48,1.07E-01,0
9490,1.48,3.32E-01,0
12255,1.48,3.08E+00,0
15894,1.48,1.81E+00,0
245,1.481,6.27E-01,0
2521,1.481,1.50E+00,0
2754,1.481,1.96E+00,0
3443,1.481,6.52E-01,0
4549,1.481,1.17E+00,0
6549,1.481,1.33E+00,0
8014,1.481,2.26E-01,0
9540,1.481,4.05E+00,0
7941,1.482,1.04E+00,0
13712,1.482,8.67E-01,0
11463,1.483,1.78E+00,0
8628,1.484,8.64E-01,0
9614,1.484,1.07E+00,0
12388,1.484,3.22E+00,0
1537,1.485,1.15E+00,0
8400,1.485,1.87E+00,0
13017,1.485,1.52E+00,0
13361,1.485,1.57E+00,0
15583,1.485,2.04E+00,0
1855,1.486,5.40E-01,0
6999,1.486,2.66E+00,0
7356,1.486,2.12E+00,0
9518,1.486,1.90E-01,0
12027,1.486,1.00E+00,0
13435,1.486,7.15E-01,0
421,1.487,8.84E-02,0
6886,1.487,4.99E-01,0
8537,1.487,2.67E+01,2
13116,1.487,1.20E+00,0
14544,1.487,6.90E+00,0
3429,1.488,3.57E-01,0
10892,1.488,5.26E-01,0
13689,1.488,1.17E-01,0
4505,1.489,2.30E+00,0
14835,1.49,4.46E-01,0
4665,1.491,1.12E-01,0
7593,1.491,5.40E-02,0
8180,1.491,3.10E-01,0
10950,1.491,2.38E+00,0
13495,1.491,7.49E-01,0
15337,1.491,1.52E+00,0
2364,1.492,3.34E+00,0
10957,1.492,2.29E+01,2
13094,1.492,1.47E+00,0
14063,1.492,6.97E-01,0
4025,1.493,1.68E+00,0
8466,1.493,1.17E-01,0
9370,1.493,5.45E+00,0
10060,1.493,4.05E+00,0
4721,1.494,7.35E-01,0
5701,1.494,1.32E+00,0
5794,1.494,4.20E-01,0
7722,1.494,0.00E+00,0
9505,1.494,1.61E+00,0
1308,1.495,0.00E+00,0
1626,1.495,5.53E+00,0
2989,1.495,1.59E-01,0
4341,1.495,4.16E-01,0
9653,1.495,4.64E-01,0
11752,1.495,6.66E-01,0
11164,1.496,0.00E+00,0
5309,1.497,3.96E-01,0
8245,1.497,5.17E-01,0
11762,1.497,8.30E-02,0
284,1.498,2.80E+00,0
10704,1.498,2.65E-01,0
12367,1.498,2.52E+00,0
12422,1.498,2.70E-01,0
14601,1.498,1.92E+00,0
15166,1.498,1.16E+00,0
498,1.499,7.12E-01,0
6227,1.499,1.91E-01,0
11417,1.499,2.35E+00,0
12116,1.499,5.76E-02,0
13713,1.499,2.01E-01,0
16068,1.499,2.98E-01,0
432,1.502,4.56E-02,0
3977,1.502,1.63E+00,0
8669,1.502,3.53E-01,0
11690,1.502,9.10E-01,0
12529,1.502,1.74E+00,0
14226,1.502,1.74E+00,0
15962,1.502,3.51E-01,0
1961,1.503,6.58E-01,0
2943,1.503,3.02E-01,0
6162,1.503,2.97E-01,0
7899,1.503,2.84E-01,0
8269,1.503,2.83E-01,0
11197,1.503,1.37E+00,0
15494,1.503,1.84E+00,0
2096,1.504,5.35E-01,0
2132,1.504,2.91E+00,0
8564,1.504,1.53E+00,0
12319,1.504,1.05E+00,0
15216,1.504,5.47E-01,0
16063,1.504,4.52E-01,0
16282,1.504,2.99E-01,0
5974,1.505,5.65E-01,0
7357,1.505,2.74E+00,0
13186,1.505,0.00E+00,0
1280,1.506,0.00E+00,0
9325,1.506,6.67E-01,0
14656,1.506,1.27E+00,0
15973,1.506,1.22E-01,0
3301,1.507,1.15E+01,1
5791,1.507,1.37E+00,0
11138,1.507,1.43E+00,0
4418,1.508,1.65E+00,0
4528,1.508,5.37E+00,0
7099,1.508,1.68E+00,0
8422,1.508,9.43E-02,0
9272,1.509,1.07E+00,0
11774,1.509,9.73E-01,0
11829,1.509,1.10E+00,0
12927,1.509,2.29E-01,0
6069,1.51,5.73E-01,0
11694,1.51,3.20E-01,0
8475,1.511,5.36E-02,0
11162,1.511,1.45E+00,0
13858,1.511,5.29E-01,0
7730,1.512,1.15E-01,0
8977,1.512,6.46E-01,0
9093,1.512,6.89E-01,0
9114,1.512,1.10E+00,0
9701,1.512,2.46E-01,0
10538,1.512,1.42E+00,0
12559,1.512,3.77E-01,0
14110,1.512,4.21E-01,0
14495,1.512,6.66E-01,0
16076,1.512,3.75E-01,0
2082,1.513,1.07E+00,0
6670,1.513,1.63E+00,0
13481,1.513,2.53E+00,0
4584,1.514,2.85E-01,0
5210,1.514,4.37E+00,0
5853,1.514,4.43E-01,0
5876,1.514,6.43E-02,0
10336,1.514,1.67E+00,0
14171,1.514,1.38E+00,0
14635,1.514,2.81E+00,0
15068,1.514,9.71E-01,0
5959,1.515,2.72E-01,0
8457,1.515,2.25E+00,0
9657,1.515,1.04E+00,0
9746,1.515,2.72E+01,2
11311,1.515,1.14E+00,0
14506,1.515,1.05E+00,0
218,1.516,6.27E-01,0
4890,1.516,2.06E-01,0
9471,1.516,4.38E+00,0
11644,1.516,1.75E-01,0
11787,1.516,3.91E+00,0
1251,1.517,1.32E+00,0
7016,1.517,7.91E-02,0
11332,1.517,5.72E-01,0
12337,1.517,2.18E+00,0
6045,1.518,3.68E+00,0
7444,1.519,1.94E-01,0
8432,1.519,1.36E+00,0
11181,1.519,1.43E+00,0
12692,1.519,9.09E-01,0
1250,1.52,2.36E+00,0
3480,1.52,0.00E+00,0
5068,1.52,1.10E-01,0
8993,1.52,2.88E+00,0
11886,1.52,3.53E-01,0
15196,1.52,2.40E-01,0
15214,1.52,1.38E+00,0
1047,1.521,0.00E+00,0
2627,1.521,3.27E-01,0
6241,1.521,1.11E+00,0
10582,1.521,4.07E-01,0
11296,1.521,1.21E+00,0
15828,1.521,4.72E-01,0
2498,1.522,1.34E+00,0
8134,1.522,1.00E+00,0
8739,1.522,9.94E-01,0
9733,1.522,1.25E+00,0
10884,1.522,1.84E+00,0
12348,1.522,1.57E+00,0
912,1.523,2.07E-01,0
1472,1.523,1.59E+00,0
4871,1.523,4.41E-01,0
12083,1.523,2.07E+00,0
12536,1.523,1.49E+00,0
13283,1.523,1.34E+00,0
6768,1.524,3.71E-01,0
11473,1.524,2.67E-01,0
11546,1.524,8.53E-01,0
14720,1.524,3.05E-01,0
15549,1.524,1.11E+01,1
583,1.525,9.91E-01,0
1840,1.525,1.99E-01,0
3157,1.525,2.88E+00,0
4836,1.525,2.74E+00,0
5928,1.525,5.21E+00,0
6976,1.525,1.78E-01,0
13178,1.525,2.09E-01,0
141,1.526,8.83E-01,0
5015,1.526,1.41E+00,0
8772,1.526,2.48E-01,0
8860,1.526,2.00E-01,0
10963,1.526,2.50E+00,0
11107,1.526,1.53E+00,0
11669,1.526,1.19E+00,0
888,1.527,6.66E-02,0
5008,1.527,1.54E+00,0
15622,1.527,1.59E+00,0
1728,1.528,2.62E-01,0
4741,1.528,4.50E+00,0
13181,1.528,2.18E-01,0
1884,1.529,3.31E-01,0
4798,1.529,3.02E-01,0
8980,1.529,7.43E-01,0
10760,1.529,3.66E+00,0
10975,1.529,4.83E-01,0
13177,1.529,2.08E-01,0
2451,1.53,5.34E-01,0
4885,1.53,6.41E-01,0
11009,1.53,2.87E+00,0
12469,1.53,2.16E-01,0
1194,1.531,1.80E+00,0
4737,1.531,7.18E-01,0
8610,1.531,3.50E+00,0
13621,1.531,1.70E+00,0
13831,1.531,6.63E-01,0
6625,1.532,1.35E+00,0
8474,1.532,9.04E-02,0
13887,1.532,0.00E+00,0
3797,1.533,1.85E+00,0
6911,1.533,3.24E+00,0
7528,1.533,7.52E-01,0
8636,1.533,6.28E+00,0
8641,1.533,1.85E-01,0
10761,1.534,1.92E+00,0
11306,1.534,1.35E+00,0
11743,1.534,5.70E-01,0
15097,1.534,2.26E+00,0
5274,1.535,6.09E-01,0
5646,1.535,1.25E+00,0
16058,1.535,7.06E-02,0
6492,1.536,2.50E+00,0
10071,1.536,3.30E+00,0
12071,1.536,2.94E-01,0
15529,1.536,1.00E+00,0
5944,1.537,6.66E-01,0
12149,1.537,1.04E+00,0
13081,1.537,9.26E-01,0
14284,1.537,8.90E-01,0
15227,1.537,1.19E-01,0
2862,1.538,1.12E+00,0
5900,1.538,9.11E-01,0
11144,1.538,4.84E-01,0
1034,1.539,4.37E+00,0
3615,1.539,9.46E-02,0
6952,1.539,8.93E-01,0
7075,1.539,6.52E-01,0
7583,1.539,3.98E-01,0
8525,1.539,5.24E-01,0
10516,1.539,7.35E-01,0
12567,1.539,4.43E-01,0
12695,1.539,9.79E-02,0
4480,1.54,2.02E+00,0
4578,1.54,1.03E+00,0
6954,1.54,4.87E-01,0
8252,1.54,5.14E-01,0
12305,1.54,2.09E+00,0
13100,1.54,7.18E-01,0
13339,1.54,9.37E-01,0
13780,1.54,2.39E+00,0
2023,1.541,1.87E+00,0
5592,1.541,8.15E-01,0
10070,1.541,4.79E-01,0
14345,1.541,2.38E+00,0
2059,1.542,8.30E-02,0
9073,1.542,1.08E+00,0
11416,1.542,6.38E-01,0
12141,1.542,1.06E+00,0
15228,1.542,3.18E-01,0
16283,1.542,3.16E-01,0
2503,1.543,1.68E-01,0
15309,1.543,1.66E+00,0
15968,1.543,5.18E-01,0
16207,1.543,1.83E+00,0
5975,1.544,4.37E+00,0
9171,1.544,2.54E-01,0
13426,1.544,1.57E+00,0
964,1.545,2.20E+00,0
2687,1.545,8.28E-01,0
6386,1.545,8.41E-01,0
