rowid,tce_prad,tce_prad_err,flag
2744,14.75,3.14E+01,0
7839,14.75,1.66E+00,0
1894,14.76,2.66E-02,0
5834,14.76,1.54E-01,0
12249,14.76,1.24E+01,0
1748,14.79,1.39E+00,0
886,14.8,2.23E+00,0
5415,14.8,0.00E+00,0
11086,14.8,6.29E-02,0
14239,14.81,1.72E+01,0
4671,14.82,1.88E-02,0
3729,14.83,0.00E+00,0
10568,14.83,1.09E+02,1
2382,14.84,2.03E-02,0
3343,14.84,2.34E+01,0
12539,14.84,1.69E+00,0
2450,14.85,9.49E-01,0
15022,14.85,7.60E+00,0
329,14.86,0.00E+00,0
12121,14.87,4.13E+00,0
12978,14.88,3.80E-03,0
8149,14.89,1.79E+00,0
8541,14.89,2.59E-02,0
2775,14.9,2.58E+00,0
5222,14.9,4.28E-02,0
13825,14.91,3.13E-02,0
2337,14.92,1.56E-01,0
6801,14.94,2.60E-01,0
8712,14.94,1.80E+01,0
12921,14.95,1.49E+00,0
13103,14.96,3.07E-01,0
2414,14.99,1.59E+00,0
11471,14.99,8.35E+00,0
2636,15,6.70E-01,0
15138,15.03,2.47E+00,0
82,15.04,8.48E-03,0
7310,15.06,1.66E-02,0
267,15.09,3.77E-02,0
7141,15.09,3.66E-02,0
8942,15.09,3.44E-02,0
4193,15.1,4.28E+00,0
7504,15.1,3.03E+01,0
5720,15.11,1.48E-02,0
16210,15.15,5.15E+00,0
3944,15.16,7.44E+01,0
6796,15.16,1.53E-01,0
9587,15.16,6.50E+00,0
1891,15.17,5.77E-02,0
12359,15.17,3.37E+01,0
13913,15.23,1.96E-02,0
10865,15.24,3.00E+01,0
1258,15.26,9.26E+00,0
9123,15.26,2.92E+00,0
8322,15.27,1.77E+02,2
15258,15.27,1.32E+01,0
655,15.28,9.50E+01,1
12382,15.31,2.19E+00,0
5963,15.32,5.57E+00,0
6354,15.32,1.31E-02,0
103,15.34,6.50E-01,0
8139,15.37,0.00E+00,0
9645,15.38,9.79E-01,0
14128,15.39,2.31E+01,0
478,15.4,2.52E+01,0
15920,15.41,1.77E-02,0
10861,15.42,8.44E+01,1
9191,15.43,6.93E+00,0
2750,15.44,1.88E+02,2
5861,15.45,1.98E-02,0
12814,15.5,6.21E-01,0
1223,15.51,1.81E+01,0
939,15.54,2.03E+01,0
12226,15.54,6.79E-01,0
13396,15.54,5.71E+01,0
8777,15.56,2.44E+00,0
8503,15.58,5.64E+00,0
1414,15.59,6.77E-02,0
4586,15.6,1.03E+01,0
13922,15.6,1.19E+01,0
15410,15.61,0.00E+00,0
12205,15.63,2.52E-02,0
4811,15.64,1.25E+00,0
11850,15.64,0.00E+00,0
6669,15.65,1.74E+00,0
10050,15.65,2.85E+00,0
3137,15.66,1.14E-02,0
6722,15.67,7.97E+00,0
2468,15.68,1.70E+00,0
11714,15.69,2.54E-01,0
14118,15.69,2.64E+01,0
5073,15.7,2.65E+00,0
7694,15.7,3.77E+01,0
9829,15.7,3.87E+01,0
12127,15.7,1.12E-02,0
14234,15.7,3.95E-02,0
15647,15.7,8.94E+00,0
6023,15.72,1.63E-02,0
6077,15.72,5.54E+01,0
9917,15.72,9.81E+00,0
511,15.73,1.61E-02,0
1620,15.73,8.60E+00,0
2777,15.73,1.41E-01,0
6943,15.74,5.62E-01,0
2464,15.75,5.00E+00,0
9192,15.75,8.58E+00,0
14430,15.79,1.19E-02,0
15610,15.79,4.34E-02,0
4911,15.81,1.28E+01,0
11634,15.81,3.23E+01,0
9233,15.82,3.18E-01,0
4297,15.84,2.48E-02,0
6862,15.84,2.52E-02,0
11726,15.84,4.51E+01,0
7580,15.85,2.32E-02,0
11205,15.86,1.75E+00,0
4947,15.88,5.61E-03,0
5364,15.91,8.31E+00,0
14441,15.92,1.71E+00,0
10522,15.93,3.94E-01,0
13626,15.93,2.69E+01,0
10818,15.94,1.28E+00,0
316,15.95,1.73E+01,0
2102,15.95,2.12E-02,0
1241,15.98,4.69E-02,0
9180,15.98,3.87E+01,0
9000,16,4.39E-01,0
12598,16.01,7.36E+00,0
5371,16.02,2.94E+01,0
7311,16.03,3.38E-01,0
9503,16.04,6.43E+00,0
11572,16.07,1.60E-02,0
6781,16.09,3.44E+00,0
11554,16.09,0.00E+00,0
13111,16.1,5.98E+00,0
4080,16.11,3.70E+00,0
13857,16.11,1.95E+00,0
181,16.12,1.84E+00,0
8506,16.12,1.41E-02,0
4361,16.13,6.57E-01,0
13313,16.13,1.52E+01,0
4524,16.14,6.12E+01,0
1909,16.16,5.17E-02,0
12538,16.16,1.73E+00,0
2869,16.2,1.52E-01,0
7489,16.23,1.50E-02,0
11672,16.23,2.33E+00,0
2143,16.25,9.77E+00,0
2571,16.25,5.00E+00,0
3123,16.28,0.00E+00,0
11403,16.29,6.60E-01,0
14287,16.29,1.72E+00,0
9928,16.31,0.00E+00,0
12497,16.32,2.04E+00,0
4251,16.33,1.48E+01,0
4401,16.34,2.21E+01,0
15542,16.35,1.79E+00,0
784,16.36,5.08E-02,0
11021,16.37,1.08E+00,0
13182,16.38,7.41E+00,0
4116,16.39,1.15E+00,0
9530,16.39,4.06E+01,0
9250,16.42,5.19E+01,0
236,16.44,1.67E+01,0
11771,16.46,1.71E+00,0
6655,16.47,7.22E+01,0
10549,16.48,5.95E+01,0
7404,16.49,8.56E-01,0
11424,16.5,2.92E+00,0
5019,16.53,1.49E+00,0
16101,16.53,2.50E+00,0
2640,16.55,1.38E+01,0
6125,16.56,1.59E-02,0
14535,16.58,2.23E+01,0
2438,16.59,8.74E-02,0
9004,16.59,2.89E+01,0
11325,16.65,8.74E+01,1
4135,16.66,1.98E+01,0
14027,16.66,1.06E-02,0
10655,16.67,1.26E+00,0
3750,16.68,3.29E-02,0
5748,16.68,4.02E+00,0
8833,16.68,1.03E+01,0
16108,16.68,0.00E+00,0
7419,16.7,7.60E+00,0
8815,16.73,8.15E-01,0
2279,16.75,3.64E-01,0
5960,16.76,3.37E+01,0
9347,16.78,1.32E-01,0
6988,16.79,1.83E+00,0
10639,16.79,1.74E+00,0
4775,16.8,3.06E-01,0
11658,16.8,2.02E+01,0
15961,16.82,2.29E-02,0
6244,16.84,1.45E+00,0
7454,16.84,2.26E+01,0
12650,16.85,9.55E-02,0
11549,16.92,1.96E-01,0
7616,16.93,4.39E+00,0
15293,16.98,3.67E+01,0
4688,17.03,1.06E+00,0
3118,17.06,2.79E+01,0
12155,17.07,1.69E-02,0
6202,17.08,1.77E+01,0
4474,17.09,8.38E+01,0
13906,17.09,1.16E+01,0
7114,17.1,9.33E-01,0
3447,17.11,1.61E+00,0
15818,17.11,1.42E+01,0
2099,17.12,2.98E+01,0
15127,17.12,5.98E+00,0
9779,17.13,7.75E-02,0
1178,17.21,1.57E+00,0
10325,17.21,3.24E+00,0
315,17.23,6.37E+00,0
13227,17.23,1.74E-02,0
14938,17.24,1.57E+00,0
1302,17.26,5.21E-01,0
8949,17.28,1.07E-02,0
8915,17.3,6.90E+00,0
1632,17.31,0.00E+00,0
8771,17.32,7.43E-01,0
9499,17.33,1.55E-02,0
13883,17.33,1.48E+01,0
1470,17.34,3.72E+01,0
4024,17.35,6.94E-01,0
10051,17.35,5.62E+00,0
7248,17.38,5.68E-01,0
3176,17.4,3.84E+01,0
14529,17.41,6.72E-02,0
7557,17.42,0.00E+00,0
9351,17.49,1.16E-01,0
4782,17.5,3.35E+01,0
12552,17.5,1.62E+01,0
14451,17.52,1.65E+01,0
13033,17.54,4.91E+00,0
3879,17.55,1.78E-02,0
440,17.57,1.39E+01,0
8024,17.58,6.56E+00,0
4422,17.61,4.59E-03,0
15846,17.7,1.52E+01,0
13733,17.75,3.20E+01,0
6461,17.76,0.00E+00,0
7701,17.76,1.21E+01,0
16141,17.77,1.21E-02,0
12212,17.79,4.22E-01,0
12,17.82,4.38E-02,0
14365,17.82,9.78E-03,0
9433,17.86,4.06E+00,0
7918,17.87,6.90E-01,0
2245,17.89,6.25E-01,0
14610,17.89,1.77E-01,0
3917,17.9,1.54E+00,0
5979,17.9,4.83E+02,2
14025,17.9,9.50E-01,0
2509,17.91,8.06E+01,0
5913,17.92,3.56E-01,0
9103,17.93,9.05E-01,0
10556,17.93,1.21E+02,1
1432,17.96,1.17E-02,0
10926,17.99,1.81E+00,0
14590,18,2.40E+01,0
13630,18.02,1.07E+00,0
5389,18.03,2.45E+00,0
13574,18.03,8.44E-01,0
11913,18.04,1.41E+02,1
13884,18.07,1.70E+01,0
12725,18.08,4.06E-01,0
7995,18.09,2.86E-02,0
5424,18.1,1.70E+00,0
12505,18.11,1.46E-01,0
6674,18.13,5.83E+00,0
16086,18.13,3.72E+01,0
9118,18.14,1.26E+02,1
8945,18.16,2.01E-02,0
11211,18.16,7.74E-03,0
1339,18.17,3.19E-01,0
13032,18.17,3.26E+00,0
2916,18.19,1.34E+01,0
15883,18.19,7.57E+01,0
15402,18.21,1.53E-02,0
99,18.27,1.45E+01,0
2630,18.3,0.00E+00,0
5620,18.31,3.23E-01,0
132,18.37,1.73E+00,0
7349,18.39,0.00E+00,0
7746,18.4,1.47E-01,0
11105,18.4,9.25E+01,1
1923,18.43,4.00E+00,0
12397,18.44,2.06E+01,0
4739,18.5,6.70E-01,0
6602,18.5,6.70E-02,0
2717,18.51,8.58E+00,0
3149,18.51,1.75E-02,0
4306,18.52,1.05E+01,0
8323,18.52,2.93E+02,2
13882,18.53,2.07E+01,0
6590,18.54,1.00E+01,0
10228,18.54,1.79E-02,0
10519,18.55,2.27E+00,0
2770,18.56,3.48E+01,0
4308,18.58,2.10E-02,0
8483,18.64,2.12E+00,0
11305,18.64,1.53E+04,3
8084,18.65,3.81E+00,0
8350,18.7,6.41E-01,0
7418,18.71,8.41E+00,0
1635,18.73,6.59E-02,0
14033,18.73,2.14E+00,0
7967,18.77,2.04E-02,0
638,18.78,6.01E+00,0
1111,18.78,1.79E+00,0
4553,18.79,2.77E+01,0
10732,18.79,2.33E+00,0
13649,18.85,2.57E+00,0
10859,18.88,4.26E+01,0
4661,18.89,0.00E+00,0
6064,18.89,1.00E-02,0
7396,18.91,4.16E+00,0
13365,18.99,1.87E+00,0
13909,18.99,4.05E-01,0
3200,19,1.89E+01,0
7726,19.05,7.81E+00,0
11352,19.05,0.00E+00,0
13757,19.06,1.73E-02,0
7915,19.07,4.35E+01,0
5155,19.09,1.85E+02,1
6371,19.12,3.37E+00,0
9260,19.13,1.26E-02,0
15033,19.13,3.46E+00,0
663,19.14,1.60E+00,0
12218,19.15,9.72E+00,0
13110,19.17,6.78E+00,0
9293,19.19,7.24E-01,0
37,19.21,8.39E+01,0
2840,19.22,2.19E+00,0
4317,19.24,4.49E+00,0
2841,19.25,2.18E+00,0
6878,19.26,1.66E+00,0
8491,19.28,3.16E-02,0
240,19.29,2.85E+00,0
1300,19.33,4.35E+00,0
9054,19.41,6.23E+01,0
5076,19.42,3.41E-02,0
12168,19.44,9.66E-03,0
6236,19.46,1.25E+00,0
523,19.48,5.81E+01,0
6358,19.48,3.76E+01,0
16186,19.49,8.35E-02,0
10112,19.5,7.09E-03,0
14583,19.53,1.91E+00,0
11044,19.55,3.87E+01,0
248,19.56,5.16E+00,0
4435,19.57,5.66E+01,0
6651,19.63,0.00E+00,0
2772,19.65,1.26E+01,0
1407,19.68,1.93E+02,1
9201,19.7,8.38E+00,0
4545,19.71,1.68E-02,0
1988,19.72,4.67E-01,0
2365,19.72,0.00E+00,0
6265,19.79,1.92E+01,0
6807,19.79,8.16E+00,0
11318,19.79,7.50E-03,0
11764,19.81,2.50E+00,0
15116,19.81,4.52E+00,0
14617,19.83,1.69E+00,0
5397,19.92,3.60E-02,0
15467,19.94,3.87E+00,0
5347,19.95,0.00E+00,0
11673,19.96,3.23E+00,0
9693,19.98,0.00E+00,0
5263,20,5.66E+00,0
2830,20.01,9.38E+00,0
1938,20.05,1.54E+01,0
6641,20.06,4.32E-02,0
11975,20.14,3.74E-02,0
9432,20.17,4.88E+00,0
1266,20.18,0.00E+00,0
323,20.19,1.43E+00,0
7994,20.21,3.09E-02,0
8417,20.22,1.66E+00,0
8725,20.22,1.40E-02,0
7215,20.25,0.00E+00,0
4277,20.34,2.15E+01,0
6599,20.35,2.56E+00,0
4318,20.41,6.68E+01,0
9814,20.45,3.13E+00,0
2409,20.46,2.79E+00,0
6720,20.47,1.93E+00,0
7857,20.47,3.12E+01,0
8148,20.47,1.47E-02,0
6964,20.49,2.57E+00,0
7894,20.49,3.03E+00,0
7753,20.52,9.41E-02,0
11390,20.52,1.61E+00,0
10133,20.53,8.61E+00,0
15134,20.6,3.16E+01,0
12408,20.63,3.61E+01,0
7558,20.67,0.00E+00,0
3504,20.74,1.73E+00,0
15540,20.76,1.64E+01,0
14,20.8,2.37E+01,0
4316,20.8,3.33E+01,0
5097,20.81,8.68E-03,0
3416,20.85,2.52E+01,0
5679,20.87,3.70E-01,0
9507,20.87,2.70E-01,0
585,20.89,2.35E+00,0
10101,20.92,7.21E-01,0
8560,20.93,1.16E+00,0
4187,20.98,1.08E-02,0
12310,20.99,8.88E+00,0
5245,21,1.47E+00,0
4631,21.01,3.36E+01,0
11472,21.05,1.06E+00,0
9948,21.07,2.80E+00,0
212,21.08,1.51E+01,0
5422,21.09,0.00E+00,0
11512,21.09,1.27E+01,0
13159,21.18,1.05E+00,0
100,21.2,1.32E+01,0
6701,21.27,3.00E-02,0
5451,21.28,3.45E+00,0
7760,21.28,1.39E-02,0
13596,21.28,5.93E+01,0
10157,21.36,4.99E-02,0
2769,21.38,8.86E+00,0
8902,21.39,6.24E-03,0
13552,21.42,0.00E+00,0
9659,21.43,4.53E+01,0
5028,21.44,0.00E+00,0
1774,21.45,1.79E+01,0
7499,21.45,7.39E+00,0
15145,21.45,1.66E+01,0
5472,21.46,6.12E+00,0
235,21.49,3.16E+01,0
4268,21.49,5.15E+01,0
872,21.5,2.07E+01,0
833,21.51,1.58E+00,0
4774,21.53,2.98E-01,0
5421,21.56,3.23E-01,0
5924,21.56,5.58E+02,2
15137,21.6,2.71E+00,0
7453,21.61,4.20E+01,0
13362,21.61,9.19E-03,0
5905,21.62,2.60E-01,0
8352,21.63,9.77E-01,0
6825,21.64,2.03E+00,0
2954,21.71,2.63E-01,0
180,21.74,1.14E+00,0
5808,21.74,7.92E-03,0
14103,21.76,6.49E-03,0
15403,21.8,3.20E-01,0
15937,21.81,0.00E+00,0
7477,21.85,5.43E+00,0
13618,21.85,2.06E+01,0
10054,21.9,2.27E+01,0
10134,21.91,4.86E-01,0
13045,21.95,6.60E-03,0
13106,21.96,1.59E+01,0
10159,21.98,3.23E+01,0
9832,22,3.21E+01,0
10291,22.01,0.00E+00,0
11862,22.02,1.74E+00,0
611,22.05,2.61E+01,0
9252,22.06,6.90E+00,0
790,22.07,3.30E-02,0
9672,22.09,8.64E-02,0
1509,22.13,1.44E+01,0
8019,22.13,2.31E+00,0
12344,22.17,5.37E-03,0
1659,22.19,8.05E+01,0
11435,22.24,2.10E+00,0
7147,22.25,4.75E-01,0
8039,22.27,8.78E-03,0
5946,22.28,1.98E+00,0
249,22.29,3.84E+00,0
14235,22.31,1.51E-02,0
11812,22.33,1.27E+00,0
7066,22.45,2.11E+01,0
12720,22.45,2.27E-01,0
14459,22.46,7.25E-02,0
3809,22.47,2.28E-02,0
5698,22.48,2.56E+01,0
12875,22.48,3.00E+01,0
5833,22.49,2.06E+00,0
4314,22.51,4.54E-02,0
7526,22.53,3.36E-02,0
2428,22.56,1.95E-02,0
3441,22.57,1.31E+00,0
8947,22.58,1.89E+01,0
8761,22.6,1.82E-01,0
12630,22.65,4.28E-01,0
14819,22.65,1.40E+01,0
129,22.67,1.62E-01,0
9259,22.75,7.41E+00,0
10502,22.76,1.18E+01,0
5420,22.84,8.08E-01,0
8571,22.87,3.97E+01,0
15371,22.87,1.92E+00,0
15011,22.93,3.39E+01,0
1851,22.99,8.42E+00,0
9199,22.99,5.72E+01,0
4840,23.01,1.37E-02,0
13228,23.08,1.58E+00,0
13011,23.1,6.20E+01,0
16095,23.13,1.17E-01,0
7891,23.14,2.06E+00,0
11915,23.14,4.43E-01,0
9590,23.15,2.53E+00,0
11873,23.15,7.54E+00,0
14032,23.15,2.14E+00,0
15974,23.15,5.39E+00,0
949,23.2,5.40E-02,0
1200,23.2,2.31E+01,0
11937,23.2,0.00E+00,0
8077,23.21,1.04E+00,0
4134,23.24,1.99E+01,0
10555,23.25,3.12E+01,0
5915,23.27,6.50E+02,2
5339,23.28,1.89E+00,0
897,23.38,0.00E+00,0
5851,23.41,8.37E+00,0
13142,23.42,4.21E-02,0
825,23.43,1.18E+00,0
7695,23.44,3.55E+01,0
528,23.46,7.60E-02,0
7408,23.46,6.12E+00,0
10132,23.47,1.82E+00,0
8494,23.49,4.08E-01,0
10456,23.5,2.02E-02,0
8375,23.51,5.13E+02,2
10385,23.51,2.81E+00,0
1,23.52,2.80E+00,0
31,23.52,1.84E+00,0
6120,23.53,5.53E+00,0
15430,23.53,3.53E+01,0
16120,23.57,2.85E-03,0
6545,23.78,9.08E-01,0
12034,23.78,4.36E-01,0
13042,23.79,4.80E+01,0
7962,23.8,3.63E+01,0
11668,23.89,7.18E+00,0
6572,23.91,1.76E-02,0
13421,24,1.38E-02,0
7556,24.03,0.00E+00,0
966,24.13,3.45E-02,0
12210,24.16,5.33E-03,0
8110,24.19,2.91E+00,0
10344,24.2,2.09E+00,0
10998,24.22,1.25E+01,0
1248,24.24,4.88E+00,0
13044,24.26,7.31E+00,0
843,24.27,3.42E+01,0
1601,24.27,5.16E+01,0
7861,24.28,2.32E+00,0
9618,24.29,1.85E+01,0
8608,24.38,1.30E+01,0
11324,24.38,9.33E+00,0
8324,24.39,3.54E+01,0
6219,24.4,3.11E+01,0
14971,24.4,1.08E+01,0
9269,24.41,1.54E+00,0
2469,24.45,2.95E+00,0
15067,24.45,1.43E-01,0
2752,24.54,5.27E+01,0
3,24.56,6.18E-02,0
15977,24.57,7.84E-03,0
14915,24.59,1.68E+01,0
10686,24.61,1.57E-02,0
3772,24.67,2.48E+00,0
11185,24.68,3.63E+01,0
9491,24.71,1.97E-01,0
10160,24.71,2.60E+00,0
7586,24.72,0.00E+00,0
6462,24.75,1.50E+01,0
1683,24.8,6.01E+00,0
4194,24.82,2.74E+00,0
13260,24.82,5.55E+00,0
5436,24.86,1.87E+00,0
10910,24.87,2.15E-02,0
12521,24.9,2.25E-02,0
1534,24.93,1.34E+00,0
873,25.02,6.05E+01,0
14702,25.03,1.87E+00,0
6883,25.07,2.36E+00,0
2457,25.11,0.00E+00,0
13773,25.12,1.61E+00,0
1834,25.13,2.55E-01,0
7474,25.15,2.18E+00,0
8016,25.17,1.22E+01,0
2871,25.18,3.58E+01,0
10988,25.18,0.00E+00,0
15784,25.18,5.44E-01,0
7292,25.23,6.61E-01,0
11921,25.23,2.81E-01,0
4411,25.24,1.58E-02,0
1682,25.28,7.32E+00,0
13269,25.29,2.41E+01,0
483,25.3,1.34E+01,0
10739,25.3,1.14E-02,0
131,25.35,1.54E+01,0
6942,25.35,4.67E+01,0
10011,25.38,1.68E+00,0
15092,25.38,8.68E+00,0
518,25.39,1.09E-02,0
793,25.43,2.22E+01,0
63,25.5,2.32E+01,0
10644,25.5,0.00E+00,0
14255,25.52,6.90E+01,0
11916,25.58,1.31E+00,0
263,25.63,3.77E+01,0
14818,25.66,1.95E+01,0
11283,25.67,6.03E-01,0
9607,25.68,2.59E+00,0
9424,25.7,5.38E-02,0
2569,25.72,1.75E+00,0
4892,25.75,3.40E+01,0
1922,25.76,4.57E+00,0
3483,25.77,2.55E-01,0
5613,25.84,2.15E+01,0
2290,25.86,3.13E+01,0
130,25.87,1.73E+00,0
7053,25.89,1.21E+01,0
13252,25.92,4.46E-02,0
8186,25.93,7.77E+01,0
14534,25.93,1.41E+00,0
549,25.97,7.40E-03,0
6475,26.03,5.33E+00,0
12560,26.05,6.29E-02,0
11371,26.06,1.11E-02,0
2709,26.1,6.10E-03,0
16197,26.11,1.72E+01,0
4682,26.12,3.83E+01,0
14919,26.15,4.50E-02,0
55,26.19,4.50E+01,0
2067,26.27,0.00E+00,0
6944,26.28,2.11E+00,0
2761,26.32,1.36E-02,0
15023,26.41,1.29E+02,0
6712,26.43,1.19E-02,0
844,26.44,2.11E+01,0
12747,26.44,5.37E-02,0
15184,26.47,9.92E-01,0
12634,26.49,6.88E-02,0
5391,26.53,1.77E+01,0
5719,26.53,7.42E-03,0
16180,26.53,2.05E+01,0
3028,26.57,2.02E+00,0
11310,26.58,2.43E-02,0
13872,26.6,2.22E-02,0
15156,26.66,9.53E-03,0
683,26.72,5.05E+00,0
4601,26.75,4.53E+01,0
7078,26.76,2.73E+01,0
251,26.79,7.19E-01,0
14350,26.8,2.30E-02,0
6183,26.81,4.55E-03,0
8975,26.82,1.82E+01,0
1881,26.83,5.27E-01,0
15661,26.84,2.66E+01,0
14758,26.87,2.19E+01,0
68,26.88,2.80E+01,0
1773,26.9,1.55E+01,0
7376,26.9,1.00E+02,0
14607,26.91,1.50E-01,0
11157,26.94,3.82E+01,0
14188,27.02,2.69E+00,0
2455,27.03,0.00E+00,0
13867,27.03,8.34E-03,0
12467,27.04,7.39E+01,0
11032,27.09,2.23E+00,0
5773,27.12,8.87E+00,0
10485,27.13,4.75E+00,0
986,27.14,3.38E+01,0
6209,27.17,2.25E-01,0
13663,27.21,2.07E+00,0
6584,27.26,1.91E+00,0
3888,27.28,1.74E-01,0
6663,27.33,2.02E+00,0
2629,27.37,5.41E+00,0
3511,27.38,2.48E+00,0
13873,27.4,2.23E-02,0
9913,27.41,5.55E+01,0
6621,27.43,7.11E+00,0
1447,27.45,0.00E+00,0
6682,27.46,6.47E-01,0
13216,27.53,1.50E+00,0
6292,27.62,4.21E+01,0
2022,27.67,5.49E+00,0
11193,27.69,1.84E-01,0
7283,27.7,1.36E+00,0
16059,27.71,1.85E+02,1
11274,27.73,0.00E+00,0
8974,27.75,1.09E-01,0
1803,27.82,1.75E-01,0
10919,27.85,0.00E+00,0
15925,27.85,3.87E+00,0
12248,27.88,2.57E+00,0
10925,27.89,2.49E+00,0
8827,27.9,0.00E+00,0
672,27.95,2.71E+01,0
7207,27.96,4.56E+01,0
9593,28.02,1.43E+01,0
12556,28.05,1.93E-02,0
1692,28.1,1.45E+01,0
11878,28.14,4.10E+01,0
13722,28.15,1.90E+00,0
4456,28.17,2.30E-02,0
7024,28.19,3.99E+01,0
10084,28.19,5.70E-01,0
4704,28.2,5.00E-01,0
12577,28.2,1.36E+01,0
1940,28.21,9.40E-01,0
12279,28.33,2.83E+01,0
5152,28.37,2.09E+00,0
2322,28.38,2.75E-02,0
5153,28.38,5.93E+01,0
15300,28.38,1.61E+01,0
237,28.39,5.31E+00,0
8714,28.46,5.18E+00,0
5242,28.5,3.35E-02,0
7420,28.5,1.60E+00,0
13742,28.52,3.61E-01,0
5057,28.56,3.53E+00,0
7814,28.57,2.16E+01,0
6708,28.61,1.41E-01,0
9820,28.62,1.92E-02,0
694,28.7,1.87E+02,1
3749,28.7,1.03E+01,0
12369,28.73,1.14E+01,0
2417,28.79,1.64E-02,0
15213,28.79,2.27E+01,0
2296,28.81,0.00E+00,0
6172,28.81,6.68E+01,0
14031,28.84,1.96E+00,0
2942,28.87,2.55E+00,0
2868,28.88,0.00E+00,0
13189,28.89,3.16E+01,0
9781,29.06,3.64E+00,0
13838,29.06,4.49E-01,0
15798,29.06,2.18E+00,0
1471,29.11,5.94E+01,0
714,29.13,1.99E-02,0
12134,29.16,2.91E-02,0
13824,29.16,4.05E+01,0
2702,29.18,5.50E+00,0
3965,29.21,1.94E+01,0
15824,29.22,1.78E+02,1
5545,29.24,0.00E+00,0
2835,29.27,3.59E+00,0
5614,29.32,1.17E+01,0
11025,29.32,1.16E-02,0
7386,29.42,9.29E-01,0
7581,29.42,6.68E+01,0
14083,29.42,1.30E-02,0
2109,29.43,4.50E-02,0
5665,29.43,0.00E+00,0
4760,29.44,2.54E+00,0
10321,29.44,1.43E+01,0
7534,29.46,2.44E+02,1
892,29.47,4.45E+00,0
1795,29.5,8.56E+00,0
3591,29.5,1.07E+01,0
8817,29.53,1.13E-02,0
6759,29.54,8.76E-01,0
11478,29.54,2.84E+00,0
2247,29.56,2.22E-02,0
7546,29.61,9.53E-01,0
13509,29.65,1.07E-02,0
381,29.7,1.17E-02,0
7406,29.72,1.59E+01,0
12974,29.75,1.46E+00,0
12195,29.76,3.68E+01,0
4761,29.82,6.42E+00,0
1353,29.84,1.18E+02,0
8308,29.84,1.21E+01,0
265,29.86,9.45E-02,0
7937,29.87,1.44E+01,0
3336,29.94,9.45E-01,0
15717,29.97,4.41E+01,0
10589,30.05,5.72E+01,0
7338,30.13,1.63E-01,0
9719,30.15,1.36E+00,0
14775,30.2,2.69E+01,0
1785,30.24,6.66E+00,0
3734,30.4,1.07E+01,0
5256,30.4,3.30E+01,0
11820,30.4,0.00E+00,0
13521,30.4,3.01E+01,0
2834,30.43,2.35E+00,0
16048,30.45,2.75E+00,0
534,30.46,1.86E+01,0
845,30.51,2.29E+01,0
624,30.56,2.35E+01,0
16178,30.61,3.07E-01,0
7530,30.65,2.92E+01,0
7977,30.68,3.90E-01,0
14423,30.7,3.61E+01,0
8963,30.74,5.21E+01,0
907,30.76,7.82E+00,0
4307,30.77,1.44E+01,0
7965,30.77,9.34E+00,0
8359,30.79,8.64E+00,0
13848,30.81,1.93E-01,0
4944,30.82,1.88E-01,0
1296,30.84,1.32E+00,0
12774,30.89,3.49E-02,0
2083,30.9,4.16E+01,0
13725,30.91,1.89E+00,0
4040,30.94,1.47E-01,0
12350,30.98,1.17E-02,0
12998,30.98,0.00E+00,0
1140,31.02,5.78E+00,0
15660,31.02,3.81E+01,0
15921,31.02,5.58E+01,0
3884,31.06,1.95E+01,0
10265,31.11,2.26E-02,0
3735,31.18,1.66E+01,0
5096,31.18,8.23E-03,0
12446,31.2,9.67E+00,0
6027,31.22,1.23E-02,0
7864,31.24,4.24E+00,0
7610,31.25,1.13E+01,0
9419,31.25,2.65E+00,0
2297,31.26,0.00E+00,0
40,31.27,5.26E-02,0
375,31.27,2.67E+01,0
7332,31.35,1.02E+01,0
13698,31.35,1.64E-02,0
13498,31.36,0.00E+00,0
10893,31.37,1.36E+00,0
6607,31.4,0.00E+00,0
7774,31.43,5.33E+01,0
9554,31.43,0.00E+00,0
9650,31.44,4.38E+01,0
5203,31.49,1.41E+02,0
8112,31.5,2.50E+01,0
13640,31.52,6.09E+00,0
193,31.58,3.54E-01,0
14555,31.65,3.51E+01,0
2510,31.7,0.00E+00,0
2511,31.7,0.00E+00,0
2512,31.7,0.00E+00,0
2513,31.7,0.00E+00,0
2514,31.7,0.00E+00,0
2576,31.71,2.78E+01,0
4022,31.71,5.01E+00,0
14479,31.74,3.98E-02,0
4973,31.75,7.57E+01,0
15301,31.76,1.37E+00,0
1192,31.77,6.05E-03,0
12461,31.79,0.00E+00,0
10424,31.8,3.09E+01,0
821,31.95,0.00E+00,0
6660,31.98,1.87E+00,0
11731,32,6.63E-02,0
10924,32.07,2.96E+00,0
3116,32.13,3.70E+01,0
6308,32.19,2.63E-03,0
2721,32.2,2.83E-01,0
57,32.21,9.11E+03,3
14250,32.24,2.49E+01,0
1166,32.25,4.35E+00,0
10354,32.25,1.90E+00,0
6357,32.3,1.20E+04,3
11819,32.3,8.23E+00,0
7968,32.31,6.91E-02,0
1454,32.39,6.31E+00,0
9207,32.39,1.16E+01,0
11738,32.41,5.00E+00,0
12365,32.41,4.26E+01,0
15880,32.42,5.81E+01,0
15558,32.43,6.94E-03,0
9595,32.45,7.85E+00,0
5115,32.47,2.69E+01,0
13900,32.47,3.05E+01,0
10847,32.52,7.61E-02,0
6437,32.58,1.29E+01,0
