pl_orbper,pl_massj,pl_msinij,pl_radj,st_spstr,,OrbPeriod,MassorMsini(Emass),RadiusERadius,Type,,M = 1
5.9123,1.51,,0.321,,,5.9123,479.9204808,3.515261749,0,,
31.3309,13.8,,0.437,,,31.3309,4386.028235,4.785574406,0,,
15.3348,9.11,,0.357,,,15.3348,2895.414292,3.909496711,0,,
46.827915,,,0.215,,,46.827915,14883.2288,2.354458804,0,,
3.543919,,,0.095,,,3.543919,1126.357159,1.040342262,0,,
17.2513,0.375,,0.321,,,17.2513,119.1855499,3.515261749,0,,
12.2829,0.38,,0.321,,,12.2829,120.7746905,3.515261749,0,,
123,0.283,,,,,123,89.94536164,NaN,0,,
12.7204,4.16,,0.401,,,12.7204,1322.165033,4.391339443,0,,
6.2385,12.7,,0.232,,,6.2385,4036.417289,2.540625314,0,,
18.998355,,,0.248,,,18.998355,6038.2117,2.715840853,0,,
4.244384,,,0.149,,,4.244384,1348.984642,1.631694706,0,,
12.3335,1.6,,0.25,,,12.3335,508.5250128,2.737742795,0,,
8.1453,1.6,,0.214,,,8.1453,508.5250128,2.343507833,0,,
15.274299,,,0.196,,,15.274299,4854.601934,2.146390351,0,,
10.7421,2.7,,0.285,,,10.7421,858.1359591,3.121026786,0,,
7.1073,0.8,,0.17,,,7.1073,254.2625064,1.861665101,0,,
19.57706,0.045,,0.092,,,19.57706,14.30226599,1.007489349,0,,
6.098493,0.01,,0.077,,,6.098493,3.17828133,0.843224781,0,,
77.61184,0.063,,0.245,,,77.61184,20.02317238,2.682987939,0,,
10.854092,0.051,,0.274,,,10.854092,16.20923478,3.000566103,0,,
3.6961219,0.027,,0.17,,,3.6961219,8.581359591,1.861665101,0,,
160,6,,,,,160,1906.968798,NaN,0,,
9.2869944,0.064,,0.197,,,9.2869944,20.34100051,2.157341322,0,,
14.85888,0.052,,0.623,,,14.85888,16.52706292,6.822455045,0,,
7.64159,0.054,,0.49,,,7.64159,17.16271918,5.365975878,0,,
3.504725,0.022,,0.178,,,3.504725,6.992218926,1.94927287,0,,
228.776,0.333,,0.754,,,228.776,105.8367683,8.25703227,0,,
4.942782,0.66,,0.96,,,4.942782,209.7665678,10.51293233,0,,
6.790123,8.4,,1.136,,,6.790123,2669.756317,12.44030326,0,,
1.7635892,,,1.83,,,1.7635892,560.5182628,20.04027726,0,,
4.4379637,0.431,,1.695,,,4.4379637,136.9839253,18.56189615,0,,
118.3807,0.079,,0.297,,,118.3807,25.10842251,3.25243844,0,,
46.6888,0.006,,0.222,,,46.6888,1.906968798,2.431115602,0,,
31.9996,0.025,,0.374,,,31.9996,7.945703325,4.095663221,0,,
22.6845,0.023,,0.278,,,22.6845,7.310047059,3.044369988,0,,
13.0241,0.009,,0.256,,,13.0241,2.860453197,2.803448622,0,,
10.3039,0.006,,0.161,,,10.3039,1.906968798,1.76310636,0,,
45.29485,0.063,,0.199,,,45.29485,20.02317238,2.179243265,0,,
0.837495,0.014,,0.126,,,0.837495,4.449593862,1.379822369,0,,
1.592851,,,0.146,,,1.592851,506.2528595,1.598841792,0,,
38.91,0.171,,0.823,,,38.91,54.34861074,9.012649281,0,,
19.24,0.252,,0.842,,,19.24,80.09268952,9.220717734,0,,
3.52254,0.603,,1.419,,,3.52254,191.6503642,15.5394281,0,,
4.885525,0.433,,1.478,,,4.885525,137.6195816,16.1855354,0,,
3.234723,0.669,,1.323,,,3.234723,212.627021,14.48813487,0,,
3.54846,2.114,,1.431,,,3.54846,671.8886732,15.67083976,0,,
3.21346,0.077,,0.357,,,3.21346,24.47276624,3.909496711,0,,
2.204737,1.776,,1.342,,,2.204737,564.4627642,14.69620332,0,,
2.7033904,1.477,1.47,1.345,,,2.7033904,469.4321524,14.72905624,0,,
1.217514,27.23,,1.11,,,1.217514,8654.460062,12.15557801,0,,
952,,0.57,,,,952,302572.3826,NaN,0,,
147.73,,1.28,,,,147.73,46952.75009,NaN,0,,
6.673855,,3.88,,,,6.673855,2121.138875,NaN,0,,
57,,0.47,,,,57,18116.20358,NaN,0,,
9017.8,15.04,,,,,9017.8,4780.13512,NaN,0,,
345.72,,1.42,,,,345.72,109879.5421,NaN,0,,
501.75,,6.9,,,,501.75,159470.2657,NaN,0,,
2093.3,1,,,,,2093.3,317.828133,NaN,0,,
963,,2.54,,,,963,306068.4921,NaN,0,,
3.446459,1.855,,1.302,,,3.446459,589.5711867,14.25816448,0,,
3.332687,0.662,,1.281,,,3.332687,210.402224,14.02819408,0,,
4.641878,1.044,,1.28,,,4.641878,331.8125709,14.01724311,0,,
2.694047,0.8,,1.685,,,2.694047,254.2625064,18.45238644,0,,
4.457243,0.615,,1.73,,,4.457243,195.4643018,18.94518014,0,,
3.54387,0.599,,1.571,,,3.54387,190.3790517,17.20397572,0,,
4.640382,0.267,,0.825,,,4.640382,84.86011151,9.034551224,0,,
2.797436,1.169,,1.178,,,2.797436,371.5410875,12.90024405,0,,
1.327347,1.832,,1.264,,,1.327347,582.2611397,13.84202757,0,,
3.646706,1.054,,1.332,,,3.646706,334.9908522,14.58669361,0,,
5.452654,3.328,,1.197,,,5.452654,1057.732027,13.1083125,0,,
3.474474,0.762,,1.686,,,3.474474,242.1850373,18.46333741,0,,
2.150008,0.86,,1.789,,,2.150008,273.3321944,19.59128744,0,,
5.005425,2.171,,1.07,,,5.005425,690.0048767,11.71753916,0,,
2.810595,0.711,,1.34,,,2.810595,225.9758026,14.67430138,0,,
3.92289,0.78,,1.4,,,3.92289,247.9059437,15.33135965,0,,
3.0763776,1.52,,1.5,,,3.0763776,483.0987622,16.42645677,0,,
3.852985,1.057,,1.33,,,3.852985,335.9443366,14.56479167,0,,
2.788491,1.06,,1.26,,,2.788491,336.897821,13.79822369,0,,
2.828042,0.917,,1.44,,,2.828042,291.448398,15.7693985,0,,
9.20205,0.72,,1.19,,,9.20205,228.8362558,13.0316557,0,,
1.7429935,3.47,,1.466,,,1.7429935,1102.863622,16.05412375,0,,
10037.5,10.5,,,,,10037.5,3337.195397,NaN,0,,
1916.25,7.7,,,,,1916.25,2447.276624,NaN,0,,
5840,6.3,,,,,5840,2002.317238,NaN,0,,
2900,2.3,,,,,2900,731.0047059,NaN,0,,
2883.5,2.3,,,WD,,2883.5,731.0047059,NaN,0,,
5573.55,7.33,,,WD,,5573.55,2329.680215,NaN,0,,
,15.711,,,,,NaN,4993.397798,NaN,0,,
10220,,6.05,,,,10220,3248203.519,NaN,0,,
,17,,2.2,,,NaN,5403.078261,24.0921366,0,,
,,,,,,NaN,NaN,NaN,0,,
